Verse Number,Verse,Translation,Commentary
17,shraddhara paraya taptam tapastat trividham naraih aphalakankshibhiryuktaih sattvikam parichakshate - 17-,,Commentary: Reverence is of three types - being without desire for results and united (see 6:18) - that is sattvic reverence. - 17-
18,satkaramanapujartham tapo dambhena chaiva yat kriyate tadiha proktam rajasam chalamadhruvam - 18-,,"Commentary: One who performs austerities proudly, [wanting] to gain respect and adulation for having done charitable works - that is rajasic reverence. - 18-"
19,mudhagrahenatmano yat pidaya kriyate tapah parasyotsadanartham va tat tamasamudahritam - 19-,,Commentary: One who performs rituals to bring about good or evil for others - that is tamasic reverence. - 19-
20,datavyamiti yaddanam diyatehnupakarine deshe kale cha patre cha taddanam sattvikam smritam - 20-,,"Commentary: One who gives charity in which there is no expectation of anything in return, and performs charity with due respect to - and proper analysis of - place, time and personage - that is sattvic charity. - 20-"
21,yattu pratyupakarartham phalamuddishya va punah diyate cha pariklishtam taddanam rajasam smritam - 21-,,"Commentary: Charity that is given with the intention of receiving something in return, yet given unwillingly/contemptuously as well, is rajasic charity. - 21-"
22,adeshakale yaddanamapatrebhyashcha diyate asatkritamavajnatam tat tamasamudahritam - 22-,,"Commentary: Charity given to evil places, for the wrong kinds of people, at the wrong time is tamasic. - 22-"
23,OM tatsaditi nirdesho brahmanastrividhah smritah brahmanastena vedashcha yajnashcha vihitah pura - 23-,,Commentary: OM Tat Sat is used in three types of work [ritual or spiritual work]. - 23-
24,tsmadomityudahritya yajnadanatapahkriyah pravartante vidhanoktah satatam brahmavadinam - 24-,,"Commentary: OM is used in yajna, charity, austerity, Kriya. - 24-"
25,tadityanabhisandhyaya phalam yajnatapahkriyah danakriyashcha vividhah kriyante mokshakankhibhih - 25-,,Commentary: Those who perform works desiring results use the “tat” substance. - 25-
26,sadbhave sadhubhave cha sadityet prayujyate prashaste karmani tatha sacchabdah partha yujyate - 26-,,Commentary: Sadhus use “sat” in doing works of beneficence. - 26-
27,yajne tapasi dane cha sthitih saditi chochyate karmachaiva tadathiyam sadityevabhidhiyate - 27-,,"Commentary: Usage [of such] in yajna, charity and austerity is for the attainment of the Omkar Substance. - 27-"
28,ashraddhaya hutam dattam tapastaptam kritamcha yat asadityuchyate partha na cha tat pretya no iha - 28-,,"Commentary: Those who offer oblations, give charity and perform austerities without reverence - they [and their works] are called “asat” [with no basis on Truth or goodness]. - 28- Thus ends the seventeenth chapter named “Shraddhatrayayoga.”* *[Translator’s note: The author has used a less compounded form of the title at the beginning of the chapter.]"
