Verse Index{hide},Pranab Gita Translation,Pranab Gita Commentary
11,"Through this yagya, may you nourish the gods. May the gods nourish you. Through this mutual nourishing of each other, you will attain the supreme beneficence.","In the path of sadhana – Shiva, Shakti, Vishnu, Surya and Ganapati – these five gods are worshipped. These five are the residing places of all gods, gandharvas, kinnaras [celestial beings] and such. Just by being a sadhak, one is the worshipper of these five. The reason is: in Bhurloka – at the Muladhar as Ganapati, in Bhuvarloka – at the Svadhisthan as Shakti, in Svarloka – at the Manipur as Surya, in Maharloka – at the Anahata as Vishnu, in Janaloka – at the Vishuddha as Shiva – One Brahman as these five for the beneficence of the sadhak. These five are “kshara brahman” [impermanent/destructible reality]. After the elements are purified through the worship of these “kshara” [impermanent divinities], the worship of Akshara Brahman [Permanent/Indestructible Reality] Kutastha Purush takes place in the Tapoloka – at the Agya. After that, there is Satyaloka, where, by knowing the Supreme Person at the Sahasrar and becoming the knower of all, one becomes That which is beyond Sat and asat.Through this yagya [spiritual act] one has to nourish those gods – meaning: awaken them through oblation. When the gods awaken, they make the jiva nourished – meaning: fill the jiva with the essential knowledge of the elements. Through this mutual nourishing of one another, the Supreme Greatness that is the Supreme Destiny – meaning: the Destiny to the Self or Liberation – that can be had. Upon having taken recourse in the brahmanadi, while keeping sight locked in Kutastha, one has to do purak-rechak [yogic inhalation-exhalation, respectively] while mentally uttering the mantra of the Self together with prana and going on striking and striking at each lotus. Right upon striking in one location [lotus], staying in the natural course and not trying to have doership over the movement of prana in any way, one has to go beyond that location [that one has just struck]. One must not have even the slightest engagement of desire whatsoever in any of the locations. Start Footnote --  It is the appearance of desire that creates obstacles. Either there is a fall, or one gets stuck there. Progress does not happen. -- End Footnote. Going on doing purak-rechak [see beginning of paragraph] in this way, [this happens:] just as when the vital-air enters the many nadis [subtle pathways], it makes them activated, in the same way, the vaishvanara [fire in the navel area], takes the flow of the elixir falling from the Sahasrar and turns it back upward, goes into the nerves in the spinal column and nourishes and energizes them. And because of that striking taking place at each lotus, the vital-air of space churns and vibrates (just like in chemistry), bringing forth the powers of each of those locations [lotuses]. And the abodes (each of those lotuses with their ruling goddesses) become flooded with beautiful light. This is that which is called “nourishing the gods.” As the darkness disappears from the heart because of that light, the sadhak's “bhoot” [past] (that which has happened) and “bhavishyat” [future] (that which will happen) become visible and go on being seen. And the knowledge of earth, water and such [the elements] is born. This is the nourishing of the creatures or the jiva by the gods. As this nourishing activity goes on happening, the intense light of consciousness of the fully nourished and awakened powers and the jiva's (sadhak's) full knowledge of the elements become one at the end. Then there is the Supreme Realization of Self-Knowledge - “chidanandarupah shivohaṃ” [I am the Consciousness-Bliss Shiva/Blessedness]."
12,"When the gods are nourished via yagya [rite], they will bestow beneficent enjoyment on you. One who partakes of their offerings without giving to them – that one is certainly a thief.","“Bhaavan” [nourishing; intaking] is of two types: one is ordinary, that which takes place in a non-sadhana state in all bodies, and the other is methodic, that which happens via sadhana. The statement in the sloka above [3:12] is speaking about this methodic “bhaavan.” Every jiva experiences the fruits of karma. The gods that are established in the abode of the heart are the lords of those karmic fruits. The natural activities of exhalation and inhalation and such – they are actually bound to a supernatural law operated by the gods. Thus, whether the jiva takes up the method or remains under the power of natural activities, because the bodily activities get carried out whether one is willing or unwilling, the nourishing of the gods takes place unknowingly. But that which happens without wanting it to happen because of the jiva being under the powers of natural activities – one cannot get the pure beneficence that is to be enjoyed by that process. -- Start Footnote -- All of the supernatural powers that are attained as a result of sadhana – they are not the pure beneficence that is to be enjoyed. This is because they are impermanent, and if one partakes in them, one has to become tied up in samsara. The Substance that is received, upon not holding on to any of those powers and going beyond the right to experience worldly things – That is verily the pure beneficence that is to be enjoyed. One does not ever have to live separated from That. -- End Footnote. -- This is because due to lack, discontentedness remains. It is to get rid of this discontentedness due to lack that one has to willfully take up the method. When the method is taken up, the giving of the heart and soul and the essence of the body (elixir) takes place with the [act of] offering of prana to each lotus. Because of that, the pure beneficence that is to be enjoyed – the Bliss of Brahman – one gets that very thing. The one who does not take up the method – that one's heart and soul and the elixir within the body become directed towards the worldly experiences – because of oneself being under the power of one's own nature, and thus become eroded moment by moment through the experience of physical pleasures. And this does not nourish the gods. In actuality, the activities of the body are operated and run by the gods such as “vaishvanara” [fire in the navel region] and such, and the currents of prana as well as the elixir are bestowed by them, verily. Thus, all of these [constituents] are their things/property. Therefore, not offering all of those things to the gods via the method, and spending [it all] through the pleasures of the body and the enjoyments of the world is truly being a thief. The sadhana of goodness does not happen in that way."
13,The sadhus [practitioners] become free of all sins by eating the food of the yagya. But those who commit sin for themselves – those persons of sinful character eat only sin.,"Yagya [rite with oblations into fire] is actually pranayam. The stilling of pranas is the end of the yagya. The one who eats of this final part – meaning: the one who stills the prana vital airs and holds them (kumbhak [retention]) in the body – that is the person who is the eater of the food at the end of the yagya. Those who – by stopping prana through that type of kumbhak – are the eaters of the food at the end of the yagya, and are “santa” [saint] (those who – by entering the True Substance with a one-pointed mind – become enraptured) – they are verily the ones who go beyond the restlessness of Prakriti and become Free. Start Footnote -- See the commentary on Chapter 2, sloka 44. Without being a sadhu [practitioner] and just being a partaker at the end of the yagya (showman yogi) does not bring about the firmness of the intellect; therefore, Liberation does not happen. -- End Footnote. But those, who – because of selfish reasons – meaning: those who – succumbing to desire because of wanting to enjoy worldly pleasures – take in (eat) food, water, air and such into the stomach, only “agha” (only the restlessness of mind) takes place in their bodies. Stillness does not come."
"14,15","All of the “bhoota[s]” [elements] emerge from “anna” [food]. “Annasambhava” (the birth of food) happens due to “parjanya” (rain). “Parjanya” emerges from yagya. Yagya emerges from karma [act]. Karma emerges from Brahman, and Brahman emerges from  “Akshara” [the Indestructible]. Thus, Brahman, Who is within all, is present in every yagya.","That which is above the “kshara” [destructible] – that is “Akshara” [the Indestructible] – meaning: “Parabrahman” [Supreme Absolute], Kutastha, “Avyakta” [the Inexpressible], within which, and from which, the manifested universe (“kshara” [the destructible]) exists. The place from which one witnesses this is the Agyana-chakra. -- Start Footnote. --  It is in this Agyana-chakra that “ekasthaṃ sacharAcharaṃ kṛtsnaṃ jagat” [the cosmic manifestation of the moving and non-moving is situated in One] is revealed. That is why Srigurudev gives the “agya” [directive] to steady the attention in this place. For this reason the Agyana-chakra is called the “Agya-chakra.” -- End Footnote. -- It is from this “Akshara” that Brahman emerges – that which is called “Veda,” “Shabda-Brahman” [Brahman as sound] or “Pranava” - meaning: the space-element or “vyoma” [ether]. Its [Shabda Brahman's] place is the Vishuddha-chakra. It is from the Shabda-Brahman that “karya-brahman” [Brahman as activity] (prana – meaning: the substance of life) emerges. Prana is itself karma [action] – the one who is called “Mahamaya” in the form of karma [activity]. It is by Her existence that the operation of the  universe-samsara is happening. Her abode is the Anahata-chakra. It is from that activity in the form of prana that makes “yagya” - meaning: the Kriya of “releasing the hold.” Only via the assistance of fire is it possible to release the hold of samsara. Attraction and repulsion etc. takes place [via fire]. For this reason fire is itself the yagya. Its abode is the Manipur-chakra. From the yagya of fire in the form of Kriya, the liquid element emerges, that which is always immersed. Thus it has the name “parjanya”  [rain; rain-god]. Its abode is the Svadhisthan-chakra. The earth-element is created from the liquid/water-element. This earth [element] is itself “anna” [food], because it is the only “adhar” [foundation]. That is why its name is also “Muladhar” [the root foundation], and its abode is also the Muladhar-chakra. It is from the Muladhar in the form of food that “bhoota[s]” (that which goes) - meaning: living beings – emerge. It is when prana enters the covering of the earthen form that a living being is created. That is why it has been stated [in the sloka above] that “bhoota[s]” are born from food. Now – this which has just been said – the process of creation, -- Start Footnote. -- In the original sloka, in order to show the progression of nivritti [spiritual undoing; spiritual withdrawal] in the path of sadhana, the progression has shown as beginning at activity and ending in causality. However, in the commentary, in order to make it easier to understand, the process of creation starting with causality and its progressive spread of activity is shown. -- End Footnote. from the Akshara to bhoota – although all of these are born from the One, because of mutations, they are different and separate in quality from each other. But even within these [aspects of creation] there is a common thing that is prevalent [in all of them]. That is the Shabda-Brahman or Pranava [Divine Sound]. The sound from the space-element is in air, fire, water, earth – it is in all of them, but the sense of touch in the air-element, the sense of sight in the fire-element, the sense of taste in the water-element, and the sense of smell in the earth-element are not present in the ether-element [or: space-element]. On the other hand, it is with the support of the sound of the ether/space-element, or the Shabda-Brahman, that “Akshara” [the Indestructible] and the “Uttama Gati” [the Highest Destination] are attained. “Dhvanirantargataṃ jyoti jyotirantargataṃ manah tanmano vilayaṃ yAti tadviShNoh paramaṃ padam” [within the resonance is the light; within the light is the mind; where that mind is dissolved, that is the Supreme Vishnu-state] – Uttara Gita, Chapter 1, sloka 40.12 Therefore, this Brahman in the form of Sound is within all. And it is ever-present in yagya. This is because: the flow of air that is going on due to the presence of fire at the Manipur, the strikes from that [air] are causing sound[s] to resonate in everything and all the time, proportionately more or less, like a process similar to sound coming forth because of air going into a cone. This is going on ceaselessly. Because the mind stays outside [in the outer world], it is not possible to hear those sounds. But if the mind is taken within, the more one-pointedness there is, the more all of those sounds become clearer and clearer; they can be heard quite well. Ordinarily, if one presses and closes the openings of the ears, a tumultuous sound can be heard; that the common people's proverbial “sound of the fire burning Ravana [defeated demon-king in the Ramayana].” Actually, that sound is really the conglomeration of all of those prana-struck sounds [alternate translation: prana explosions]. When that sound is in the unmixed state [or: state without pranic collisions], that is Pranava. Because this Pranava has no ceasing, it is called “nitya” [endless]. If one takes the mind within, via the yagya of doing pranayam and such on every chakra, then one finds recourse in Brahman in the form of this Pranava, and experiences the witnessing of “Akshara” or “Parabrahman” in the form of Light at the Kutastha. Later, when the mind dissolves in that Light, one attains Stillness at the abode of the Sahasrar. That is the “Parampad” [Supreme Substance; Supreme Abode] or the “Uttam Gati” [Highest Destination.] Thus, the only way to attain that Supreme Substance is yagya [yogic act]. Therefore, yagya or karma [yogic act] is needful work. In these two slokas, if one observes the subjects of the creation and functionality in the six sections of text starting from “annadbhavanti” [existence happening from food] to “samudbhavam” [emerging with] [the text of the above two slokas from the beginning of sloka 3:14 to the end of the first line of sloka 3:15], it can be seen that the direction of the first three sections of text is from causality to activity, and the direction of latter three sections of text is from activity to causality. The central junction point of these different stages is the fire-element residing in the Manipur. The intention of explaining it in this way is this: for as long as the sadhak does not go past the Manipur [in an upward direction], for that long will he/she have to fall to the activity in the lower direction because of the pull of the “vaishayik tamo” [world-directed tamas]. As soon as the sadhak goes past the Manipur [upwards], then immediately – due to the pull of “avaishayik tamo” [non-world-directed tamas] – the sadhak continues to move upwards in the direction of causality. The reason is this: on the bottom side of the Manipur, because the rajoguna [in that region] is of a greater amount, there is restlessness which causes the activities to go on taking place; and on the top side [of the Manipur], because the sattva guna [in that region] is of a greater amount, there is a lack of restlessness which cause the activities to cease and the root causality goes on being revealed. Comparing the greater or lesser proportions of rajas against the proportions of sattva, the second section of the field in the form of the body - “dharmashetra-kurukshetra” [see Chapter 1, sloka 1 of the Gita] - meaning: the path of sadhana – can also be divided into two sections [within this area]. This is because: from the Muladhar to the Manipur, the rajoguna – meaning: restleness (karma [action]) – is proportionately more, and that is why it is called “kurukshetra” (karmakshetra [field of activity]); and because sattva guna – meaning: the tranquil light (dharma [spirituality]) – is proportionately more from the Manipur to the Agya, this region is called “dharmakshetra” [field of spirituality]. That is why: because of the primacy of karma below the Manipur, there is the going on of activities, and because of the primacy of dharma above the Manipur, it is seen that the activities dissolve into the root causality."
16,"O Partha [Arjuna]! One who does not do “anuvartan” [reversal of direction/cycle] of the chakras as they are manifested here in this way is “aghayu” [of short lifespan], “indriyaram” [delights in the senses] and lives a meaningless/useless/failed life.","Now, these chakras that have manifested: first – Agya. Start Footnote. -- The Sahasrar is a field devoid of rajas [guna]. There is no activity in that place. There is only the Still Revelatory Light. At the start of creation – it is at the Agya that rajas first appears. That is why Agya is [mentioned as] the first [instead of second]. -- End Footnote.  second – Vishuddha, third – Anahata, fourth – Manipur, fifth – Svadhisthan and sixth – Muladhar – each of these have emerged from the one previous to it. Similarly, Consciousness has also come down, one by one, and at the very end, has taken on the garb of “bhoota” [living beings] upon coming to the Muladhar and coming out [to the external world]. In order for It to again reach/return to the True Substance, It has to take the very same road on which It came down – meaning: It has to first enter the Muladhar, go from there to the Svadhisthan, then from the Svadhisthan to the Manipur – in this way, It has to go to the Agya. This reversal of direction is called “anuvartan.” The one who does not do this “anuvartan,” that person is “aghayu” [of short lifespan] – meaning: that person's lifespan diminishes because of staying in the worldly experience with its torrents of restlessness. That person does not find rest and peace. That person is “indriyaram” [delights in the senses] – meaning: the impermanent delight that comes from sensory events – he/she experiences only that. Not having the Pristine Bliss of the Self, that person cannot become “Atma-Rama” [Delighter in the Self]. And that person is “moghaṃ jeevati” - meaning: carries on a meaningless/useless/failed life. This is because the worldly experience is impermanent. For this reason, whatever that person takes up, that very thing ends. Thus, after one [desired thing] ends, another one is taken up; after that ends, another one – in this way, that person has to run from one worldly experience to the ends of worldly experiences; he/she cannot find the Indestructible Bliss. Thus, that person stays in a contemptible life."
17,"But the person who is absorbed in the Self, and is satisfied in the Self alone, and finds contentment in only the Self – no “karya” [work/activity] remains for that person.","What is “karya” [work/activity]? When mind, together with the senses, goes to the worldly experiences – the kind of pranic flow that happens at that time – that is “karya” [work/activity]. And when mind leaves the worldly experience and goes towards the Self – the kind of pranic movement that flows at that time – this is “karma” [act]. The one who is “Atma-Rama” [Delighter in the Self] – meaning: the one who, being enraptured in the Knowledge of the Self, sees the entire creation as being filled with the Self, because of that person not having awareness of the worldly experience, he/she has no “karya” [work/activity]. And the word “tu” says that because that person has no awareness of differences, he/she has no need to do “anuvartan” [see sloka 3:16] of the chakras either.  — Begin Footnote. —  See Chapter 2, sloka 46. The “vijanata brahmin” [one who is based in Brahman, and master of gyana and vigyana] is the one who is “Atmarati” [absorbed in the Self], “Atmatṛpta” [satisfied in the Self] and “Atmani santuShTa” [content in the Self]. — End Footnote."
18,"That sadhak has no need of performing actions in this world; it also does not matter even if he/she does not do anything. In the earthly matters such as sound, touch etc. (even if that sadhak is in them) – that sadhak does not have to experience any types of consequences of sin or virtue [from being in sensory experiences].","The one who is “Atma-Rama” [Delighter in the Self] - that person has no need of karma [acting] or akarma [not acting] in this world. The sadhak does karma [act] in order to have “naishkarma” [state of non-doing]. And the “naishkarma” state is necessary to attain the destination of the Self. But for the Atma-Rama person, the entire creation is filled with the Self. Thus, for that being, karma and akarma are both one and the same. All is One. Because of Completeness, there is no lack; that sadhak has no need[s]. Even if that sadhak goes around in the five elements, he/she does not have to be wrapped up in good and bad fruits. This is because that sadhak's chitta [heart] has become completely pure in the Light of the Self and is filled with the Self, and because of this, that person is like properly churned butter in water, after the buttermilk has been churned out; even while being in the world, that sadhak never becomes blended with the world. It remains pure."
19,"For that reason (meaning: in order to become Atma-Rama), be unaddicted/unattached and continue doing “karya” [works] and “karma” [rites; acts], because by doing acts while being non-attached (“anaasakta”), the person attains the Supreme Thing.","The ultimate spiritual goal is to become Atma-Rama. In order to be Atma-Rama, the sadhak has to do “karya” [works] and “karma” [yogic acts] in an unattached way. — Begin Footnote. — In sloka 17 [of Chapter 3], “karya” and “karma” have been stated. “Karya” [work] is of the outer; “karma” [act] is of the inner. Karya is physical/material. Karma is subtle. The aim of karya is the worldly experience. The aim of karma is the Self. This is the difference. In the case of the sadhak, the body is properly cultivated via karya – like: sattvic diet, sattvic behavior, cleanliness of body and character etc. The cultivation of the chitta [heart; personal consciousness] is done via karma – like: detachment from the worldly experience, the love for the Self, etc. — End Footnote. — This is because non-attachment is the only way to get Release. It is by doing the non-attached karma [yogic act] that Liberation is attained. — Begin Footnote. —  It can come to the sadhak's mind that: if the teaching is about renouncing attachments/addictions, then why should there even be a desire to be Atma-Rama? That is also an attachment. The answer to this has been given by Srigurudev [God] through the mouth of Ashtavakra [a saint]: “muktimicchati chettAta viShayAn viShavattyaja; kshmArjavadyAtoShasataṃ peeyooShavadbhaja” (Ashtavakra Samhita, Chapter 1, sloka 2); meaning: “if you want Liberation my dear, then abandon “vishaya” [worldly experience] as you would shun “visha” [poison], and endeavor to have forgiveness, sincerity, mercy, contentment and truth.” When one discards the attachment of pravritti [being outer-directed] and desires to have nivritti [withdrawing from the outer], in the end [of this process] all attachment/desire ends and one attains Liberation. But if one is attached/desirous in the direction of pravritti, the attachments do not diminish. They actually grow. Sadhana is also like the principle of “kantakenaiva kantakaṃ” [getting rid of thorns with a thorn] – ending karma [actions and their fruits] through karma [spiritual act]. — End Footnote. —"
20,"Janaka [a saint-king who was the father of Sita, the pure wife of Lord Rama] and such beings attained perfection via karma [action] itself. You should perform action while keeping your sight on the gathering of the “lokas” [planes of existence; or: people].  -20-","The one who gives “janma” [birth] is the one who is “Janaka.” And the one who drives the plough of pranayam and such, digging into the field of the body, and eventually attains the fruit of the pure consciousness of Sita [wife of Lord Rama] – that person is also “Janaka” - meaning: the yogi in union. The meaning of “janakAdayah” [Janaka and such; see sloka 3:20 above] is: the sadhaks of the past – those who attained the pure consciousness – it is through karma [yogic act] that they attained perfection – meaning: establishment in Brahman. That is why karma [yogic act] is imperative. How is that karma to be performed? That is why Srigurudev [Sri Krishna] is saying that - “loka” - meaning: the gathering of everything in the seven planes from the Bhuloka [earth plane] to the Satyaloka [plane of Truth] – meaning: that by which the Bhuloka, located in the Muladhar, gathers itself and merges with Bhuvarloka at the Svadhisthan, then Bhuvah gathers itself and [merges with] Svarloka at the Manipur, Svah into Maharloka at the Anahata, Mahah into the Janaloka at the Vishuddha, Janah into the Tapoloka at the Agya, and Tapah into the Satyaloka at the Sahasrar – continuously going on merging in Layayoga [yoga of merging] in this way – it all ends at the One and Only True Brahman. One has to keep one's sight in that direction and do karma [yogic act] with great care. — Begin Footnote. —  Only by pranayam is the attention steadied enough to be able to “gather” the lokas [planes] in that way. (See the forthcoming sloka 25 [of Chapter 3].) The ways of keeping attention and performing Kriya – the first stages of that has to be learned from guru's teachings; later, through Kriyayoga, one gets to gradually know all, through one's own personal experience. — End Footnote."
21,"The kinds of behavior that a great one exhibits – the ordinary beings also follow their ways. Whatever is proved by that great one, the ordinary people take that up as the correct thing.","(It will not do at all to keep even a scintilla of desire in the mind/heart. One has to become completely unattached/unaddicted. If that is so, then how is it possible to bring the lokas [planes] together by keeping a steady attention and doing karma [yogic act] without engaging in any desire? The answer to the question that has risen through this type deduction is that which is being answered in this sloka.) That which takes birth – that is “jana” [being; person; see end of first line of sloka 3:21 above]. Thus, the senses and all of the vrittis [functionalities] of the senses are all “jana.” Among the janas, the highest in the hierarchy is the mind. Whatever the mind decides upon, or in whichever direction it goes, all of the vrittis of the senses do exactly that and go in that direction as well. — Begin Footnote. — Everyone knows that when mind goes to the worldly desires, in order to experience those worldly desires the senses immediately become energized. If fear, sorrow or such [negative] things come to the mind, the senses also become weakened. If mind remains absorbed in the contemplation of the Truth, the senses also remain in an unperturbed state. Moreover, the states of the mind are not the same every day. It can be observed that the thing that is perceived as very endearing and very satisfying today, and can be enjoyed by the senses, tomorrow that very same thing, because of a change in the mind, is no longer appealing to the senses. From this, it can be understood that all vrittis [functionalities] of the senses follow the mind. — End Footnote. — Therefore, if the mind can be taken up progressively from the Muladhar to the Sahasrar and then merged into the Self, then the vrittis from the lower levels will also withdraw, together with the elements, and along with the union of the mind with the Self, they too [the vrittis and the elements], by falling into the Substance of the Self, will become filled with the Self, or become filled with Brahman. This is a natural law. It happens automatically. No effort is necessary. The only effort to be made is that one must do prana-Kriya while being devoid of any attachment – only this."
22,O Partha [Arjuna]! In the three worlds I have nothing that is “kartavya” [that I must do]. There is nothing I should get nor anything I should not get. I am just in the action here; that is all.," “Bhuh,” “Bhuvah,” “Svah” [physical, subtle, causal – respectively] - these three words represent the whole universe. This Prakritic creation is actually from One Self; thus all of this is filled with the Self – One. For this reason, there is no “kartavya” [obligatory act], nothing to be attained or nothing not to attain. That action, by not doingwhich one causes harm to oneself – what to say, [by not doing which] one cannot even [physically] exist – that is “kartavya” [must do; obligatory act]. For example: if one does not give oblations [food] to “vaishvanara” [fire in the navel area] (in the stomach) every day, there can be no life; therefore that is an obligatory act for the human being. There are many such kinds of Prakritic [worldly] and “adhyatmic” [spiritual] obligatory acts, without doing which, one simply cannot exist. In regards to the Paramatman [Supreme Self], no such kinds of obligatory actions exist. It is not even possible for them to exist [in the case of the Supreme Self]. This is because: the universe that is “Atmavinirgataṃ” [existing within the Self], which exists only because the Self exists, whose existence does not make the Self be existent – how can there be obligatory actions for the Self in this kind of universe? The jiva's recourse/support is food; food's recourse/support is not the jiva. If one examines the aspect of recourse/support and the one who takes recourse/support, it can be seen that the recourse of the body is prana; the recourse of the prana is the mind; the recourse of the mind is jivatman [individual self]; and the recourse of the jivatma is Paramatman [Supreme Self] – it is He Who is the Supreme Person – Brahman-Consciousness/Spirit – “I”. This “I” that is the Supreme Self, the One Who is the recourse/home of all, for Whom no thing is a recourse – that “I” has no “kartavya” [obligatory acts]. And because there is no existence of things separate from the Supreme, there is nothing that is “aprapta” [something not to be had], nor there is any separate “praptavya” [something to be had] in the worldly things; there is no division of time such as past and future, etc. That Being is present only as an actor. In the flow of karma [actions], the jiva has the divisions of time such as past, future etc. The Supreme Self does not have this. This is because the jiva knows little, and therefore sees only the divisions of time. Because the Self is Omniscient and Omnipresent, it is in the present in every place and every way. — Begin Footnote. — It can be illustrated somewhat through this explanation. Like this: land, water, air, clouds – inside and outside all of these there is space. It is within this space that water is present in circuitous flows and in different forms. For example: the water from oceans, rivers and from other bodies of water goes underground, and wetting the nether areas of the Earth, comes up again in the form of springs/fountains. And again, becoming vapor and taking recourse in the sphere of air, the water takes the form of clouds up above, and then descends in the form of rain and returns to the land, oceans, rivers and such. This endless flow is going on and on, unceasingly. If one observes a drop of water, it can be seen that it is not still, but restless. When the drop of water comes from the river and become “present” in the ocean, then it is “past” in the river. When it leaves the ocean upon becoming vapor and becomes “present” in the air, then it has no existence in the ocean. It becomes “past” [in the ocean]. Finally, when it falls as rain and is “present” on land, then it is “past” in the sphere of air. Its [the droplet's] endless and unavoidable flow of rising and falling has the future ahead of it and the past behind it. When it is in the ocean, it is “past” for the land, rivers, mountains and such, and it is “future” for the way of air. But the drop of water is always “present” in space [because space is within all of the aforementioned states]. Just as the drop of water has no division of time when it is in endless space [because it is always there in space], and it has nothing to not attain nor anything to attain – in the same way, for the Supreme Self, there is no “kartavya” [something which must be done] or divisions of time. — End Footnote. — Upon arriving at the state of equipoise in samadhi and becoming transformed into the Pure “I” above the sheath of the universe, the sadhak sees that in the sheath of the universe, the obligatory actions, the things to be attained, the things not to be attained – all of these things after which he/she had been running because of the perception of lack – are nothing but delusion. It is because the sadhak is present in the actions as the Witness that all of the actions of the universe are being carried out. The sadhak is actually not doing anything at all. The sadhak was only tied up in the possession of one's own doership because of being in love with Maya due to being under the power of ignorance."
23,"O Partha [Arjuna]! If I become “atandrita” [disengage; unwearied] even once and not remain in action, then all of the “manushya” [people] would follow My way of reversal. ","Now, Srigurudev is showing the sadhak that by being “atandrita” [disengaged; unwearied] — Begin Footnote. — While continuously performing Kriya, if, at the time of coming upon samadhi, the mind takes up the worldly matters and stops acting – if that happens one does not become “ataindrita” [be unwearied; disengaged from the senses]. This is because keeping mind in the worldly experience is “tandra” [drowsiness; weariness]. Keeping the mind in the Self is “jagaran” [being awake]. It is only when Consciousness is taken up at the time of the ending of the mind that the state of “atandrita” [beyond weariness] and non-doing takes place. — End Footnote. —  – meaning: casting off the union with the worldly experience, being firm in intellect, and being separated from action, with all of the various aspects of the vrittis [functionalities] (“manushya” [people]) completely extinguished – the Endlessly Vast, Unmoving State of the Self – that State is attained. Then - “I am All, I am all, there is nothing that is not I” - this type of Awareness comes forth. — Start Footnote. — The reason for this happening is this: when there is the “I”-ness, like the currents becoming active in iron in the presence of a magnet, all of the elements, being under the cover of different sheaths and keeping their particularities distinct, become active in their unique and distinct ways. When the “I”-ness ends, all of the activities come to an end. (Understanding through imagining, or explaining through language, does not give any correct representation. Unless that state is attained, the true feeling of that is not known by the heart.) — End Footnote. —"
24,"If I do not perform action, then all of these “lokas” [people; or: planes of existence] would perish, and I would be the cause of everything mixing together, and I would be the cause of the destruction of all of these creatures.","Upon being “atandrita” [see sloka 3:23] and thereupon crossing past the karmic imperative - “pṛthveesheerNA jale magnA jalaṃ magnancha tejasi; leenaṃ vAyau tathA tejo vyomni vAto layaṃ yayau; avidyAyAṃ mahAkasho leeyate parame pade” - etc. — Begin Footnote. — This is from the Shiva Samhita, First Patala, sloka 83. [Translators' note: In current versions of the Shiva Samhita, this is sloka 78 of Chapter 1.] Its meaning: in Layayoga [the yoga of dissolution] the earth-element diminishes and merges with the water-element, and water merges into heat (fire). Similarly (in that same way), fire merges with air, air merges with “vyoma” [ether] (space), and Mahakash [the great space] merges with Avidya, and the Avidya merges with Param Pada [Supreme Thing] (Param Brahman). — End Footnote. —  [see footnote following this sloka 2:24 for translation] – in Layayoga [the yoga of dissolution], all of the elements diminish, and, with one merging into another [level by level], get to the uppermost stage. At that time, the union of the Prakritic substance and the Substance of the Self causes “sankara” [blending together] to happen. Things opposite to each other coming together in one place is that which is called “sankara.” When this type of “sankara” takes place, the creation-facing functionality of Prakriti comes to an end, and functionality becomes Brahman-directed, and “praja” [creature] (that which has been born) – meaning: all of those vrittis [functionalities] by which creation flourishes – those are destroyed. (When this state is attained, one knows quite well that the sadhak is the lord over Prakriti. It is then that the “swami” epithet happens to the sadhak."
25,O Bharat [Arjuna]! The unwise act while being attached to action. The wise person who intends to do “lokasangraha” [benefit people; or: gathering of planes of existence] should act without attachment.,"Those who are operated by mundane intelligence and only pursue their own sense-pleasures, yet, because of not taking recourse in the intelligence of spiritual enquiry, cannot know the true nature of those pleasures – those are the unwise. And those that take up the intelligence of spiritual enquiry, and through detachment leave behind the pleasures of the world and take care to attain the Bliss of the Self – those are the wise. The intense effort with which the unwise perform karma [ordinary acts; or: rites] in desirousness, like: “give me wealth,” “give me children,” “give me fame” etc. - the wise too must perform karma [spiritual act], with exactly the same kind of intense effort, but absolutely without attachment. Then the wise person can do “loka sangraha” [gathering of beings; gathering of planes] - meaning: by drawing up all of the vrittis from all of the locations such as Muladhar etc. through Layayoga [the yoga of merging], the sadhak will be able to attain settledness in True Brahman. — Begin Footnote. — In the way that the unwise perform karma [rites; acts] – being attached because of not knowing the true nature of pleasures due to the lack of a discerning intellect – in actuality only the worldly experience is worshipped using God's name in those acts. And in the results of those rites/acts, the gods of worldly enjoyments are attracted, and because of that happening, one has to be bound up in the worldly experience. The true happiness of the Self is not attained. — End Footnote. — "
