Verse Index{hide},Pranab Gita Translation,Pranab Gita Commentary
12,"The united person, having abandoned [the expectations of] the fruits of actions, attains Steady Peace. The non-united person, being desirous and attached to the outcome of the fruits of actions, falls into the bondage of karma.","[The kinds of states that are attained by the sadhak by following the methodology stated in the 10th sloka [of this Chapter 5] and by doing the types of practices/works addressed in the 11th sloka [of this Chapter 5] – that is being spoken about in four slokas – 12 through 15 [of this Chapter 5] – meaning: first being “yukta” [united], then “naisthiki-shanti-prapti” [the attainment of Steady Peace], then being “vashi” [controlled], then being “prabhu” [controller; lord], and then becoming “vibhu” [all-pervading] and thereby being “agyana” [state of Not-Knowledge] (meaning: being absolutely complete, because of which one is devoid of all associations).] Offering karma [acts] to Brahman, and then performing [spiritual] yoga with body, mind, intellect and “kevala indriyas” [see commentary to sloka 5:11], all of the fruits of karmas become sacrificed in God (offered to Brahman). Then the sadhak becomes “yukta” [enjoined] - meaning: the four vrittis [functionalities] of his/her antahkarana become completely inward-faced and unite with Kutastha. (This is the Kriya of the “field of mind” within the sadhak. See the commentary in Chapter 4, sloka 7.) At this time, the sadhak goes straight up to Kutastha. No relation remains to that which is below, and the sadhak does not get pulled in any way by the powers that are below. The Peace-filled Bliss that comes about when witnessing Spiritual Truth in this imperturbable state – that is “naishtiki-shanti” [Steady Peace]. This state of “naishtiki-shanti” is the Kriya of the intellectual field. Being purified in oneself in this state, it can be known and seen that if one is not able to be united – meaning: if one is not able to come to the Agya and become still – that Peace-filled state cannot be attained. This is because: in the non-united state (meaning: for as long as one is below the Agya – for that long), because one is drawn by desires rising from the rajoguna, one has to be bound due to attachment to the outcomes of karma [acts]; one loses the way; one cannot rise above."
13,"The embodied one, using the discerning intellect, casts off all karma [acts and their outcomes] and becomes “vashee” [controlled by the Self], and in the city of nine doors (in the body), abides in happiness, without doing anything and without causing anything to be done.","After the sadhak attains the state of “naishtiki-shanti,” he/she becomes a “samyami”-witness in an extremely subtle state of being (see Chapter 4, sloka 26). At this time, as the intelligence of the Self dawns, all karma is renounced – meaning: along with the destruction of activities of the mind's volition, all of the prana-Kriyas of the six chakras also fall off. Thus: two eyes, two nostrils, two ears, mouth, anus and the sex organ – all of the activities of these nine doors of the body stop and the relationship to the external worldly experience is completely finished off. Then the sadhak becomes “vashee” [controlled by the Self]. (This is the Kriya of the “I”-field.) At this time, because of the extinguishing of the two vrittis of volition and certainty, even while residing in the body, the sadhak has no activities remaining at all. There is only the abidance in happiness – meaning: abidance in the Revelatory Light in the Beautiful Space, in the Bliss of the Self. [This is the state of “vijitatma” [victorious over oneself; in the commentary to 5:7, the words “victorious over the body” is used] as stated in sloka 7 [of this Chapter 5].]5 Although there is no activity in the state of being “vashee,” the power of activity and the full knowledge of “I” or the knowledge “ahang” [or: ahaṃ] remains."
14,"“Prabhu” [Lord] (“Ishvara” [God]) does not create the doership of the planes, does not create the actions, and does not create the connection of the fruits of actions either. All of this is carried out through [the Self's] “Svabhava” [Nature]. ","After being “vashee” [see sloka 5:13], the sadhak rises up to the field of the chitta and becomes “prabhu” [lord] (truly still). At that time, only the vritti of contemplation is present, and because the sadhak is without ego, he/she becomes all-knowing! Among the 24 substances of Prakriti, this is the state of Supreme Primacy for Consciousness/Spirit; that is why He is “prabhu” (“Ishvara” [God])! At this time, the sadhak sees oneself and realizes that the sadhak is no longer under the power of Prakriti. Prakriti Herself is under the power of the sadhak. It is by taking recourse in the Self that Prakriti is playing Her Sport. All of the doership, actions, and the connection to the fruits of actions that take place in the fourteen planes — Begin Footnote. — The seven chakras from the Muladhar to the Sahasrar are indeed the seven heavens. And the tips of the big toes, the two ankles, the insteps [alternate translation: the shin area], the knees, the thighs and the pelvis are the seven patalas [underworlds]. The active properties of these can be known through the sadhana as instructed by guru.] — End Footnote. — such as “Satya[loka]” and such – the Self does not do them. It is simply the Witness. Prakriti is actually taking recourse in the Self and doing all of those things. This Prakriti is the Self's “Svabhava” – meaning: the Self's Own Nature or State. This “Svabhava” is of two types: free and controlled. For as long as the Consciousness-Spirit does not cross the field of “I,” for that long is that Svabhava free. Consciousness is controlled in Her Womb. It is in this state that Prakriti is the Mother; the jiva is the offspring. When that Consciousness-Truth is in the state of Ishvara [God], at that time the Svabhava is controlled; Consciousness is Lord over Her. It is in this state that Prakriti is the “Ramani” [Lover; Delighter] and Ishvara is “Swami” [Husband/Beloved; Lord]. When one can rise up to the “prabhu” state through the power of sadhana, the truth of the statement “janani ramani, ramani janani” [mother is the lover/delighter, lover/delighter is the mother] can be known. All powers of activities dissolve in the state of “prabhu.” Only the state “I am indeed 'I'” remains. Nothing else at all remains. This is the state of “jitendriya” [victorious over the senses] that is stated in the seventh sloka [of this Chapter 5]. "
15,"“Vibhu” [the all-pervading] does not take the sin of anyone, and does not take the virtue of anyone either. “gyana” is covered by “agyana.” It is for that reason that all living beings are in delusion.","After the state of “prabhu,” the sadhak becomes “vibhu” [all-pervading] – meaning: having become universe-pervading, one becomes endowed with the totality of Consciousness. This is verily the “state beyond all gunas” - the State of Shiva. This is indeed the “all phenomena/beings being within one's Self” stated in the 7th sloka [of this Chapter 5]. This is still a “state.” That is because: although at this time the Consciousness-Truth has gone beyond the chitta or the Mahattattva, because one is still in the place where Avyakta and chitta are, a little bit of contact with error remains. At this time, sin and virtue – meaning: pravritti and nivritti [respectively] – all run out. There is nothing to take [or: take up]. This is because: as Consciousness leaves the Maya-enjoying state to the state of being beyond Maya, all Mayic and Prakritic activities dissolve. This “vibhu” state also dissolves very quickly. Then all states end. That is a state with no state. It is up to this point of the “vibhu” state that Knowledge remains. It cannot go beyond this. With all states being extinguished, Knowledge is also extinguished. When that “agyana” [Not-Knowledge] state comes about, the “janmavah” - meaning: all of the functionalities of the sense organs under the powers of creation, preservation and destruction become “deluded” - meaning: they become inactive, and cease into inertness. — Begin Footnote. — This “agyana” [non-Knowledge] state that happens – in this, all of these vrittis [functionalities] become inactive and inert, [but] they do not dissolve. This is because the body remains. Unless the body is cast off, there is no dissolution of the universe – meaning: all of the vrittis. This state of “agyana” for sure happens as the final stage of sadhana, [but] it [also] happens to all jivas at death. Just as: when asampragyata samadhi breaks and the sadhak comes down to the worldly experience and thereby all of the vrittis become active – in the same way, after death, when the jiva takes on a new body, all of the vrittis of the previous life manifest one after another. The difference between the “agyana” [ignorance] of death and the “agyana” [Not-Knowledge] of samadhi is this: the body is left behind at death; during samadhi, the body does not die. At death, the jiva remains under the control of Prakriti. In samadhi, one becomes free. At death, the non-sadhak and the fallen yogi-sadhak rely on “knowingness.” In samadhi, there is no reliance on anything. One becomes free of reliance and attains Nirvana-Emancipation.  — End Footnote. —"
16,"But, for those for whom that agyana [see sloka 5:15] is destroyed through the Knowledge of the Self, that Knowledge of the Self shines forth like the sun being revealed (revealing oneself and revealing others), and thus reveals the Supreme Truth.","After that all-extinguishing state (samadhi) breaks and one comes down to the state of “prabhu” [see sloka 5:15] – the Knowledge of the Self that manifests at that time – that is brilliantly luminous like the sun. In that, knowledge and that which is to be known, and every atom and particle of the universe in the form of this body are directly known. The past and the future are revealed as if they are in the present. — Begin Footnote. — In the 6th sloka, by saying “sannyas does not happen without yoga,” the Lord showed that only after becoming yoga-united can one quickly go beyond all substances and attain Brahman. And, because the body has not yet expelled its very last breath – when, for natural reasons, the sadhak comes down to the realm of substances, then the sadhak becomes “tattvavit” [knower of truths] (in sloka 8). [At this time] the fives states – being yoga-united, purified in oneself, victorious over oneself, victorious over the senses, and seeing all phenomena/beings within the Self – come together in the sadhak all at the same time. But at the time of ascending in sadhana, these five states manifest separately and one after the other. After explaining the fruits of yoga in a simple way in slokas 6 and 7, in order to explain to Arjuna (to the sadhak) all of those [matters] in a more explicit way, the Lord spoke about the methodology and the types of the steps of ascension in slokas 10 and 11. And in slokas 12 to 15, He described those [aforementioned] five states separately. Thus, the “tattvavit” [knower of Truth] state of sloka 8 is the same as the state described in this sloka 16. It is in this state that the sadhak is Ishvara [God]! However, the difference between the sadhak's “god-ness” and the Lord of the universe's “God-ness” is this: the sadhak is the god of this microcosm; the Lord of the Universe is the God of the macrocosm. The five-element-created external universe does not get resolved with the attainment of union with the Supreme by the sadhak; that [universe] remains within the existence of the five elements. But when the resolution is done by the Lord of the Universe, everything is resolved. — End Footnote. —"
17,"Those who keep their intellect in that sun-like Knowledge, who keep their chittas in that, those who are fully established in that, and those for whom that is the ultimate way – because their evils have been completely washed clean by that Knowledge, they attain the destination of no return. ","[Those who do sadhana in the previously mentioned ways – what their final attainment is – that is what is being spoken about in this sloka.] During the practice of sadhana, the state that is there after asampragyata samadhi breaks – that is verily the state of being “jivanmukta” [Liberated while still living in the body] (enveloped in Awareness). At that time not a bit of “kashmal” [see Chapter 2, sloka 2] remains. At that time, everything is Knowledge/Awareness or Brahman. The intellect is Brahman; the chitta is Brahman; settledness is Brahman; going is Brahman. Thus, the sadhak is “jivanmukta.” For this reason, as soon as the body is discarded [as soon as physical death happens], one attains “videhamukti” [Emancipation after death], or the destination of no return."
18,"Those one's with gyana and with wisdom that is developed see the same [Reality] in a brahmin, a cow, an elephant, in a dog, and even in an outcaste. (They see the One Brahman equally in everyone.)","[Those who attain the destination of no return upon having attained the state of Knowledge – how they go about while living in samsara – that is what is being spoken about in this and the next sloka [4:18-19].] Those for whom the sun-like Knowledge is revealed – because they have the vision of “Brahman everywhere” established in them, they no longer see separation; they no longer have the perception of good and bad; the tension of purity and impurity is no longer there; all becomes One Brahman. The same Brahman that is a brahmin – that same Brahman is also a cow, an elephant, dog and even an outcaste. In their [the gyanis'] eyes, the Truth that “all is Brahman” is directly seen by them."
19,"Those pandits [wise ones] who see equally in all, those whose minds are established in equanimity – they conquer samsara even in the conditions of being a living being. They are residing in Brahman Itself, as the State of Equipoise without “dosha” [wrongness; error[s]] is verily Brahman.","When prana becomes still, the mind also becomes still. That is when “sama” [oneness] happens. When the sadhak stays in that “sama,” then that abidance is called “samadhi.” The “nirdosha” [no wrongness; error-free] state of this “sama-ness” is indeed Brahman. In the scriptures, attraction, repulsion, delusion [etc.] are called “dosha” [wrongness/error[s]]. The matters of sound, touch and such are the matters of those “doshas” as well. This is because the worldly experience itself is “dosha.” When the sadhak stills the mind and goes to take samadhi, if at that time the sadhak is not drawn by “vikarma” [that which brings one back to the worldly experience], then the sadhak's mind extinguishes in Consciousness. This extinguishing is indeed – this oneness is indeed “nirdosha” [no wrongness; error-free]. But, if at that time “vikarma” can come and attack the sadhak, then some kind of worldly matter of sound and touch and such awakens in the mind of the sadhak. At that time, the extinguishing happens while having attention on that worldly experience. Then that “samadhi” (being established in “sama”), instead of being “nirdosha,” is “sadosha” [with wrongness/error[s]]. This “sadosha” samadhi is not of Brahman. Those who are spiritual seers – their samadhi is “nirdosha.” Thus, they are established in Brahman – meaning: they have attained Brahman-ness. Even if they come down to experience the world because of the influence of prarabdha, they do not see the experiences of the world as separate from Brahman. For them, everything is verily Brahman. This is why they are “sargajit” [victorious over creation] even in the conditions of being a living being. The body of the jiva is indeed “sarga” [creation]. For as long as the jiva is alive, for that long, because of the vanity of the body being there at that time, does the jiva become overcome by the body-oriented pleasures and pains due to the contact with the worldly experience and the sense-organs. But after leaving the body at death, the jiva no longer has that vanity and does not experience the pleasures and pains. Then the jiva's attachment to the body ceases. Just like that, those who become endowed with the state of gyana, because their body-vanity has completely gone away and as they are abiding in Brahman-ness, no aberrations such as pleasure and pain arise in their minds even with the contact of the worldly experience and the sense-organs. Even in the state of being alive, they unperturbedly remain in the Bliss of Brahman. That is why they are “victorious over creation.”"
20,"The one who is the knower of Brahman – that one is of steady intellect, free of delusion, [and] remains verily in Brahman. For this reason, that person does not become joyous upon receiving a dear thing, nor does he/she become upset by having something unpleasant happen.","[The one who abides in Brahman-ness – what are the signs of that person – that is what is being spoken about in this sloka.] Ordinary people, and those who have not become perfected through sadhana – all of the things that those people feel as beneficent or maleficent – the knower of Brahman does not become joyous or sorrowful when those things come about at the time of “prarabdhabhoga” [fulfillment of prarabdha karma]. — Begin Footnote. — All that has to be done while living in the world – going on doing that without any agenda is called “prarabdhabhoga” [the fulfillment of prarabdha karma]. — End Footnote. — That sadhak's intellect remains in Brahman, unmoving and unshakeable. Thus, that sadhak is free of delusion. That being is “agAdha buddhirakshuddhah” [with intellect in fathomless serenity]. "
21,"The person whose heart is not addicted to the external worldly experience only enjoys whatever happiness comes from the Self. After that, that person becomes one with Brahman and enjoys Unending Happiness.","[In order to instruct the sadhak about the reason for a knower of Brahman to be of steady intellect and be free of delusion, it is being stated in this sloka that the person devoid of addiction to the worldly experience becomes one who is at peace, and attains Unending Happiness.] After the body and mind become purified through the Kriyas of pranayam and such, the mind leaves the external worldly experiences of sound and touch and such and enters within. Then the eyes do not want to look [outside] any more. The mind does not feel like going to anything outside. The addiction [to external things] also does not remain. This state is had with just a little sadhana. At this time, upon looking at the happenings at Kutastha, the mind, life-force, senses – all become enraptured in Bliss. This is that which is called “the enjoyment of happiness from the Bliss of the Self.” The one who has known this happiness, only that person knows. — Begin Footnote. — “hantAtmagyasya dheerasya khelato bhogaleelaya na hi saṃsAravAheekairmoodhaih saha samAnata yat padaṃ prepsavo deenAh shakrAdyAh sarvadevatAh aho tattra sthito yogee na harShamupagacchati” ashtAvakra saṃhitA (4:1-2) [“Oh, the wise and settled knower of the Self, playing the sport of enjoyments, has no similarity whatsoever to the deluded beasts of samsara Oh [or: truly], the yogi does not feel elated even when abiding in the state hankered after disconsolately by the gods from Indra onwards” Ashtavakra Samhita [a spiritual treatise] – Chapter 4, slokas 1-2] — End Footnote. — That is not something to be explained by language. After this state, the process stated in sloka 25 of Chapter 4 [of the Gita] begins – meaning: the sadhak offers oneself in the Fire of Brahman and attains Brahman-samadhi. The current that goes on flowing in the chitta after enjoying this samadhi – that is known as “Brahmananda” [the Bliss of Brahman]. Whoever experiences this Bliss of Brahman just once, that person's mind/heart no longer is attracted to the worldly experience; that person just stays intoxicated in that Bliss [of Brahman]. And that never ends. Thus, that person enjoys Unending Happiness. It is for this reason that the knower of Brahman does not become deluded by the dear and not-dear experiences of the world. Therefore, dear sadhak! You too withdraw all of your senses from the external worldly experience. This hint is being given."
22,"All of the enjoyments/partakings of the worldly experience that have emerged from the contact with the senses – they are all causes of sorrow/pain, and have beginnings and ends ([are] impermanent). O Kaunteya [son of Kunti; Arjuna]! That is why the discriminating person does not become addicted to all such enjoyments/partakings.","Sound, touch, sight, taste, smell – these five matters of the worldly experience – all of these are experienced by eyes, ears, nose, tongue, skin – these five sense-organs. Each of the senses have a limit in regards to the capacity of how much of the enjoyment of the worldly experience they can have. As soon as that limit is crossed, then there is no pleasure from that [experience] any more; pain comes forth. It is like: when the mouth has had enough of eating “sandesh” [a sweetmeat], one cannot eat any more “sandesh”; indigestion happens; headache ensues; one suffers. That is how it goes. In creation, this is a fixed process! That is why it is being said that the pleasures from the enjoyment of worldly experiences are by nature of short duration and, in the end, bring about pain. And more, when one is addicted to the enjoyment of worldly experiences, the spiritual strength of the mind (to rise in the direction of the Self) becomes powerless – meaning: the power by which the Supreme Self can be experienced, that power diminishes; the inner sky becomes covered. But the happiness that comes forth within after disengaging from the enjoyments of external worldly experiences – that has no end. Even if that happiness is enjoyed for infinity, no aberration happens to that. It is for this reason that the discriminating person does not become addicted to the pleasures of the worldly experience."
