Verse Index{hide},Pranab Gita Translation,Pranab Gita Commentary
11,"[The Lord said:] You [Arjuna] are grieving over things which are not to be grieved over, and at the same time, you are also speaking like a knowledgeable person. But knowledgeable people do not grieve over anyone at all – whether alive or dead.","Those who abide in the “paravastha” of Kriya [“paravastha” = poise after Kriya; or the “post-Kriya state”], they do not see restlessness/movement or stillness (“alive or dead”) - nothing at all. You [Arjuna] are not abiding in that Settledness, yet you are speaking about that abidance. But everything [you are experiencing now] is in a restless and unsettled state.
 
In the daily practice of Kriya, one must not get up and leave the asana [seat and seated posture] right after finishing Kriya; instead, one has to sit for a while in a settled posture and focus on Kutastha with a one-pointed mind. No other kind of Kriya should be done [at this time]. At that time, due to “accumulation” from the practice of Kriya, the mind forgets about the external things and sees and hears supernatural happenings in the inner world[s]. For as long as this state remains – for that long is the “paravastha” of Kriya. During the time-span of the experience of this state, the sadhak goes on gaining Knowledge/Wisdom. For this reason, he/she becomes like a “pandit” [knowledgeable person]. When Perfection is attained in sadhana, this state becomes permanent; it never breaks again. Then there is nothing over which to grieve. Directly realizing the matters of phenomena, such as creation-sustenance-destruction etc., the sadhak then attains the Bliss-filled, “no-grief” state. But for as long as Perfection is not attained, because of which the Universal Form is not seen – for that long, during the waking state, that state of being a “pandit” comes up to the mind only as a shadow [of the real state]. The real “no-grief” state does not come. Yes, one may speak like a pandit, but the weakness of the heart does not go away. It is that very condition – being experienced here by Arjuna – that is being pointed out in this sloka."
12,That there was a time when I was not – that is not how it is; that you were not – that is also not how it is. That these kings were not – that is not how it is. That we will not continue after this – that is also not how it is.,"“I” = the “Self-ness,” or Paramatman [Supreme Self]; “you” = the “jiva-ness”; “janAdheepa” [rulers of people] - “jana” [people] = the aggregate of the vrittis of the antahkarana [inner operators]; “adheepa” = those among [the aforementioned vrittis] that are primary. This conscious body that has come about with the combination of the “Self-ness” and the “jiva-ness” - these jiva-ness and Self-ness were there before this body's coming into existence; the inner vrittis were also there. If they were not there, they would not have come together/combined now. The reason is this: the past and present are bound by the bindings of karma. If the bindings are not undone, this combination [“Self-ness”, “jiva-ness” etc.] will continue later as well – meaning: again there will be “I”, “you”, “these people”  - all of this [will happen again].
 
In the wheel of Time, as the dharma of the particular “yugas” [epochs] appears in the progression of the “manvantara” [the age of “Manu” and the span of time containing the four yugas], the deliverance of sages, the destruction of evil-doers and the establishment of dharma becomes necessary because of the law of regulation/balance. And whenever there is the decline of dharma and the flourishing of adharma [unrighteousness; ungodliness], it is then, due to the law of regulation/balance, a Deific Form appears in order to fulfill that longing for deliverance, appropriate to the time and place. That Deific Form is known by names such as “Rama,” “Shyam” [Sri Krishna], “Buddha,” “Kalki,” “Jesus,” “Muhammad,” “Chaitanya” etc. How many times and in how many forms that “Rama,” “Shyam” etc. have come – there is no way of keeping track of such. It is impossible to limit the Infinite. If the operative aspects of [personal and phenomenal] nature and character are carefully examined, it is seen that character and nature take turns [in doing the same activities] – meaning: revolves (round and round) [repeats again and again] – according to the progression [of the times], and they produce the same kinds of operative conditions [in every round]. Thus, “the decline of dharma and the flourishing of adharma” is an expected operative condition. When this operative condition appears, then, in order to produce the [righteous] condition that is appropriate for the time, the Deific Form, which is associated with “Self-ness,” appears. As long as there has been, is and will be a world, for so long has there been, is, and will be the incarnation of this Deific Form.
"
13,"The kinds of mutations of conditions – such as childhood, youth, old age – that are there for this (physical) body of the jiva – it is the same after the end of the body. Therefore, a person who is “dheera” [steady and composed] does not get deluded by that.","Like the way different kinds of conditions come about one after the other for this [physical] body (yet no change happens to the embodied one; one stays as one is) – in the same way, the different kinds of bodies that one receives after death according to the state of consciousness at the time of death – such as demi-god, human, mammal, bird etc. - those different kinds of bodies that are received are also the same thing (the change is only in the condition and appearance; the jiva's “jiva-ness” does not go away; that remains just as it is. In this, [the person who is] “dheera” — Begin Footnote. — “VikArahetau sati vikriyante yeShAṃ na chaitAṃsi ta eva dheerAh” - meaning: the one who does not vary his/her state [get disturbed] even when a cause for the varying of the state [cause for disturbance] is present – that is the one who is called “dheera” [steady and composed]. — End Footnote. — (“dhee” = intellect; the “ra” substance [or: the linguistic root “ra”] = to hold – meaning: one who attains settledness in the field of the intellect – that particular person) does not become deluded. Applying the “vritti of certainty,” that person ascertains Sat and asat, and takes his/her place in Sat alone. That person does not fall into the delusion of asat."
"14,15","O Kaunteya [son of Kunti, or Arjuna]! All “matrasparsha” [contacts with the elements] (meaning: all of the worldly experiences conjoined with the vrittis [active components] of the senses) produce [experiences of] cold, heat, pleasure, pain [etc.]; those all come and go (endowed with “rising up and ending”); therefore they are impermanent. O Bharat [in this case: Arjuna]! Endure all such things. O “Purusharshabha” [man amongst men]! The steady and composed person who sees all of these (“matrasparsha”) - along with pleasure and pain – as the same, and who is not pained by them – it is that person who is fit to receive Immortality (Liberation).","The eleven vrittis [active components] of the senses, including the mind, are called “matra.” The bumping together of these with the objects of phenomena is called “matrasparsha” [contact with “matra”]. From that bumping together, [the experiences of] cold, heat, pleasure, pain [etc.] arise. And because those [experiences] are “endowed with 'rising up and ending,'” they are impermanent. For this reason, one has to endure those [experiences] through “titiksha” [practice of endurance] – meaning: one has to be “duhkheShu anudvignamanAh sukheShu vigataspṛha” [unperturbed in suffering [and] detached in happiness] and tolerate them. During the time of going up the brahmanadi within the sushumna, while continuously doing “mamanusmaran” [meditating on the Self] chakra by chakra, many types of deluding/entrancing happenings come forth trying to attract one into partaking in different aspects of the sound-touch-sight-taste-smell experiences. If one becomes enchanted/deluded by them and the mind contacts them, then one becomes bound by them. But “bhoga” [enjoyment/partaking] does not remain forever; in due time, they finish. The thing that remains is the samskara-bondage [left over from those bhoga experiences]. By not giving a single glance to any of those worldly experiences, making the mind focused, pointing one's steady attention as fine as a needle towards the bindu in Kutastha and becoming ecstatically absorbed in that – one can have Immortality.  "
16,Asat [the untrue] does not exist; the existence of Sat [Truth] also cannot be denied. The “tattva-darshis” [wise seers] have seen into the farthest depths of both of these.,"“Tattva” = the essence of “vastu” [substances]. “Vastu” are of two types – Sat [True] and asat [untrue]. Sat = Atman [Self]; asat = everything except that Atman/Self – meaning: the substances from the 24 divisions of the sectionalized Prakriti are also known as “avastu” [non-substances]. Perception is of two types, “anuloma” [in a natural direction – typically analogous with hair] and “viloma” [in the opposite of a natural direction – typically analogous with hair]. Looking from the root to the tip [of the hair [analogously] – meaning: outward] is “viloma” perception. This is “creation-orientation.” Looking from the tip to the root [of the hair [analogously] – meaning: inward] is “anuloma” perception. This is “Liberation-orientation.” Because one's perception is towards the tip in creation-orientation, it [perception] gets covered all over by the darkness of ignorance due to the turmoil of the many waves of worldly experiences. The True Form of the Self is not seen. When one is in Liberation-orientation and acting from that, the search for the “cause” is continuous, and perception becomes locked in the “root” alone. That is why, through the Light of Knowledge, the witnessing of the True Form of the Self goes on happening. Then both of the “panchikrita” [quintuplicated; created by “the five”] and the “apanchikrita” [non-quintuplicated; uncreated by “the five” - such as: mind] versions of the five primal elements change from the physical to the very subtle state, and one comes to know the following transformations: how earth merges into water, water into fire, fire into air, air into space/ether, space/ether into the tanmatras [the source of the senses] etc. After the perception of a separate existence of all of these is ended, only “karan” [cause] remains. This can be seen. Within that “karan” is the “Beeja” [Seed]. That [Seed] has no cause. It has no kind of erosion, expansion or change. This Seed is, verily, Sat [Truth]. Those who are “tattva-darshis” [seers] from the perception of Liberation-orientation – they know the final truth of both Sat and asat – meaning: they know that asat has no separate existence of its own. Existence is only Sat's."
17,The One Who pervades this entire creation – know Him to be the Indestructible. No one can destroy this “Avyaya” [Inexhaustible].,"Just as a claypot is nothing but clay made up of the atoms and particles [of clay] and nothing else; if one breaks the pot, the clay remains just as clay – the Self and this universe are the same. Whether the universe is broken down or built up, the Self remains as It is. This universe is Atman-filled [Self-filled]. Therefore, there is no place which is without the Self. Just as: ice, liquid, steam are three forms of water and have three names; the substance remains the same as it is; there is only the difference in the states and their names – in the same way, jiva, Maya, Brahman are the states of the same Atman [Self] with different names. That is why the Self is “Avyaya” - meaning: cannot be spent. Thus, when Someone is this kind of Indestructible, how can That One be destroyed?"
18,"It is said that all of these bodies - belonging to the Indestructible, Immeasurable and Eternal Self – are called “anitya” [impermanent; temporal] (endowed with “end”/destructible). Therefore, O Bharat [Arjuna]! Fight.","After speaking about the subject of the macrocosm in the previous two slokas, now the subject of the body and the embodied – meaning: the microcosm – is being specifically addressed. If one wants to discuss the relationship between these two cosmos [micro and macro], it can be said thusly: as the force of wind goes across a mass of water, innumerable waves-foam-bubbles appear (the water that is only the physical form of that air and nothing else), and then after a few moments (with the wind subsiding) they disappear; the water portion goes to the water and the air portion goes to the air; the illusory vision of the rising wave is no longer there; without disturbance, things remain steady – just like that, in the macrocosm, each body appears because of the conjunction with Consciousness/Spirit, and later (with the disjunction from Consciousness/Spirit) is destroyed. The “embodied” - meaning: Consciousness/Spirit – is Eternal, Indestructible (Infinite) and without attributes; and this body, because it is a permutation of Maya, is “endowed with change” (“antavanta” [having an end] [see sloka above for the word]) and impermanent. This is a firm assertion (declared). Therefore, instead of giving into undue affection and attachment to this body, fight – meaning: engage yourself in Layayoga [the yoga of merging/dissolving] in the sadhana-battle."
19,"The one who thinks that this Self can be killed, and the one who thinks that this [Atman/Self] is dead – both of them are not aware of the truth, because this Self does not kill anyone, nor does It die by anyone's doing.","Dear sadhak – you go above and see. The Self is Total/Complete, and One Self is Itself the world/creation. Because there is no “two,” killer and killed – this simply is not possible at all. As long as one is in the worldly experience, for that long is the vision covered by ignorance. Greater vision or the vision of the subtle does not happen [in that state]. Thus, in that veiled vision, the feelings of “killer and killed” spring up. But, in Layayoga [the yoga of merging/dissolving], the distortion disappears immediately after crossing past the worldly experience. Ignorance is annihilated. The vision/perception becomes clear, and one sees the True Form of the All-pervading, Inexhaustible, Indestructible Self."
20,"This Self does not ever take birth, nor does It ever die; having been, never will it not be. It is “Aja” [Unborn/Primal], “Nitya” [Eternal], “Shashvata” [Imperishable] and “Purana” [Ancient/Ageless]. It does not die with the death of the body.","“Aja” [Unborn/Primal]  = That which never takes birth, nor does It die. “Nitya” [Eternal] = That which always Is. “Shashvata” [Imperishable] = Indestructible. “Purana” [Ancient/Ageless] = the One Who existed before creation and exists even after destruction [of phenomena]. Because the Self is of this Character/Nature, even when the body is killed, It does not die. The body/bodies is/are called “kosha[s]” [sheath[s]]. There are five koshas: “annamaya” [food-filled], “pranamaya” [prana-filled], “manomaya” [mind-filled], “vijnanamaya” [filled with subtle knowing] and “anandamaya” [bliss-filled]. The first two make up the physical body; the second two make up the subtle body; and the last one is the causal body. In Layayoga [the yoga of merging/dissolving], when one [kosha] is destroyed, it changes/merges into another [kosha subsequently higher]. In the end, there is the “total merging/dissolving” in the True Substance. Like it is said: “jaler bimba, jale uday, lay hoye se mishay jale” [a slight variation on a line of poetry by the Bengali mystic poet Ramprasad – meaning: the water's bubble rises from water, after “laya” [dissolution] it merges back into water]."
21,"O Partha [Arjuna]! The person who knows this Self to be without birth, without destruction, Eternal and Indestructible – in what way can that person cause to get someone killed, and whom? And how and whom does that person kill?","The one (upon the performance of special Kriya) who goes above and knows (experiences directly) the Self to be Indestructible, Eternal, Ageless and Inexhaustible (devoid of diminution), that one attains “Purush” [[Supreme] Person] - meaning: that [sadhak] attains the “avyaktAt para” [the Supreme Inexpressible] – that Supreme Destiny. In Him (since everything becomes One), no reason remains to cause anyone to kill anyone. So, who does what? Just by being a jiva, the jiva is Prakriti. But just upon crossing beyond the world-experience, one casts off one's “Prakriti-ness” and becomes “Purush” or Shiva. The activities of Prakriti do not touch Purush."
22,"Just as people throw away all old and worn-out clothes and take on all new clothes to wear – in the same way, all of the old and worn-out bodies are cast off and one takes on different bodies.","The “death” that is seen in the world/samsara – that is just like the taking off of old clothes and the putting on of new clothes; it is only a change of covering. The jiva leaves the old, non-functioning body and takes on another, new body. "
"23,24","None of the weapons can cut this Self; fire cannot burn it; water cannot wet It; even air cannot dry It. It is uncuttable; It is nonflammable, non-wettable, and cannot be dried. It is Eternal, All-pervading, Stable (Still in Its nature), Unmoving (always the Same) and Primeval (without beginning). ","All of the phenomena that have come forth from the mutations of Maya cannot exercise any power on/over the Immutable. Weapons of all kinds, fire, water, air – all of these are Prakriti, as well as the distortions of Prakriti and its mutations. Therefore, the Self cannot be cut by weapons, burned by fire, wetted by water, or dried by air. For this reason the Self is uncuttable, nonflammable, non-wettable, and cannot be dried. It is Eternal, All-pervading, unshakeable and immovable like a tree cut to its stump, and is without beginning."
25,"It is said that this Self is Inexpressible, Unthinkable, and Immutable. Therefore, knowing that the Self is like this, it is not appropriate for you [Arjuna] to grieve like this.","In the 23rd sloka [of this Chapter 2], it has been stated that the Self is unaffected by earth, water, fire and air. And now, in this sloka [25 of Chapter 2] it is being said that even space cannot touch the Self, because It is “Avyakta” [Inexpressible; Unspeakable] – meaning: because of being extremely Subtle, it cannot be revealed even through sound [the sense aspect associated with the element of space]. The antahkarana [inner operators of personal consciousness] cannot grasp It because It is “Achintya” [Unthinkable] – meaning: It is not even able to be contemplated. The Self is “Avikarya” [Immutable] – meaning: beyond Maya (all mutations that there are – those happen in Maya alone; they do not happen in the Self; it is like trying to spray ink on space). You yourself have the practical experience of these states – meaning: having gone above the Kutastha [alternate translation: having gone to the top of Kutastha], you have known this through your own awareness and have spoken about it (“uchyate” [declared]). Therefore, knowing the Self in this way, it is not fitting for you to grieve like this."
"26,27","And even if you take It [Atman/Self] to be always being born and always dying, then O Mahabaho! [mighty-armed; Arjuna]! - even then you cannot grieve of the Self. This is because: one who has been born – it is certain that that person will die. Therefore, it is not appropriate for you to grieve over these inevitable matters.","Even if you let go of your sadhana-acquired Knowledge of the Eternity of the Self, and take up the samsaric practice of thinking that It (Atman/Self) is always born and always dies – even then, it is not right for you to grieve. This is because: being born means that one has to die, and again, if one dies, then one has to be born. This is the absolutely pure truth. What are “birth” and “death”? Taking on the covering of name and form by Consciousness is “birth”; being without that covering is “Liberation.” And, not being careful at the time of extinguishing one's last breath, and thereby causing a change in the “covering,” is called “death.” That very covering is the body. That [body] is of three types: physical, subtle and causal. The physical body: is built by the quintuplicated [separated] five primal elements, made to contain/store bhoga [worldly partaking], and endowed with the six mutations [physical constituents] – meaning: it is the body made of bones, flesh etc. The subtle body: is built by the non-quintuplicated [unseparated] five primal elements, made for the contemplation of bhoga [desiring, rejecting] and is conjoined to the “saptadasha kalaas” [seventeen functionalities]. (Five organs of perception, five organs of action, five pranas, mind and intellect – these seventeen are called “saptadasha kalaas.”) Even though the physical body lies unmoving in bed during the time of sleep, the body that carries on the activities of dreams – that is what is known as the “subtle body.” And the causal body is nothing but the Avidya [Primal Ignorance] form causing these two [aforementioned] bodies, or the “seed.” Just before death, the jiva becomes devoid of physical-external consciousness and abides in the subtle body. At that time, all of the acts that the jiva has done present themselves in front of him/her and they get ready to produce their fruits. At this time, all of the pure, Truth-directed acts of the sadhana-perfected yogi shine forth the Light of Consciousness (like the light and heat of the sun dispelling fog) and destroy all of the coverings. Thus, the sadhak attains Liberation – meaning: all of the bodies are cast off together right at the same time of casting off the physical body, and that sadhak never has to take on another body again. But the non-sadhak, or the sadhak who has not yet attained perfection, because of being bound to karma, is not able to see the Light of Consciousness at this time, and only goes on seeing the matters of sound and sight and such [sensory matters]. That jiva is not able to cut through or destroy the covering[s]. Therefore, even though that jiva casts of the physical body, the subtle and causal bodies remain. Then that jiva, traveling in a dream-like state with all of the vrittis [active components] of the senses and attached to samskaras, goes on to move through/examine all of the vrittis and samskaras like an “AkAshastha nirAlamba vayubhoota” [supportless, airy spirit in space]. This is verily the post-death [of the physical body] state of that jiva. But, just as: when a seed falls on the field, it becomes the form of a tree through the help of time – in the same way, jiva-consciousness, which is inside the “field” of the forms of the subtle and causal bodies, in due time and according to the samskaras – meaning: the habitual general state of consciousness that was being experienced at the time of death – that jiva again takes on a physical body according to that general state of consciousness. This is verily that jiva's rebirth. Thus, for as long as the covering is not completely removed by the totally eliminating karma – for that long does the jiva continue to take on and cast off bodies in that way – meaning: birth and death continue to happen. This birth and death are of two types: of the breath, and of the body. By taking in the breath, one supports life, and at the end of having it and experiencing it, one has to let it go. This “taking in” and “letting go” of the breath is called the “birth” and “death”, respectively, of the breath. As long as there is life, for so long does this flow of the birth and death of the breath continue. As well, in just the same way, as long as there is “jiva-ness,” for that long does the flow of the “birth and death of the body” continue. The jiva takes on one body, at the end of partaking in it, it casts off that [body]. And in order to experience the [fruits of the] accumulated mass of karmas, it again takes on a new body. Just as, upon having taken on life, the breath has to be inhaled and exhaled until that life ends – in that same way, until the end of “jiva-ness” (by the finishing of the mass of accumulated karmas), one has to take on and cast off bodies. This is inevitable. Therefore, it is not appropriate for you to grieve over inevitable matters."
28,"All phenomena (all living beings), in the beginning (before creation) are unexpressed (unmanifested); in the middle (for some time) are expressed (manifested); and after death again become unexpressed. Thus, what is there in this [situation] that is causing you to grieve and lament?","All that are bound to beginning, end and middle are phenomena. Therefore, this bhoga-storing body, the antahkarana, and the activities of the different conglomerates of the arteries, veins, tendons and other channels and such, all using the foundation of the different vrittis – these are all phenomena. What the state is before the arising (the birth) of these phenomena – no one can see this. And what kind of state there is after the ending of their existence (dying) – that also no one knows. These two are inexpressible. Only that middle state between the arising and ending is expressed – meaning: able to be grasped by the senses – a manifestation of the normal vibrating aspect, the activity of the three gunas. This is a Prakritic regularity - “avashyambhAvi” [a “must happen”]. What is there to be sorrowful about in this? Or what is there about which to lament? And see even more: you are “Bharat[a]” (“bha” = luminescence; the Light of the Self; + “rat[a]” = absolutely engaged) – meaning: having directly experienced the Light of the Self during the practice of yoga, you have become enjoined with That, and by the help of that Light, you have seen with the inner perception within the yogic path that: Maya, who is within Brahman, — Begin Footnote. — Just as: although Truth is Real without end, yet one accepts, through imagination, the False which has no reality – Maya being within Brahman is like that. — End Footnote. —the One Who is Unexpressed – Mula – it is from That Unexpressed One that this tri-guna-endowed, twenty-four kalaa-aspected, Prakritic world has been created (see Chapter Fourteen). In Layayoga, all of this, like the way the spider itself draws back within itself the threads of the spider-web, dissolves back into that Unexpressed. Only the middle, active state between the beginning of creation and its end is expressed. Its beginning is that same Inexpressible; its end is also that same Inexpressible. Seeing that everything is in this way, why are you grieving for all of this? Don't. Do not put on the noose of your endearing wishes around your throat. “Pratibuddhasya svapnadṛShTavastuShviva shokah na yujyate” [after awakening, it is not appropriate to grieve over something seen in the dream] – meaning: the person who becomes “pratibuddha” (wakes up after sleep has ended) – just as that person does not grieve over the things seen in the dream-state – similarly, you have also awakened (as the density of ignorance became dispelled through sadhana, you came to know that all of the samsaric scenarios are like a dream, impermanent and illusory/false). In such a situation, it is not fitting for you to grieve."
29,"Some see this [Atman/Self] as wondrous; others see this as full of wonders; again some hear this as wondrous; some, even after hearing, are not able to know this.","Dear sadhak, that day when, by satguru's grace, you saw Yourself for the first time, did you not spontaneously feel that as being wondrous (that which I do not know – that is why it is wondrous)? When you had the chance to talk in some place about that Extraordinarily Beautiful Form – because of not being able to find words for that Beautiful Form, you were not able to speak about it – did you not feel the great wonder at that time? And again remember: that “Naad” [Divine Sound] in the womb of the Pranava, the “Bindu” in the womb of the Naad – from that “Ardhanarishwara” [Form of the Lord as half Shiva and half Shakti] Bindu (the Bindu blossoms into two Bindus), when Prakriti came out for the first time – dancing and dancing, and at that time Purush also went on dancing (the vibration of both Bindus); because the vibration of Purush appears in a much greater way, it is called “tandava” [heavy, wild dance]; and because the vibration of Prakriti can be grasped, it is called “lasya” [sensuous dance]. Thus: from the “ta” of “tandava,” and the “la” of “lasya,” the word “tala” [rhythmic cycle in music] comes into being. In the womb of the Unbroken-Naad [unbroken Divine Sound], the consonantal sounds matching Prakriti's rhythmic dance steps – that is called “chanda” [measured beat; rhyme]. And again, this “chanda,” because of the varying durations in sound – such as short, long, sustained etc., and variations in expression – such as heavy or light, can be heard as seven “swaras” [melodic tones making up the musical octave]. When you first heard those sounds, were you not completely stunned, and then steeped in wonder? Okay! And then, when you, right after that [experience], due to the intensity of Ecstasy, were completely drowned in the Ocean of Divine Consciousness, where your “I-ness” ended – were you able to know anything at that time? Was there any “knowingness”? When even “I” is not there, who is to know whom/what? You can see that this sloka matches up with the things of that State that you experienced."
30,"O Bharat [Arjuna]! This embodied One (the Self) is eternally abiding in every body and cannot be killed. Therefore, do not grieve over all of this phenomena.","Dear sadhak! You are “Bharat” - the consciousness abiding in the Light of the Self. You know, and you have directly experienced, that this embodied Consciousness-Self (“dehi” [the embodied]) – It is present in every body, and cannot be killed in any situation. Whatever there is in this world that is “gain and loss” oriented, whether it is conscious or inert, or germinating – all of that is “body” [material]. Therefore, they are all endowed with the six mutations [existence, birth, growth, change, decay and death]. There are changes of the states of those bodies, or there is the destruction of those bodies, but there is no change or death for the Self. It is Inexhaustible and Eternal; thus, It cannot be killed in any situation [in any way]. All of these expressions of phenomena – such as Bhishma, Drona etc. - that are bringing forth attachment and delusion in your mind – at their foundations they are all impermanent. Because all of these have come, that means they will go as well, for sure. It is absolutely certain that they will be disintegrated through the power of finite-ness. But that Consciousness-Substance that is the foundation of all of these expressions of phenomena, That has no finite-ness, no disintegration or destruction. Therefore, That has no divisions of time such as past, future etc. That is Eternally Present. Therefore, do not let go of the Eternally Present and grieve over this impermanent body which is just phenomena. This grief is unbecoming of you."
31,"And more, even after perceiving “svadharma” [one's true dharma], it is not appropriate for you to be shaken. This is because there is no greater thing for Kshatriyas [warrior or royal caste] to do than to fight for righteousness.","“Svadharma” [one's true dharma] = the dharma of the Self. The abode/field of the Self is above — Begin Footnote. — “Yo buddhe paratastu sah” [that which is beyond the intellect] – Chapter 3, sloka 42 [of the Gita]. “Manasastu parA buddhirbuddherAtmA” [beyond the mind is the intellect; above that is the Self] – shrutih [Katha Upanishad or Kathopanishad]. — End Footnote. — the abode/field of the intellect. When one comes to this field [of the Self] (in the path of “anuloma” [see sloka 16 of this Chapter 2]), because of the presence of the Pure Ahamkar – filled with a tenderly luminous Light like clusters of lightning, [a knowing, like:] “I am all,” “I am 'I'” - this kind of settled and steady, unified experience and state of “I-ness” comes. This is the true “svadharma” - the state filled with the Absolutely Pure Substance. Dear sadhak! You, upon piercing the Light within the Sound in the Sahasrar via the Kriyayoga received from guru's teachings, dissolving the mind, and becoming one with Vishnu-ness – you have directly experienced and realized that “svadharma.” After knowing that, being shaken like this is no longer appropriate. You are a Kshatriya, engaged in the establishment of the Kingdom of the Self and of that dharma of the Self. Your recourse is verily in rajoguna. Therefore, the splendrous actions of rajoguna, the engagement of warfare with energy/fire – that is your “svadharma.” Now, that dharma of the Self, which is: taking the support of serenity, self-control etc., together with the splendrous energy-fire etc. of your “svadharma,” and for the purpose of destroying the “me” (“the body is me” - destroying this vain and egoistic perception), conducting warfare (pranayam) – there is no second thing that is greater for you to do than this."
32,"O Partha [Arjuna]! “Sukhi” [happy] are the Kshatriyas to have such a war, which has appeared on its own, unsought, and which is like a door to heaven.","“Sukha”: “su” = beautiful; “shubha” [beneficent]; “kha” = “shunya” [void; emptiness]. Earth, water, fire, air, ether – these are the five “somethings.” Whatever has a beginning, end and middle – that is a “something.” The non-existence of this/these “something/s” is “shunya” [void] – meaning: no-thing[s]. The fulfillment of lack – meaning: obtaining the thing to be obtained, or the fulfilling of want, is “shubha” [beneficent]. Whatever want there is – that is only because of the need to have peace. The unbroken, non-tri-guna state is Peace. Because all of the “matrasparsha” ([see] Chapter 2, sloka 14) are endowed with the attributes of arising and ending, and because they are impermanent, they cannot give peace. But because the Self is Eternal, simply by leaving the worldly experiences and coming to It, one receives Peaceful Bliss. This Peaceful state, devoid of worldly experiences, is verily “sukha” [happiness]. The one who enjoys this “sukha” - it is only that person that is “sukhi” [one who is happy]. The one who is a Kshatriya – meaning: the one who is valiant in protecting the revelation of the Light of the Self, and “sukhi” [as well] – it is only that person who has the opportunity for such a war. This is because it has come about without any effort. The happy sadhak, endowed with the Kshatriya-vritti [righteous warrior aspect], can see through the inner vision that the vrittis [active tendencies] of mind are automatically ([meaning:] even without trying) running about with all kinds of worldly ways and are trying to divert the sadhak from the Self-Substance. And more, it is like a door to heaven – meaning: the open door to the Path of the Self. This is because: the sadhak that has gone up to a high level – it is only that sadhak that knows that if the “I am the body idea” – destroying subtle prana is driven correctly, that through a blossomed, jewel-filled (like the light of diamond in water) opening, or perforation, the Light of the Self is bursting through like “kotisurya prateekashaṃ chandrakoti susheetalaṃ” [like millions of suns with the beautiful tranquility of millions of moons]; this can be seen. That is why the Lord is saying, “O Partha! It is by great fortune that one gets the opportunity for this kind of war (Kriya).”"
33,"If you do not fight in this dharma-war right now, then you will incur sin because of having abandoned “svadharma” [one's true dharma] and “keerti” [work that is noble and great].","As soon as that state of happiness comes about for the sadhak, he/she sees the Pure Consciousness Sri Krishna Paramatman in front of him/her. And because of the sadhak's Kshatriya-vritti being there, he/she is directly aware of all of the functions of pravritti and nivritti. That is why it is being said, “Being a happy Kshatriya, if you do not fight this Atman-dharma-oriented, pravritti-destroying war (sadhana with pranayam etc.), then abandoning “svadharma” (the settledness in Brahman) and “keerti” (upon making the effort to attain that settledness in Brahman through the performance of spiritual practice, as the “siddhis” [yogic powers] are attained one after the other, the Light of the Self that comes after that – meaning: the Pure Praise and Belief that comes for oneself because of one's own capability – that) will cause you to fall into sin – meaning: the restlessness of Prakriti – the torrent of birth and death."
34,"And more, all of the phenomena will announce your indelible/undying “akeerti” [lack of accomplishment; failure]. For a capable person, “akeerti” is worse than even death.","Dear sadhak! If, after progressing this far in Kriya, you now abandon the Kriya of pranayam etc. (war) because of falling under the power of sorrow, then – the task that you leave unfinished, and [the knowledge] that you were not able to realize the work you started to do – that will be your “akeerti” [lack of accomplishment; failure]. It is not just that this “akeerti” will cause regret in you only in this life; it will become unending and indestructible. This is because: all of the phenomena (the subtle body composed of the non-quintuplicated five primal elements – the seventeen “kalaa” [functionalities] such as mind etc.) will announce that “akeerti” of yours and make it unending – meaning: because of the extreme downfall after having accomplished greatly, they [the phenomena] will make you succumb to the power of the torrent of births and deaths, again and again, and will not allow you to escape the grip of the memory-samskara of that previously performed act [the reluctance to fight in the dharma-war]. Then – like the way suffering samsaris [worldly people] say, “Oh how many sinful acts I must have done! How many cows I must have murdered! How many people I must have murdered! How many women I must have murdered! Now I am suffering the consequences of all of that!” – because of being under the “grace” of intense samsara, all of those kinds of words will come out of your mouth. This is the “announcing [of your failure].” And then, those [regrets] will transform into [further] samskaras and they will be thorns in the way of the spiritual progress you deeply desire. That is why I am saying – dear sadhak! You are “sambhavita” (greatly revered) – meaning: greater than the seventeen “kalaas” such as mind, intellect etc. If you willingly make the choice to take up this “akeerti,” then this will be even worse than death for you. This is because in death, only the samskaras remain after becoming disembodied, the physical sufferings do not remain; they finish with the body. But in this [“akeerti”], one has to suffer twice the amount of suffering in the body/ies.  "
35,The great warriors will think of you as a person who has become a coward in war. Those who think of you as the greatest – you will become small in their perception.,"When someone is a failure, it is not just that the competent people from the outside that show disrespect or disdain; the primary vrittis of pravritti and nivritti (“the great warriors”) that are within oneself also come up in the mind and bring about reproach in oneself. Then one thinks, “Alas! Alas! Out of fear I withdrew (went backwards)! I could not accomplish the work! Shame on me!” In this way, the self-confident power that was previously there over the vrittis [becomes diminished]; later, because of the vrittis now becoming the rulers, one becomes reduced [in self-confidence] a bit. One cannot summon up in the mind the same kind of mental strength as before. Dear sadhak! Compare all of this to all of your experiences and see if [what is said here] matches. It will all match up."
