Verse Index{hide},Pranab Gita Translation,Pranab Gita Commentary
13,O mighty-armed one [Arjuna]! Now learn from Me these following five causalities/factors that are spoken about in Sankhya (in Vedanta) for the accomplishments of all actions.,"O mighty-armed one [Arjuna]! The scripture that brings about the dawning of the Knowledge of the Self through renunciation and thereby destroying [the influence of] all the elements – that is called “Sankhya.” And the scripture that makes one understand the impermanence of the entire creation and the permanence of the Self through these methods: knowing matters of non-knowledge, the covering up of spirituality, and incongruities in concepts – that is that which is called “kritanta” or “Vedanta.”

The scripture by which the matters of knowledge can be accounted, [can be] ascertained – that is called “Sankhya” [analyzed; accounted] – meaning: “Vedanta” [the culmination, or end of knowledge]. “Kritanta” [the end of doing] – this is a specialty of Sankhya itself! “Krita” means “karma” [work]. That in which such work comes to its end (completion) – that is called “kritanta” [end of work], “karmanta” [end of karma [action]], or “Vedanta siddhanta” [goal of Vedanta]. In this, when, through statements such as “yavAnartha udpAne” [a simile using bodies of water, stated in 2:46 of the Bhagavad Gita], “sarvaṃ karmAkhilaṃ pArtha jnAne parisamapyate” [all rites eventually culminate in knowledge], there is Self-Knowledge, the ending of all karmas [actions and rites] that happen – that is being shown. And there are five causalities/factors that bring the end of all karmas so that there can be the attaining of that Self-Knowledge. Knowing those five causalities/factors is required. That is what the Lord is explaining in the very next sloka [18:14 of the Bhagavad Gita]. "
14,"[They are:] the place of the act, the doer, the different causalities, the many types of efforts, and among these, the fifth – is deity. ","(1) “Adhishthan” [place of the act] = that which I have [mistakenly] accepted as “I” – meaning: the body. (2) “Karta” [doer] = the experiencer with attributes – meaning: none of the body, senses, mind and such are “I”; each of these are separate from “I”; but, due to the influence of ignorance (like smearing some paste on space), I have mixed with these as one, and have dressed up as “I” (like: “I am thinking”; when in actuality, I do not think; it’s the mind that thinks; but having mixed together with mind, it is as if I have accepted the idea: “mind is ‘I’”; these states of blending [with the illusory] – this way of being). (3) Five organs of action, five organs of perception, mind and intellect – these twelve factors [together]. (4) “Vividha cheshta” [different kinds of efforts] – the many temporary manifestations due to the attraction, repulsion and union of the 49 vital airs – that which is known as “purushkar” [done by the person]. (5) “Daiva” [deity] means the unseen; or: the fruits of previously done actions, the acts done by gods or providence, and as well, [the word also means] deity. These five are the causalities of the accomplishment of karma [actions or rites]. Among these, the fifth causality – “daiva” – is particularly complex. That can be better understood by examining the subject a bit deeper with an engaged mind.

The effort or endeavor that a human being makes to accomplish some action – that is that person’s “purushkar” – meaning: “kriyaman karma” [work done at the present time, accumulating its fruits for the future]. It is through “kriyaman karma” that one hopes for [desired] fruits, and without “kriyaman karma” there is no fruition at all. But there are several causalities/factors behind kriyaman karma’s bringing forth its fruits. Among those causalities/factors, the first of those causalities/factors is “shiksha” [learning]. Without learning, there is no accomplishing of karma [action]. That learning is of two types. One is the learning from this life, or experience – that which is called the fruits of the “purushkar” of this life, or “samskaras” [impressed tendencies]; and another is the learning that is from previous lives; that is called “purva samskara” [previous samskaras], “prarabdha” [meaning: bound by actions and thoughts in previous lives], “adristha” [unseen], [and/] or “daiva” [ordained; or: of the subtle realms]. (“Purvajanmakṛtaṃ karma taddaivamiti kathyate” [action [bearing fruits in this life but] done in previous lives is said to be “daiva”].) When this daiva, by the name of prarabdha karma, is supportive of kriyaman karma [present action], kriyaman karma is carried out without blocks; and when it is against [kriyaman karma], [kriyaman karma] is full of obstacles. The second causality/factor is “prakritic niyam” [natural laws] – that which is called “devakrita vidhan” [divinely ordained happenings]. When natural law is supportive, good fruits appear from kriyaman karma; otherwise it does not happen. It is like: the ground in which a seed is planted – that ground must be supportive to the seed, and as well, water, sun, air and open space according to the needs of the seed must be there; only then can the planted seed in that ground sprout. And gradually, it can change into the form of a tree and give fruit. But that is dependent on time. That is why time is also a causality/factor. But that [time] is actually part of natural law. This “time” in the forms of “kalakashtha” [ancient temporal divisions] etc. is divided in many ways. In each fragment, time shows different powers, and different transformations. Therefore, time is a significant aspect in the accomplishment of an act. And the third causality/factor is “daiva” or “devata” [deity] that is the ruler of all and the bestower of the fruits of the act. He is in every single kriyaman karma [present action] of the living beings. Examining together the person’s efforts of this and previous lives, natural laws, and the particular aspects of time, He metes out good or bad fruits. He is unbiased in his examination of law. He is all-knowing, all-powerful, non-preferential, and non-selfish. However, He is under the power of the devotee’s devotion to the Supreme. God is a slave to devotion/devotee. He has said in the [Bhagavad] Gita that “varta eva cha karmaNi” – meaning: He is adjoined to acts in the form of the infallible fruits of the acts. His impartial meting out of law is carried out non-preferentially, effectively and strongly even to the devotee doing purushkar [present efforts], not a bit of it is adjusted or made more or less. However, that [devotee] is rescued by the Lord’s Mercy due to the devotion with which the purushkar is being done. Due to the power of that Mercy, the devotee is rescued, as the aforementioned fruits of judgment happen weakly in some places, in some places without fruition, in some places they are diverted from where it is supposed to happen, and in some places the fruit is destroyed – like if a roof is put on, one can block the sun and rain. The meting out of the fruits of that devotion – that is that which is the actual “daiva” [divinely bestowed]. And [the statement] “na cha daivAt paraṃ balam” [[among these five,] the divinely ordained is the most powerful; or: nothing surpasses the supreme power of the divine] refers to that. Now, it is with the aspect of daiva that one has to understand the fruits of judgment given out by the ordainer and judge of the fruits of actions. It is when that aspect is supportive that there is the accomplishment of kriyaman karma [act being done now], the non-accomplishment when the [daiva aspect] is in opposition, and a mixed result when these two are mixed.

Therefore, without effort, or purushkar, the power of the divinely ordained does not manifest. And if the power of the divinely ordained is not supportive, there is no fruit from effort alone. That is why, daiva [the divinely ordained] and purushkar [present effort] are compared to the two wings of a bird. If both are not there, fruits do not come forth."
15,"The lawful and harmful acts that human beings do through the body, speech and mind – these are their five causalities/factors. ","No matter what works, lawful and unlawful, are endeavored into by humans via the body, speech and mind – there are no other causalities/factors related to those works other than these five."
16,"About that matter (regarding all types of acts), even if it is like this (meaning: even with these five causalities/factors) – the person that views [through thought alone] the Self as the attribute-less, unassociated Doer – that imperfect perception, because of it being from an unenlightened intellect, cannot see the whole.","I am the Self, Only-Rama, Eternal, Immaculate, Free Non-doer. Not one of the five [causalities/factors] that have been mentioned can touch me. But those who [actually] think “I see” when the eyes see, “I do” when the hands do, “I make” when the mind makes, “I have made certain” when the intellect is making certain – by making themselves (own selves) as “doer”, they remain with unrealized intelligence (they believe in the “I am the body” vanity) and wrong perception (meaning: their opinion or mind stays with the causalities/factors of birth and death; they cannot remain in the Self as the Self; they remain far away from the Self). That is why they, even while seeing “I”, cannot see It. They go around and about far away [from the Truth]."
17,"The one who does not have egotistical ways, the one whose intellect is not wrapped up [in samsara] – that one, even if he/she kills all of these people [or: kills in all of these planes], actually does not kill, and is not bound (by the fruits of such actions).","The one for whom, through the practice of Kriya, the State of “I” has become firm, the one whose intellect finds no space or time to think of him/herself as “doer,” the one who remains in the Self unbrokenly as the Self, who does not become wrapped up in anything with beginning, end and middle – if spontaneous killing happens in this world of people [or: in these planes-worlds] just by the moving of his body (like: I am laying there; a bedbug is biting; I turned to the side; in the sleepy state of turning the bedbug died), that person is not the doer of such killing, nor does that person become bound by the karmic fruits born of killing. (See Chapter 2, slokas 17 through 21.)"
18,"Knowledge, the object of knowledge, and the knower – these are the threefold causalities for the taking of action. The instrument, act and the doer of the act – these are the three types of constituents of action – meaning: the recourse for the act. ","It is like: a pot is an object. Its cause is the potter (the doer). Clay (the basis), kiln, wheel, stick etc. ([are] instruments). The using of hands and such actions ([are] efforts). And the ability of the potter to create a pot ([is] “daiva” [the unseen factor]). In order to produce the pot, these five are necessary. But if only these five are there, does the making of a pot happen? – meaning: even if clay, wheel, the potter and his/her physical ability and skills are there, if the pot is not [actually] made, then can there be a pot? If something makes one go into doing the work of producing a pot, only then can it happen, otherwise not. That is why it is being said: that if any work is to take place, these five causalities/factors and a desire/need to do the act has to be there. Who is that “desirer”? None but knowledge, the object of knowledge, and the knower. “I need such and such thing.” Here, that feeling of need is “knowledge.” The thing is “the object of knowledge.” And I am the “knower.” If that thing is not needed by/desired by me, would I make efforts for that? Thus, knowledge, the object of knowledge and the knower – these are enjoined (bound) to action. And when some particular thing was determined to be something needed/desired by me, then through the operations of eyes, ears, hands and feet [and such], I got/made that thing. Here, those eyes ears and such are the instruments. The operations that are done comprise the act, and I am the doer. That is why it is being said that the instruments, the work, and the doer comprise the recourse for action – meaning: action is dependent upon these three.  "
19,"In Sankhya scripture – knowledge, act and doer – each are stated as being divided into the three types of gunas [primal qualities] such as sattva etc. I am elucidating (speaking) about those. Listen. ","That by which all of the gunas can be completely known – that is indeed the accounting of the gunas [or: analysis of the gunas] – meaning: the Sankhya scripture. Knowledge, act and doer – the forms in which these three have been illustrated in that Sankhya scripture, according to the gunas sattva, rajas and tamas [influencing] knowledge, act and doer – that is what I  am telling you about, one by one. Listen.  "
20,"That [knowledge] by which one sees One Non-diminishing, Indivisible Essence in all things, know that that knowledge is sattvic.","All of these – from Maya to the end of inert matter – space, air, fire, water, earth, [and the] moisture-born, egg-born, seed-born [and] womb-born creatures that you are seeing as separate – all of these are destructible. That which is destructible – that is that which is impermanent. That in which all of these end – that is that which is Eternal and Non-diminishing. Thus, this separateness – these [manifestations] are showing as different only because of the differences of names and forms. Actually, there is no other [nothing else] besides the One. When this knowledge dawns – know that that is when it is sattvic [knowledge]."
21,But that knowledge by which it is seen that there is separateness in everything and that all manifestations are many – know that that knowledge is rajasic.,The knowledge that only sees that everything is separate – that knowledge is called rajasic.
22,"And that knowledge that is totally attached to one operative function (body or idols and such) (meaning: this [body or idol] itself is the Self or God – thoughts like this), [knowledge] that is without reason, devoid of lofty ideals, and trivial – know that that is that which is called tamasic knowledge.","This small, indulgence-filled body is the only thing that is “I”, and everything that there is visible in the world is only for my enjoyment – the knowledge that makes one have this conclusion, the knowledge that is devoid of sensibility and reason, that does not aim for the Supreme Goal, and is small in significance [or: confused] – that is called tamasic knowledge. "
23,"That action which is ever ordained, and which is done without desire, without attachment to/from the doer, and without like and dislike – that is called sattvic action.","When, due to cultivation, prana moves unabated in the path of Brahman, when there is no contact or touching of desire, affection or repulsion, what to say – when there is even no arising of the desire for the results of the action – that is that which is called sattvic action. "
24,"But the action that is with the desire for results, or done by egotistical persons, and [the action] that is done with a great deal of struggle – that is called rajasic action.",Durga Puja [an annual worshipping of the Divine Mother] is taking place at my house. The village is raucous with the sound of kettle- and barrel-shaped drums – this kind of fame-getting action is called rajasic action.
25,"The action that is performed under delusion, with backwards thinking regarding good or bad results, the action that is destructive, inflicts harm on others and is done by self-force, the action that is done without the concern for the whole – that is called tamasic [action]. ","There is no idea about what kind of consequences there will be. Not knowing my capabilities, I am fasting and awakening malevolent spirits in the cremation grounds so that I can kill my enemies. There are no injunctions, no mantras (the restlessness in the form of volition and non-volition that the mind has taken on – that which removes this restlessness – that is that which is called “mantra” [that which delivers the mind/heart]; this is known through the teachings of guru). This type of work done from ignorance – this is that which is called tamasic work."
26,"The doer who is without attachment, without egotism (self without pride), who has patience and enthusiasm, who is indifferent to accomplishment and failure as well as delight and disgust is called sattvic. ","The one for whom desires do not rise up during Kriya, for whom there is no sense of “me,” whose mind is bound to the path of Brahman, who progresses towards the Expanse of Brahman at every step, the one for whom there is no contact in the inner being with the ideas of accomplishment and failure – the sadhak [spiritual practitioner] who is in this kind of state is called a sattvic doer. (For as long as the antahkarana [inner operators of personal consciousness] is bound to the great thirst – this type of [spiritual] poverty-stricken state is called “asiddhavastha” [the state of non-accomplishment]; and the state of the attainment of attainments is called “siddhavastha” [the state of accomplishment/attainment]. For as long as this sense of attainment is there, for that long is there “vikar” [mutating; changing]. When there is Stillness in the Self, that cannot be called “vikar.”)"
27,"Attached to the worldly experience, greedy, desirous of the fruits of actions, being aggressive in nature, and unclean, the doer [who is like this and is] happy and sad in gain and loss is known as rajasic. ","The one in whose inner being there is attachment, the hankering for the fruits of actions, greed for others’ possessions, miserliness when it comes to [contributing to] good works and pilgrimages and such, who inflicts harm on others in order to save him/herself, the one for whom there is a lack of the stillness of mind that is the inner cleanliness, who behaves ruthlessly outside, delights in the acquiring of enjoyments such as gold etc., grieves when something [that is desired] is not acquired – that one is called rajasic doer."
28,"The doer who is unreasonable (negligent), devoid of discrimination, not gentle, deceitful, causes humiliation to others, is lazy, despondent and dilatory is said to be tamasic.","The one who cannot stay steady on one matter for very long, whose thinking is like a manipulative child, who is stubborn, without gentleness, has “one thing in the stomach and another in the mouth” [one who falsely represents him/herself], one who – for selfish gains – puts dust in the served rice of others [corrupts the needful things of others], who is lazy, indolent, always despondent like the salt boat has sunk [as if all is lost], does not do the work that is to be done today even in ten days’ time – this kind of doer is called a tamasic doer."
29,O Dhananjaya [Arjuna!] The three types of intellect and steadfastness according to the gunas are now being stated. Listen. ,"The sadhak [practitioner] has now reached the final stage of the “jnana-kanda” [phase of knowledge]. Now, being without karma [actions and their fruits], sitting in the state of non-doing, and abiding in the Self, the sadhak is seeing that everything in the world is according to the three types of gunas such as sattva etc. Among them the sattva guna is the one that is appropriate for taking up if betterment is desired. This is because “urdhaṃ gacchhanti sattvasthAh; madhye tiShThanti rAjasAh; adhogacchhanti tAmasAh” [upward goes the sattvic state; rajas remains in the middle; downward goes tamas]. In order to pick out only the sattvic condition from [the threefold conditions in] all of the things in the world, the sadhak, abiding in the Self and having the leisure to know, is observing the three types of conditions of everything. He/she sees the three types of states according to the three gunas in regards to knowledge, action and the doer. Now he is seeing the threefold conditions of intellect and steadfastness. If intellect and steadfastness are mastered, then the matters of attainments or the matters to know – nothing at all of those remain. When there is the enjoinment with pure intellect, the worldly experience, as well as likes and dislikes are abandoned, and the state of peacefulness comes about. Devotion to the Supreme dawns, and by that itself one gets to enter into the “I” Itself. Liberation happens. That the sadhak Arjuna is able to have victory in pure intellect – that is revealed by [his being addressed with] the name “Dhananjaya” (see commentary to Chapter 10, sloka 37 [of the Pranab Gita]). That is why he is being addressed as Dhananjaya and being told: “O Dhananjaya [Arjuna; the sadhak] – how the distinctions of intellect and steadfastness are according to sattva, rajas and tamas gunas – I am now telling you about that, separately and specifically. Listen.”"
30,"O Partha [Arjuna]! That by which pravritti [outward modes] and nivritti [inward modes], “karya” [the to-be-done] and “akarya” [the not-to-be-done], “bhaya” [fear] and “abhaya” [fearlessness], and “bandha[n]” [bondage] and “moksha” [Liberation] are known – that verily is sattvic intellect. ","Pravritti (Chapter 16, sloka 7 [of the Bhagavad Gita]). Nivritti (Chapter 16, sloka 7 [of the Bhagavad Gita]). “Karya” [the to-be-done] – [that which is] incomplete, that which has not been done [but/and] has to be done; and “akarya” [the not-to-be-done] – that which has already been done [and] one does not have to do it. “Bhaya” [fear] – the remembrance/awareness of death. “Abhaya” [fearlessness] – “I” Am Immortal – this certain knowledge. “Bandha[n]” [bondage] – the state of “jiva” [individual person]. “Moksha” – the presiding knowledge of Brahman. O Partha [Arjuna; the sadhak]! The intellect by which these are known with certainty – that is called sattvic intellect."
31,O Partha [Arjuna]! That by which dharma and non-dharma and karya [see commentary to 18:30 above] and akarya [see commentary to 18:30 above] are known incorrectly – that is indeed rajasic intellect.,"O Partha [Arjuna; the sadhak]! Dharma (see Chapter 9, sloka 2 [of the Bhagavad Gita]. “Adharma” [non-dharma] – the opposite of that [dharma]. Karya and akarya (see previous sloka [18:30]). [That which] brings delusion when one goes to understand the truth about all of these, [that which] makes one doubt (the non-believing intellect) – know that this kind of intellect is rajasic intellect."
32,"O Partha [Arjuna]! Being enveloped by tamas [guna], that which makes one think that non-dharma is dharma, and where every meaning (the thing to be known) is taken as its opposite – that is verily tamasic intellect.","O Partha [Arjuna; the sadhak]! The intellect that makes one think that dharma is non-dharma, non-dharma is dharma, and what to say – all the things that are to be known are known as their opposites – this ignorance-covered intellect is called tamasic intellect.  "
33,"O Partha [Arjuna]! The steadfastness that is with one-pointed mind, and by which all actions of mind, energy and senses are carried out in an orderly way (properly) – that is verily sattvic steadfastness.","That I have become a jiva [individual] and am engrossed in this created world, that I am doing “mine, mine” – this state of mine is my worldly state. And that in which the word “mine” cannot fit, where “I” am “I” Itself – that is My Expansive State of Brahman. To unite these two states is called “yoga” [union]. Through guru-instructed Kriya, upon my gathering up this contracted/confused worldly state of mine, and merging it in the Expansive “I” and thereby stopping the operations of mind, energy and senses, the uncorrupted (without vibrations) stillness that is there – the cultivation/ripening of that stillness – meaning: remaining locked in that [state] for a long time is called sattvic steadfastness."
34,"O Partha [Arjuna]! O Arjuna! But the steadfastness via which (humans) hold onto [the ideals of] dharma [religion], “kama” [desires] and “artha” [wealth], and being attached to those, become desirous of the fruits of actions – that is rajasic steadfastness.","And when the operations of mind, energy and senses fall off the path of Liberation and become associated with dharma [religion], “artha” [wealth] and “kama” [desires], and thus become engrossed in the satisfying of the lusts of enjoyment – O Partha [Arjuna; the sadhak]! this steadfastness – this actually is that which is called rajasic steadfastness."
35,"O Partha [Arjuna]! That by which the unintelligent ones are not able to be free of sleep, fear, grief, depression and conceit – that is verily tamasic steadfastness. ","And when in the waking and dreaming states I sit about dreaming, being with fear, grief, depression and conceit ([and] deludedly delighting in these) – to let go of even one of these, it feels like I am losing everything – this kind of power to hold on that is senseless – O Arjuna! – this is that which is called tamasic steadfastness."
36,"O Bharatarshabha [Arjuna]! Now hear from Me about the matters of the three types of happinesses, by which, due to the fruits of practice, Supreme Bliss is had and the end of suffering is attained. ","Now, the Lord is speaking to Arjuna about the matter of happiness – that happiness too is of three types due to the distinctions of the gunas such as sattva etc. What is the thing called “happiness”? Oh but this: so He is saying – that in which, due to the fruits of practice, Supreme Bliss is had and suffering is removed – that is “happiness.” The discipline of keeping mind still is called “practice.” “Suffering” means pains/troubles. These are of three types – “adhyatmik” [spiritual], “adhidaivik” [subtle] and “adhibhautik” [material]. The pain that is there from not getting the Company of the Supreme Self – that is adhyatmik suffering (this is mental). Because of opposition from “daiva” [the unseen] – meaning: the pain that is there due to the restrictions imposed by the gathered fruits of previously done actions causing failure or the blocking of an act [in the present] – that is adhidaivik suffering (this is mental and physical). And the pain that is born of the disturbances of vata-pitta-kapha [bodily humors – wind-bile-phlegm] – that is adhibhautik suffering (this is physical). The Lord is saying, “That in which, upon ending all of these sufferings, one has Supreme Bliss – that is ‘happiness.’ But how, due to the differences in the gunas, happiness too takes on three forms – I am telling you. Listen.”"
