Verse Index{hide},Pranab Gita Translation,Pranab Gita Commentary
11,When consciousness manifests in all of the doors of this body – know that it is at that time that sattva guna is present and active.,"The ten [primary] organs have ten operations, but the worldly experience is of five types. Enjoying/partaking again and again, no contentment is coming forth from any of these [five]. The more one enjoys/partakes, the more the lust for enjoyment and partaking grows. If enjoyment/partaking goes on like this, then even millions of brahmakalpas [enormous epochs] do not bring about the quelling of the lust for enjoyment/partaking; it just goes on growing and growing. It is not possible to end the coming and going [the cycle of birth and death] like this. Therefore, without extreme withdrawal from all of these things, there is no other way of being delivered from the hands of death.

The work of the organs of perception is to grasp. The work of the organs of action is to let go. And for as long as they remain, they will do these works. What I enjoy the first time, no matter how many times I enjoy that again, there is no newness in that enjoyment at any other time like the first time. So what is the use of spending time with that stale enjoyment? When this knowledge takes over in the heart fully, know that that is the establishment of sattva guna. The word “sarvadvara” [all doors; or: doors of all] means the antahkarana [inner operators of personal consciousness]."
12,"O Bharatarshabha [Arjuna]! “Lobha” [greed], “pravritti” [effort to attain/have], “arambha” [commencement/undertaking] of all actions [also called “karmarambha”], “ashama” [disquiet; lack of serenity], and “spriha” [wishfulness] – these signs are born when rajoguna spreads. ","Even when there is great wealth and such, the lust that goes on growing to have even more – that is called “lobha” [greed]. The desire to enjoy the worldly experience is called “pravritti” [effort to attain/have]. To begin the endeavor to fulfill desires is called “karmarambha” [commencement of actions to gain]. “I will do this; I will do that” – the distress that is experienced with this way of the mind not being satisfied with anything at all – that is that which is called “ashama” [disquiet; lack of serenity]. Desiring immediately upon seeing things is called “spriha” [wishfulness; immediate desire]. When all of these active functionalities arise in the mind – one must know at that time that rajoguna has spread."
13,"O Kurunandan [beloved child of the Kurus; Arjuna]! “Aprakash” [non-revealing], “apravritti” [non-endeavoring], “pramaad” [madness] and “moha” [delusion] – when all of these aspects are born – that is when tamoguna has spread. ","The capability and strength to do work are fully there, but how to do that [work] – there is no light at all to know that. This type of dull/unintelligent state is called “aprakash” [non-revealing].
 
If I want, I can do everything/anything, but there is no attempting to do so. This kind of heaviness in the mental state is called “apravritti” [non-endeavoring].
 
Not looking at the good, and running towards doing only bad things is called “pramaad” [madness].
 
Being intoxicated and staying in a stupor is called “moha” [delusion; being stupefied]. O delight of the lineage of Kurus [Arjuna]! When all of these states rise up and manifest themselves in the antahkarana, know that, at that time, you have been surrounded by the mutations of tamas."
14,"When sattva guna has taken over – when the jiva dies, then he/she will attain the planes of the highly knowledgable luminaries. ","If any embodied being dies during the time of experiencing the previously mentioned qualities of sattva guna – if that happens – the luminous planes (the abodes of enjoying [higher] pleasures) of those who are knowledgable about Mahat and such – that being goes to those planes. (See Chapter 8, sloka 6 [of the Bhagavad Gita].)"
15,"When one dies during the time that rajoguna is predominant, one is born in the plane of humans, which is attached to karma [actions and their fruits]. And [if death occurs] during the time that tamoguna is predominant, the dead person takes birth in a womb of ignorance, such as animals etc.","If the body is cast off during the operation of rajoguna, the human is enjoined to karma [actions and their fruits] and rebirth is given – meaning: [the event] makes one get the plane of humans. Similarly, if death occurs during the time that tamoguna is manifesting, it makes one take birth in the wombs of animals and birds and such. ([See] Chapter 8, sloka 6 [of the Bhagavad Gita].)"
16,The learned ones have said that the fruits of sattvic acts are predominated by sattva guna and are pure; the fruits of rajasic acts are of pain/sorrow; and the fruits of tamasic acts are of ignorance (delusion).,"The fruit of good (sattvic) acts is the attainment of pureness (having happiness). The fruit of rajasic acts is pain/sorrow (the quarreling between the good and bad of the plane of humans). And the fruit of tamasic acts is ignorance – meaning: the continuous current of eating, sleeping, having sex, being afraid [etc.]. This happens for the lower types of humans [down through] inert matter."
17,Knowledge arises from sattva guna. Only greed arises from rajoguna. And madness and delusion arise from tamoguna. ,"The light of sattva guna makes one understand “I”. What this “I” is – to know that is that which is called “jnanaprapti” [having knowledge]. Rajoguna increases the lust to get other beings’ things in any way possible. And the tamasic state is the playground of madness, delusion and ignorance."
18,"Persons with predominantly sattvic tendencies go upward. Persons who are rajas-predominant stay in the middle. And the tamasic (deluded) ones, established in madness, delusion and such, go downward.","Those who practice sattva guna attain the upper destinations (from the lower levels of heaven to enjoying abodes such as the Sphere of Vishnu etc., even up to merging with Brahman). The sporting ground of this begins at the Ajna-chakra, [going] in the upward direction. If there is rajoguna, it forces one to act, due to being under the power of embedded desires. That is why they go neither up nor down, but do their coming and going [take births and deaths] in the middle plane (the karmic plane of humans), due to being enslaved by birth and death. Its sporting ground is Anahata.

The lower front area of the loins is called “jaghan” [place of vileness]. The sporting ground of tamoguna is the “Kampur-chakra” [lust-center]. Because this is in the place of “jaghan,” it is “jaghanya” [vile; of “jaghan”; see second line of above sloka for occurrence of the word]. The manifested forms of “kama” [lust] and “rati” [coition] reside in this chakra. The one in whose antahkarana [inner being] the activities of this “kama” and “rati” do their sporting – that one is said to be “jaghanyavrittistha” [established in vile nature]. This being’s attention, instead of being in the upward direction, is in the downward direction, because of which, [this being] attains the lower destinations. (See the commentary to Chapter 1, sloka 1 [of the Pranab Gita].)"
"19,20","When the jiva [individual soul], upon becoming a witness, no longer sees anything/anyone as “doer” other than the aggregate of the gunas, and knows the Self that is beyond all of the gunas, which is the Witness of that [the works of the gunas], then that being attains My State (Brahman-ness). The embodied one, going beyond this knowledge [of the gunas] –  which is the seed of the emergence of the body – becomes freed from the pain of birth, death and old age/infirmities, and attains Supreme Bliss.","From what I have now seen, it can be understood that those gunas are the ones that have dressed up as the activities and causalities in/of the worldly experience, and are playing their sports in multifarious ways by [constantly] changing their forms. Showing scenes of the non-living, such as sand, earth, stone etc., and the living, such as humans, animals, birds etc., they are putting up a “world” and causing troubles. The operators of these troubles are none other than those three gunas and no one else. The knowledgeable one who, through concentrated and sustained [spiritual] practice, sees that those three gunas are verily the creators and operators of all of those states and everything, and [also] knows the Self – Who is beyond the gunas and is in the form of Witness [to all] – that is the one who, upon witnessing those guna-matters, attains “I” Itself – meaning: attains My State of Vasudeva [the Omnipresent; the All] (“vAsudeva sarvamiti” [Vasudeva is All] – this direct Knowledge). How does that being attain “Vasudeva-ness”? But like this: those very familiar gunas can no longer put that knowledgeable being inside that body of physical, subtle and causal aspects, [that body that is] is built by those three gunas. In front of that being, their broken illusory web does not become whole again. It is the body that is born and makes one suffer the pains of birth, death and infirmities. But with the destruction of the cause of the appearance of that body, no actions manifest any more. With the absence of a foundation for enjoyment (because of the absence of body-oriented-consciousness) – the non-emergence of the pain of birth, death and old age/infirmities – that is that which is called “the attainment of one’s True Form beyond the three gunas,” the “attainment of Immortality for the embodied one,” or “Emancipation.” And that certainly does happen."
21,Arjuna said: “Lord! By what signs does the embodied one go beyond the three gunas? What kind of character does that being have? Through what methods does that being become established by going beyond the three gunas?”,"The sadhak [spiritual practitioner], who is accustomed to go about as one who is under the powers of the actions and manifestations of the gunas, wanting to know how it all is with the characteristics, gait, and way of being in the state beyond the three gunas, as well as the enjoyment of Immortality while carrying on the body, is at the moment observing his/her state of consciousness from the time just before [this present state in this sloka], and saying: “O Lord. How does one go beyond those three gunas? By what signs are the great souls who are beyond the three gunas recognized? And how is the character and behavior of those great souls, or what kind [of characteristics and behaviors] do they display? Tell me these very things."
"22,23,24,25","The Lord said: “Illumination, endeavor, delusion – when all of these activities of the gunas are active together (towards the substances) – the one who does not hate, and while being unengaged, does not want (substances); the one who, being aloof, just remains as one is and is not perturbed by the activities of all of the gunas – (instead) ‘all are doing their own works according to their nature’ – knowing this, remains settled, and does not get restless; the one for whom pleasure and pain are the same; the one who is ‘svastha’ (settled in the Self); the one for whom a clod, stone and gold are the same; the one for whom dear and non-dear are the same; the one who is steady; the one for whom derision or praise [towards oneself by others] is the same; the one who remains in the same state [of steadiness] in honor and dishonor; the one for whom even friend and foe are the same; and the one who renounces all undertakings – that is the one who is said to be beyond the gunas.”","O Pandava [Arjuna]! This illumination that is the work of sattva, the endeavoring of rajas, the delusion of tamas – the one who does not have either attachment or repulsion towards these [this sentence is left incomplete in the original]. The qualities [the gunas] are themselves qualities, and the actions of the qualities are simply qualities in another form – the one who, understanding this, becomes a witness of the gunas, and in order to attain one’s own Self, renounces endeavoring, and in order to annihilate suffering and ignorance, does not long for withdrawal [either] – that is the one who is called “gunateet” [beyond the gunas].
Just as – if one sits up above in a high place, no one from below can touch that person – in the same way, the one who keeps oneself apart from the gunas and the works of the gunas, and does not feel obstacles or conflicts from the works of the gunas; the one who is “svastha” [abiding in the Self] – meaning: always settled in one’s True Self; the one for whom the perception of differences between pleasure and pain, in a clod (lump of earth), stone (rock), gold and such have disappeared; the one in whose antahkarana [inner being] no functionalities called dear or non-dear arise; the one for whom there is no feeling of derision and praise, honor and dishonor, enemy or friend – what to say, the one who has even renounced every kind of endeavor (the one who does not begin any kind of thing) – that is the one who is called “gunateet” [beyond the gunas]."
"{26,27}{stop}","The one who serves, through single-minded bhakti-yoga, Me alone – that being goes beyond all of these gunas completely, and becomes fit to attain Brahman Itself. This is because I AM the Foundation (the Deity) of Brahman, and I AM also the Foundation of the Indestructible, Immortality, the Pure Dharma and Absolute Happiness as well.","This “I” – the “I” that is Only and Alone, the One onto Whom no dabs of the waverings of addition or subtraction can be stuck – keeping this “I” unswerving in the way taught by guru – and, being free of all wavering, the one who makes the effort to merge [in the Self] – that one goes beyond all gunas and becomes That which is meant by the word “Brahman.” That Brahman is like this: the One Who simply Is and just Is, the One in Whom there is no end/limit, the One Who is Indestructible, the One Who is Eternal, the One Who is Dharma, the One Who is the Highest Happiness – That.

“BrahmaNo hi pratiShThAham” [I AM the Foundation of Brahman] – the meaning of this statement is: I AM the Deity [aspect] of Brahman – meaning: I am Brahman in Concentrated Form, or – I am Kutastha Chaitanya – like the concentrated aspect of the light [of the sun] is called the “solar sphere.” Energy and heat is unseen but they are all-pervading. With greater or lesser amounts (being subtle or extremely fine), the energy that is in every substance – as that energy concentrates in one place – as heat increases more and more, becomes intensified and concentrated, and then takes on a luminous form, and takes on the name of “fire-flame” – in the same way, the extremely subtle, unseen Consciousness-Essence (Brahman-Substance) becomes concentrated in the Kuta, takes on the Form of Revelatory Light, and takes on the name of “Aham” [“I”].

That is why this “Aham” or “I” is called “Ghana Chaitanya” [Concentrated Consciousness/Spirit]. It is for this reason that the Formless Brahman’s Foundation (Deity, Formed Consciousness, or Form [of Consciousness]) is “I”. I AM Brahman – Indestructibility Itself, Immortality Itself, the Pure Dharma Itself and Absolute Happiness Itself. But “Aham” is the Deity [aspect] of Brahman. That is why this “Aham,” the Supreme Bliss Itself, the Supreme Person Kutastha Chaitanya – is the Foundation of all of this."
