Verse Index{hide},Pranab Gita Translation,Pranab Gita Commentary
15,"Arjuna said: “O Lord! I see in Your Body all gods, all of the kinds of living beings and phenomena such as mammals etc., divine sages, all of the serpents and the lord of creation Brahmaa seated on a lotus-dais.”","Now, with the functionality of seeing in the direction of Brahman being active, the sadhak is witnessing within his own body the Cosmic Form. Without being a seer, one cannot see that which is to be seen. Dressing up oneself as the “seer,” making the cosmos into “you” and the “seen,” the sadhak, forgetting the Selfness of the Self, is overcome by the Cosmic Form, and is saying, “O Lord! In Your Divine Body – it is all the Grand Sport of Space. Scent from earth, taste from water, sight from fire, touch from air and sound from space are becoming the five causes in Space and only Space. The causal effects of the mixing of the three gunas – sattva, rajas and tamas – are manifesting wondrous things. All of the creative power of Prakriti – all of it is coming about in one place like a magic show. There is no end to creation. In that place, Brahmaa, the god of creation, is seated on a lotus-dais; all of the gods, the lineages of sages, the lineages of serpents are all there. All of it is mutation of space into form. (Dear sadhak! With due care, relate this with all of your visions in Kutastha.) "
16,"O Lord of the universe! O Cosmic Form! I see You everywhere with many arms, bellies, mouths, eyes, and with infinite forms. And I am also seeing You as having no end, no middle and no beginning. ","I see so many bellies, so many arms/hands, so many mouths, so many eyes – there is no end to it. I am looking in ten directions [all around]. In no side can I discern a beginning, end or middle. O Lord of the universe! Is this Your Cosmic Form?"
17,"I see You wearing a crown, holding a mace, blazing everywhere with masses of light, dazzling the gaze, shining with radiance like fire and sun, and immeasurable. ","Some are wearing “kireet” [crown] (“kireet” is headwear/hat that has a spire, is embedded with jewels-pearls-rubies [meaning: bejeweled] with tassels hanging). Some have a mace/club in their hands. Some have a discus [whirling weapon]. All are masses of light. The effulgence dazzles the eyes (but there is no discomfort in seeing it). What is this vision I am seeing?! It is difficult to keep my sight settled when looking at Your Form. It is beyond imagination/comparison. It is as if the sun, lightning and fire have mixed together and are blazing forth with light. "
18,"You are the Supreme Indestructible One. (You are the One Who is) that which is to be known. You are the Supreme Resting Place of this universe. You are Inexhaustible, and the director of the Eternal Dharma. You are the Universal Being. (This is verily) my perception (firm belief).","“Tvamaksharam” = You are “akshara” [indestructible] – that which cannot be destroyed/that which cannot perish (see Chapter 8, sloka 3); “paramam” [supreme] = You are Brahman; “veditavyam” = You are the Thing that is to be known; You are “avyaya” [inexhaustible] = Limitless; “shAshvata” [eternal] = You are forever existing; “dharmagoptA” [secret protector of dharma] = You are actually the universe itself, but it looks as if You are the Support of the universe. This veil – this is what has made You the Lord of Your Secret; “sanAtana” [universal] = You are the perfect, beginning-less Eternity; “puruSha” [being; person] = You are the Inner Spirit/Being within that which is meant as “sarva” [all that exists in creation; the experiences of the 24 tattvas [elements]]. — Begin Translator’s Note — The Bengali text regarding the word “puruSha” – “sorbo [sarva] shobder [shabder] orther ontoraattaa tumi” can also be translated thus: “You are the Inner Spirit/Being within the meanings of every word.” However, the word “sarva” [every; all] has been used very specifically in the Pranab Gita to be a word that means “all that exists in creation” or “the experiences of the 24 tattvas [elements].” The translation that is presented in the main body of the text takes that previous usage of the word “sarva” into consideration. This version of the translation in the main text aligns more appropriately with the sloka and its commentary than the alternative version provided at the beginning of this footnote. — End Translator’s Note — This, verily, I have understood. "
19,"I see you as: without beginning, middle or end, with limitless Power, with infinite numbers of arms, with eyes of the moon and the sun, with fire blazing from Your mouth, burning all of this universe with the heat of Your fire. ","You have no beginning, end or middle. You are Limitless. There is no end to Your Splendor, Glory, Capability. You are Limitless. Your Active Power is present equally in everything/everywhere. You are Limitless. You are more Ferocious than ferocity itself, and more Beautiful than beauty itself – the Self witnessing the Self. Your mouth is blazing with flames of fire. With Your Energy, this creation is burning ([but] does not melt). I am seeing this."
20,"O Great Spirit! It is You Who pervade this “antar” [inner part] (“antareeksha” [part within]) “svarga” [heaven] and “prithivi” [earth], as well as every direction that there is. I am seeing that the three planes are quite stunned (afraid) upon witnessing this terrible and astonishing Form of Yours.","The place where the gods live – meaning: during the time of meditation, the place where the sadhak sees luminous forms that have no shadows – that is the place called “svarga” [heaven]. The sound “svr” means “making sound” (“svara” [musical tones]), and “gai” means “to do ‘gaana’” [to sing]. Upon the driving of prana-vayu (by the guruinstructed method), the place from where the seven “svaras” [musical tones] are heard – it is that place that is called “svarga.” (It can be known through sadhana.) And the place of action – meaning: the residing place for those who carry physical bodies [embodied beings] is called “prithivi” [earth]. And the space between these two – meaning: the void-abode – that is called “antareeksha” [the part within]. “Antar” means the inner part – meaning: the place in the middle [of some area], “eeksha” means “seeing.” Ohhh! Oh – oh – oh! In all of the ten directions [meaning: all around] of these three places, You are pervading as One. There is no place where You are not. There is no thing that is not You. O Great Spirit! I am seeing that those three abodes are full of great fear because of Your unimaginable (that which I have not seen before) and fierce (terrifying) Form. "
21,"All of the divine beings are entering You (surrendering). Some are trepidatiously praying with joined palms (saying from afar: “save us; save us”). The great sages and perfected beings are saying “svasti” [glory to You], and are singing hymns, extolling You with words of praise.","“Am[a]” = having illness/disease; and “in” = staying. Being ill is called “amee.” The word “hi” means “certainty.” “SurasanghA” = the aggregate of gods; “tvAm” = in You; “vishanti” = entering [see first line of above sloka for the occurrence of these words]. Those luminous gods are like ill beings with no light when compared to Your Light, and they are entering You. As well, some are full of fear, and, with joined palms, they are saying, “save us; save us.” And the realized beings and great sages are all saying “svasti” [praise to You], and are blessing this creation with this blessed utterance. This is because: if this creation were not there, then we would not be able to see this Form of Yours which is beyond all forms; and thus, they are singing hymns of the highest praise to You. This means: one has become intoxicated by the Cosmic Form and is saying, “Here it is! This is Your Form beyond all forms! “Ritam” [governance], “satyam” [truth], “param” [supreme]. Lo! ‘Jai jagadish hare’ [glory to the Lord of creation].” “hare murAre madhukaiTabhAre gopAla govinda mukunda shaure yajnesha nArAyaNa kṛShNa viShNo nirAshrayaṃ mAṃ jagadeesha raksha” [Hari, the destroyer of Mura, Madhu and Kaitabha Gopal, Govinda, Mukunda, the greatest of heroes The Lord of the yajnas, [is] Narayana, Krishna, Vishnu I am without refuge; save me O Lord of the universe]"
22,"“Rudra[s],” “ditya[s],” “vasu[s],” the gods called “sadhya[s]” (them), “vishva-deva[s],” the two “Ashvini kumars,” “marut[s],” ancestors, “gandharva[s]-yaksha[s]-asura[s]-siddha[s]” – all are beholding You with astonishment.” ","Eleven “rudras” ([see] Chapter 10, sloka 23), eight “vasus” (see Chapter 10, sloka 23), [twelve] “sadhyas” ([named:] “Manah,” “Manta,” “Prana,” “Sara,” “Paana,” “Veeryavan,” “Vinirbhaya,” “Laya,” “Dangsha,” “Narayana,” “Vrisha,” and “Prabhu” – these twelve types of gods), “vishva-devas” ([named:] “Vasu,” “Satya,” “Kratu,” “Vaksha,” “Kaal,” “Kama,” “Dhriti,” “Kuru,” “Pururava,” and “Madrava” – these ten types of “ganadevatas” [gods of a certain type], the two “Ashvini kumars” [mythical figures], “maruts” (“mr” = “mara” [dying]; “ut” = “making it be” – meaning: one, or ones, who, if angered, can cause death – that one is, or they are, called “marut/s” – meaning: the forty-nine types of vayus [airs; vital-airs], “ushmapa” – meaning: ancestors (these are of seven lineages: “Agnishvatta,” “Saumya,” “Havishvanta,” “Ushmapa,” “Sukalina,” “Vahirda,” “Ajyapa”), “gandharvas” [celestial beings] such as “Haha,” “Huhu” etc., “yakshas” [celestial beings] such as “Kubera,” etc., “asuras” [imperfect supernatural beings] such as “Virochana” etc., “siddhas” [perfected beings] such as “Kapila” etc. – all are absolutely astonished (with stupefied faces) beholding You. Dear sadhak! Keep staring in that dumbfounded way. Relate it [to your experience]."
23,"O “Mahabahu” [Mighty-armed One; Sri Krishna]! Seeing Your terrifying Form with many mouths, many eyes, many arms, many thighs and many feet, many bellies and many teeth, all beings are stricken with terror, as too am I. ","O “Mahabahu” [Mighty-armed One; Sri Krishna]! (One for Whom everything with a beginning, end and middle is under complete control in His hands – He is the One Who is called “Mahabahu.”) “Roopam mahatte” [huge form] – this Enormous Form of Yours is even beyond Mahat [the place/source from which the apparent world comes]. You have no Form. This is because You are without beginning; You are without end. Form exists with beginning and with end. But You have even taken Mahat into Your abyss, and are existing as One Form in such a Way – there are no words in language for that; it cannot be said with speech. Still, that Form that is appearing in that Mahat of Yours – in that, there are innumerable mouths, eyes, arms/hands; innumerable thighs, feet/legs, bellies; innumerable horrifying teeth. Seeing that, all of the worlds of beings are terrified and filled with anxiety; I too am terrified. (Dear sadhak! Relate this to that feeling of yours at that time; and go on connecting it.)"
24,"O Vishnu! Upon seeing You as pervading within [all], illuminated, with many forms and with gaping mouth, and with fiery, gigantic eyes, I am fearful in my heart, and I cannot find steadiness or tranquility.","O Vishnu! (The One Who pervades all of the universe like ghee existing within milk – He is the One Who is called “Vishnu.”) It is as if You have taken Space into You, and there are many forms, beyond measure; that gaping mouth of Yours with blazing flames coming forth from it, and that intensely bright mass of light that is Your expansive Eye – seeing that, my inner being is trembling with fear. I am not able to be steady or properly keep my equipoise. "
25,"O Lord! Seeing Your many horrifying, teeth-filled mouths flaming with the fire of final destruction, I have lost sense of any of the directions. I cannot find comfort. Be appeased, O Home of the universe. ","O Lord! It is as if the light from the horrifying teeth in Your terrifying mouth is like the creation-destroying lightning of the time of dissolution. I am seeing them like flames of fire taking over all directions. I have lost sense of all directions. And I cannot feel any comfort at all. O Home of all creation, be appeased. "
"26,27","All of those sons of Dhritarasthra, along with the kings of the world, are entering into You with torrential force, and Bhishma, Drona and “Sutaputra” (Karna), along with the great warriors from our side as well, are going into Your terrifying mouth through Your awfully fearsome teeth. I am seeing that the heads of some (among them) are being crushed and that they are stuck between those teeth. ","Unless a stake is driven through the worldly experience in the inner being, no one can ever have the respite to look towards Liberation. The Liberation-desiring sadhak thinks of the worldly experience in the inner being – comprised of lust and such – as being one’s adversary, and takes discrimination/discernment, detachment and such as one’s own. The sadhak even practices/serves those [qualities of detachment etc.]. But as one goes on rising up, so do those things that are “one’s own” start to fall off one by one; it is experienced directly. This is because there cannot be Liberation as long as there are things remaining that are endowed with beginnings and ends (meaning: the idea of “avoiding” [disconnecting from absolutely everything; or keeping something good and discarding the bad] is meaningless). Thus, in the beginning, the things that appear to be “against” one have to be rooted out, directly. [However], whatever is born of the antahkarana [inner operators of personal consciousness], all of that is distortion [of Reality]. There is no good and bad attributed to them. The worldly experience is desire, and that “that Liberation, oh I just about have it” – that is also desire. Some a little before, some a little later – but I see that no one is being spared from burning in the Fire of Brahman. The reflected consciousness, impressions, desire to do duty, discrimination/discernment, detachment – all are going away. "
28,"Just as all rivers with their many torrential currents go towards the sea and enter the sea itself – in the same way, all of those heroic ones of the human world are entering Your omnipresent and blazing mouths. ","“NaralokaveerA” – “na” = negation; “rah” = revelation; illumination – meaning: one in whom there is no light that illuminates either oneself or anything else– that is called “nara” [no light]. For as long as the human being stays with the greed of grasping and rejecting, for that long is the human being [in the state of] “nara.” “Nara” means that which has no light. “Loka” [abode[s]] means all that is visible. And “veera” [conqueror] means that which has the capability to bind/capture. Thus, [“naralokaveera” means] the sights which are without illumination, which are Mayic things, and which also have the power to bind. Whatever/whomever is like this – that thing/that one is “naralokaveera.” Now dear sadhak, see. The good and bad things springing forth from your antahkarana – due to the current of samskaras [latent tendencies], they come from somewhere, show themselves to you, bind you in your antahkarana with their impressions, and within a moment enter into that destructive light. All of this is Space. Even if appearing as imaginary flowers [beautiful things], they are [nevertheless] against the path of Brahman. That is why it is being said: just as water runs with torrential force into the ocean and blends with it, and just as it has no more beingness – in the same way, that falsehood of Maya – all of those “naralokaveera” – are losing their beingness by falling into Your light – meaning: the sadhak’s delusional ignorance is being resolved."
29,"Just as insects fly speedily into the flaming fire and die, in the same way, all beings/things are speedily entering into death in all of Your mouths. ","Just as flying insects get drawn in by the current of the blazing fire, and they fall and die in it – in the same way, the emergenceand destruction-endowed abodes of impure ignorance (whatever there is that is seen) are coming to their extinction in Your mouth, like darkness ending when there is light."
30,"With all mouths flaming, all of the “lokas” [people; planes] are being swallowed and being fully tasted [in the mouths]. O Vishnu! All of Your fiercely intense flames are permeating and burning everything in the entire creation. ","Dear sadhak! Relate this state to the state during your sadhana, and be free of fear. Indivisible time has been bound up with the three divisions of past, future and present only to allow one to perceive changes. If one just slips off of the very subtle present, the changes of the changeable come to an end – meaning: they return to the abyss of the Changeless. That Changeless State is “Vishnu” or the state of Omnipresence. Following the progression of time (at the time of Kriya), when the sadhak sees the changeable [creation] change in that Changeless One due to the appearance of torrential events (meaning: when the sadhak sees the substances of the present from the abyss of the past), then the sadhak feels: “Lo! This changing samsara-universe – it is as if it is entering an incinerating, immense mouth, and it is as if that universe-consuming mouth is chewing and chewing, tasting the taste of the universe and swallowing it into its stomach. "
31,"Who are You – with such a terrifying form? Tell me. I bow to you. O Greatest of gods, be appeased. I want to know You well, O Primal Person, as I do not know anything about Your actions (works). ","Upon experiencing this incredible state, along with excitement, a great longing appears in the sadhak’s mind to know what is beyond the heavy experience [that the sadhak is going through at this time]. With that, there is this understanding. Oh, what is this?! Space is the subtlest of all elements. Through the physical eyes, the sky appears a great distance away with an illusory blue color. But right now, I have my eyes closed. Thus, I am seeing the play of an incredible vision that is far more subtle than space itself. And the One who is swallowing even that extremely subtle vision into His stomach – Who is this One who is subtler and beyond the subtlest? “Akhyahi me” – tell me. “Ko bhavAn ugraroopah” – this fierce form – who are You? Greater than humans are the space/skyresiding gods. You are greater than even them. Therefore, O Greatest of gods! I bow to You! O Greatest of the greatest! I bow to You. “Praseeda” – be appeased; have mercy. “VijnAtumicchhami” – I so want to know. I am unable to comprehend Your beginning, end and middle, Your actions and Your power"
32,"The Lord said: “I am the loka-destroying [manifestation destroying], overpowering Time. I have now become engaged in order to destroy all lokas [planes; people; manifestation]. (Thus,) even without you killing them, all of the warriors that are present here on their respective sides – none of them will remain.” ","Whatever the astonished sadhak has just seen from [still] abiding in Prakriti – now, with his/her own experience, the sadhak is resolving those very things. The sadhak is observing: whatever I am seeing, I am actually seeing it/them with closed eyes. Is it possible to see with the eyes closed? It is with open eyes that people see all the things that are outside and are separate from the body. That is what is usually called “seeing.” Now what kind of seeing is this? None of this is outside! Everything is within me! O Lord. All of the activities of creation, preservation and destruction are actually happening within me! Yet, I am not touching them, nor am I doing anything. What to say, I am seeing that not even a little bit of change is happening to me. So that is how it is! So it means that the abode where karmas end is the “I” in me? Lo! Who is this “I”? The One Whose food is karma itself – is it so that that karma-eater is “I”? Now what in the world is this that I am knowing? Who is this “I”? “KAlo’smi lokakshayakṛt pravṛddhe” – the immense, boundless loka-destroying [manifestationdestroying] Time am “I”. Now I have become engaged in taking away (destroying) those lokas [planes; people; manifestation]. O Arjuna! All of those [beings/attributes] of the two sides that you see that have come to fight – now even if you do not do battle (do Kriya), not a single one of them will remain alive in the future. This is because the sadhak is seeing this: the kind of “time” that is arising due to the fruits of Kriya – at that, all are being ended automatically in the “I” Itself. The “I” is without end. "
