Sanskrit{hide},Transliteration{hide}
"शरीरवाङ्मनोभिर्यत्कर्म प्रारभते नर: |
न्याय्यं वा विपरीतं वा पञ्चैते तस्य हेतव: || 15||","śharīra-vāṅ-manobhir yat karma prārabhate naraḥ
nyāyyaṁ vā viparītaṁ vā pañchaite tasya hetavaḥ"
"तत्रैवं सति कर्तारमात्मानं केवलं तु य: |
पश्यत्यकृतबुद्धित्वान्न स पश्यति दुर्मति: || 16||","tatraivaṁ sati kartāram ātmānaṁ kevalaṁ tu yaḥ
paśhyaty akṛita-buddhitvān na sa paśhyati durmatiḥ"
"यस्य नाहङ् कृतो भावो बुद्धिर्यस्य न लिप्यते |
हत्वाऽपि स इमाँल्लोकान्न हन्ति न निबध्यते || 17||","yasya nāhankṛito bhāvo buddhir yasya na lipyate
hatvā ‘pi sa imāl lokān na hanti na nibadhyate"
"ज्ञानं ज्ञेयं परिज्ञाता त्रिविधा कर्मचोदना |
करणं कर्म कर्तेति त्रिविध: कर्मसंग्रह: || 18||","jñānaṁ jñeyaṁ parijñātā tri-vidhā karma-chodanā
karaṇaṁ karma karteti tri-vidhaḥ karma-saṅgrahaḥ"
"ज्ञानं कर्म च कर्ता च त्रिधैव गुणभेदत: |
प्रोच्यते गुणसङ् ख्याने यथावच्छृणु तान्यपि || 19||","jñānaṁ karma cha kartā cha tridhaiva guṇa-bhedataḥ
prochyate guṇa-saṅkhyāne yathāvach chhṛiṇu tāny api"
"सर्वभूतेषु येनैकं भावमव्ययमीक्षते |
अविभक्तं विभक्तेषु तज्ज्ञानं विद्धि सात्त्विकम् || 20||","sarva-bhūteṣhu yenaikaṁ bhāvam avyayam īkṣhate
avibhaktaṁ vibhakteṣhu taj jñānaṁ viddhi sāttvikam"
"पृथक्त्वेन तु यज्ज्ञानं नानाभावान्पृथग्विधान् |
वेत्ति सर्वेषु भूतेषु तज्ज्ञानं विद्धि राजसम् || 21||","pṛithaktvena tu yaj jñānaṁ nānā-bhāvān pṛithag-vidhān
vetti sarveṣhu bhūteṣhu taj jñānaṁ viddhi rājasam"
"यत्तु कृत्स्नवदेकस्मिन्कार्ये सक्तमहैतुकम् |
अतत्त्वार्थवदल्पं च तत्तामसमुदाहृतम् || 22||","yat tu kṛitsna-vad ekasmin kārye saktam ahaitukam
atattvārtha-vad alpaṁ cha tat tāmasam udāhṛitam"
"नियतं सङ्गरहितमरागद्वेषत: कृतम् |
अफलप्रेप्सुना कर्म यतत्सात्त्विकमुच्यते || 23||","niyataṁ saṅga-rahitam arāga-dveṣhataḥ kṛitam
aphala-prepsunā karma yat tat sāttvikam uchyate"
"यत्तुकामेप्सुना कर्म साहङ्कारेण वा पुन: |
क्रियते बहुलायासं तद्राजसमुदाहृतम् || 24||","yat tu kāmepsunā karma sāhankāreṇa vā punaḥ
kriyate bahulāyāsaṁ tad rājasam udāhṛitam"
"अनुबन्धं क्षयं हिंसामनपेक्ष्य च पौरुषम् |
मोहादारभ्यते कर्म यतत्तामसमुच्यते || 25||","anubandhaṁ kṣhayaṁ hinsām anapekṣhya cha pauruṣham
mohād ārabhyate karma yat tat tāmasam uchyate"
"मुक्तसङ्गोऽनहंवादी धृत्युत्साहसमन्वित: |
सिद्ध्यसिद्ध्योर्निर्विकार: कर्ता सात्त्विक उच्यते || 26||","mukta-saṅgo ‘nahaṁ-vādī dhṛity-utsāha-samanvitaḥ
siddhy-asiddhyor nirvikāraḥ kartā sāttvika uchyate"
"रागी कर्मफलप्रेप्सुर्लुब्धो हिंसात्मकोऽशुचि: |
हर्षशोकान्वित: कर्ता राजस: परिकीर्तित: || 27||","rāgī karma-phala-prepsur lubdho hinsātmako ‘śhuchiḥ
harṣha-śhokānvitaḥ kartā rājasaḥ parikīrtitaḥ"
"अयुक्त: प्राकृत: स्तब्ध: शठो नैष्कृतिकोऽलस: |
विषादी दीर्घसूत्री च कर्ता तामस उच्यते || 28||","ayuktaḥ prākṛitaḥ stabdhaḥ śhaṭho naiṣhkṛitiko ‘lasaḥ
viṣhādī dīrgha-sūtrī cha kartā tāmasa uchyate"
"बुद्धेर्भेदं धृतेश्चैव गुणतस्त्रिविधं शृणु |
प्रोच्यमानमशेषेण पृथक्त्वेन धनञ्जय || 29||","buddher bhedaṁ dhṛiteśh chaiva guṇatas tri-vidhaṁ śhṛiṇu
prochyamānam aśheṣheṇa pṛithaktvena dhanañjaya"
"प्रवृत्तिंच निवृत्तिं च कार्याकार्ये भयाभये |
बन्धं मोक्षं च या वेत्तिबुद्धि: सा पार्थ सात्त्विकी || 30||","pravṛittiṁ cha nivṛittiṁ cha kāryākārye bhayābhaye
bandhaṁ mokṣhaṁ cha yā vetti buddhiḥ sā pārtha sāttvikī"
"यया धर्ममधर्मं च कार्यं चाकार्यमेव च |
अयथावत्प्रजानाति बुद्धि: सा पार्थ राजसी || 31||","yayā dharmam adharmaṁ cha kāryaṁ chākāryam eva cha
ayathāvat prajānāti buddhiḥ sā pārtha rājasī"
"अधर्मं धर्ममिति या मन्यते तमसावृता |
सर्वार्थान्विपरीतांश्च बुद्धि: सा पार्थ तामसी || 32||","adharmaṁ dharmam iti yā manyate tamasāvṛitā
sarvārthān viparītānśh cha buddhiḥ sā pārtha tāmasī"
"धृत्या यया धारयते मन:प्राणेन्द्रियक्रिया: |
योगेनाव्यभिचारिण्या धृति: सा पार्थ सात्त्विकी || 33||","dhṛityā yayā dhārayate manaḥ-prāṇendriya-kriyāḥ
yogenāvyabhichāriṇyā dhṛitiḥ sā pārtha sāttvikī"
"यया तु धर्मकामार्थान्धृत्या धारयतेऽर्जुन |
प्रसङ्गेन फलाकाङ् क्षी धृति: सा पार्थ राजसी || 34||","yayā tu dharma-kāmārthān dhṛityā dhārayate ‘rjuna
prasaṅgena phalākāṅkṣhī dhṛitiḥ sā pārtha rājasī"
"यया स्वप्नं भयं शोकं विषादं मदमेव च |
न विमुञ्चति दुर्मेधा धृति: सा पार्थ तामसी || 35||","yayā svapnaṁ bhayaṁ śhokaṁ viṣhādaṁ madam eva cha
na vimuñchati durmedhā dhṛitiḥ sā pārtha tāmasī"
"सुखं त्विदानीं त्रिविधं शृणु मे भरतर्षभ |
अभ्यासाद्रमते यत्र दु:खान्तं च निगच्छति || 36||","sukhaṁ tv idānīṁ tri-vidhaṁ śhṛiṇu me bharatarṣhabha
abhyāsād ramate yatra duḥkhāntaṁ cha nigachchhati"
"यत्तदग्रे विषमिव परिणामेऽमृतोपमम् |
तत्सुखं सात्त्विकं प्रोक्तमात्मबुद्धिप्रसादजम् || 37||","yat tad agre viṣham iva pariṇāme ‘mṛitopamam
tat sukhaṁ sāttvikaṁ proktam ātma-buddhi-prasāda-jam"
"विषयेन्द्रियसंयोगाद्यत्तदग्रेऽमृतोपमम् |
परिणामे विषमिव तत्सुखं राजसं स्मृतम् || 38||","viṣhayendriya-sanyogād yat tad agre ’mṛitopamam
pariṇāme viṣham iva tat sukhaṁ rājasaṁ smṛitam"
"यदग्रे चानुबन्धे च सुखं मोहनमात्मन: |
निद्रालस्यप्रमादोत्थं तत्तामसमुदाहृतम् || 39||","yad agre chānubandhe cha sukhaṁ mohanam ātmanaḥ
nidrālasya-pramādotthaṁ tat tāmasam udāhṛitam"
"न तदस्ति पृथिव्यां वा दिवि देवेषु वा पुन: |
सत्त्वं प्रकृतिजैर्मुक्तं यदेभि: स्यात्त्रिभिर्गुणै: || 40||","na tad asti pṛithivyāṁ vā divi deveṣhu vā punaḥ
sattvaṁ prakṛiti-jair muktaṁ yad ebhiḥ syāt tribhir guṇaiḥ"
"ब्राह्मणक्षत्रियविशां शूद्राणां च परन्तप |
कर्माणि प्रविभक्तानि स्वभावप्रभवैर्गुणै: || 41||","brāhmaṇa-kṣhatriya-viśhāṁ śhūdrāṇāṁ cha parantapa
karmāṇi pravibhaktāni svabhāva-prabhavair guṇaiḥ"
"शमो दमस्तप: शौचं क्षान्तिरार्जवमेव च |
ज्ञानं विज्ञानमास्तिक्यं ब्रह्मकर्म स्वभावजम् || 42||","śhamo damas tapaḥ śhauchaṁ kṣhāntir ārjavam eva cha
jñānaṁ vijñānam āstikyaṁ brahma-karma svabhāva-jam"
"शौर्यं तेजो धृतिर्दाक्ष्यं युद्धे चाप्यपलायनम् |
दानमीश्वरभावश्च क्षात्रं कर्म स्वभावजम् || 43||","śhauryaṁ tejo dhṛitir dākṣhyaṁ yuddhe chāpy apalāyanam
dānam īśhvara-bhāvaśh cha kṣhātraṁ karma svabhāva-jam"
"कृषिगौरक्ष्यवाणिज्यं वैश्यकर्म स्वभावजम् |
परिचर्यात्मकं कर्म शूद्रस्यापि स्वभावजम् || 44||","kṛiṣhi-gau-rakṣhya-vāṇijyaṁ vaiśhya-karma svabhāva-jam
paricharyātmakaṁ karma śhūdrasyāpi svabhāva-jam"
"स्वे स्वे कर्मण्यभिरत: संसिद्धिं लभते नर: |
स्वकर्मनिरत: सिद्धिं यथा विन्दति तच्छृणु || 45||","sve sve karmaṇy abhirataḥ sansiddhiṁ labhate naraḥ
sva-karma-nirataḥ siddhiṁ yathā vindati tach chhṛiṇu"
"यत: प्रवृत्तिर्भूतानां येन सर्वमिदं ततम् |
स्वकर्मणा तमभ्यर्च्य सिद्धिं विन्दति मानव: || 46||","yataḥ pravṛittir bhūtānāṁ yena sarvam idaṁ tatam
sva-karmaṇā tam abhyarchya siddhiṁ vindati mānavaḥ"
"श्रेयान्स्वधर्मो विगुण: परधर्मात्स्वनुष्ठितात् |
स्वभावनियतं कर्म कुर्वन्नाप्नोति किल्बिषम् || 47||","śhreyān swa-dharmo viguṇaḥ para-dharmāt sv-anuṣhṭhitāt
svabhāva-niyataṁ karma kurvan nāpnoti kilbiṣham"
"सहजं कर्म कौन्तेय सदोषमपि न त्यजेत् |
सर्वारम्भा हि दोषेण धूमेनाग्निरिवावृता: || 48||","saha-jaṁ karma kaunteya sa-doṣham api na tyajet
sarvārambhā hi doṣheṇa dhūmenāgnir ivāvṛitāḥ"
"असक्तबुद्धि: सर्वत्र जितात्मा विगतस्पृह: |
नैष्कर्म्यसिद्धिं परमां सन्न्यासेनाधिगच्छति || 49||","asakta-buddhiḥ sarvatra jitātmā vigata-spṛihaḥ
naiṣhkarmya-siddhiṁ paramāṁ sannyāsenādhigachchhati"
"सिद्धिं प्राप्तो यथा ब्रह्म तथाप्नोति निबोध मे |
समासेनैव कौन्तेय निष्ठा ज्ञानस्य या परा || 50||","siddhiṁ prāpto yathā brahma tathāpnoti nibodha me
samāsenaiva kaunteya niṣhṭhā jñānasya yā parā"
"बुद्ध्या विशुद्धया युक्तो धृत्यात्मानं नियम्य च |
शब्दादीन्विषयांस्त्यक्त्वा रागद्वेषौ व्युदस्य च || 51||","buddhyā viśhuddhayā yukto dhṛityātmānaṁ niyamya cha
śhabdādīn viṣhayāns tyaktvā rāga-dveṣhau vyudasya cha"
"विविक्तसेवी लघ्वाशी यतवाक्कायमानस: |
ध्यानयोगपरो नित्यं वैराग्यं समुपाश्रित: || 52||","vivikta-sevī laghv-āśhī yata-vāk-kāya-mānasaḥ
dhyāna-yoga-paro nityaṁ vairāgyaṁ samupāśhritaḥ"
"अहङ्कारं बलं दर्पं कामं क्रोधं परिग्रहम् |
विमुच्य निर्मम: शान्तो ब्रह्मभूयाय कल्पते || 53||","ahankāraṁ balaṁ darpaṁ kāmaṁ krodhaṁ parigraham
vimuchya nirmamaḥ śhānto brahma-bhūyāya kalpate"
"ब्रह्मभूत: प्रसन्नात्मा न शोचति न काङ् क्षति |
सम: सर्वेषु भूतेषु मद्भक्तिं लभते पराम् || 54||","brahma-bhūtaḥ prasannātmā na śhochati na kāṅkṣhati
samaḥ sarveṣhu bhūteṣhu mad-bhaktiṁ labhate parām"
"भक्त्या मामभिजानाति यावान्यश्चास्मि तत्त्वत: |
ततो मां तत्त्वतो ज्ञात्वा विशते तदनन्तरम् || 55||","bhaktyā mām abhijānāti yāvān yaśh chāsmi tattvataḥ
tato māṁ tattvato jñātvā viśhate tad-anantaram"
"सर्वकर्माण्यपि सदा कुर्वाणो मद्व्यपाश्रय: |
मत्प्रसादादवाप्नोति शाश्वतं पदमव्ययम् || 56||","sarva-karmāṇy api sadā kurvāṇo mad-vyapāśhrayaḥ
mat-prasādād avāpnoti śhāśhvataṁ padam avyayam"
"चेतसा सर्वकर्माणि मयि सन्न्यस्य मत्पर: |
बुद्धियोगमुपाश्रित्य मच्चित्त: सततं भव || 57||","chetasā sarva-karmāṇi mayi sannyasya mat-paraḥ
buddhi-yogam upāśhritya mach-chittaḥ satataṁ bhava"
"मच्चित्त: सर्वदुर्गाणि मत्प्रसादात्तरिष्यसि |
अथ चेत्वमहङ्कारान्न श्रोष्यसि विनङ्क्ष्यसि || 58||","mach-chittaḥ sarva-durgāṇi mat-prasādāt tariṣhyasi
atha chet tvam ahankārān na śhroṣhyasi vinaṅkṣhyasi"
"यदहङ्कारमाश्रित्य न योत्स्य इति मन्यसे |
मिथ्यैष व्यवसायस्ते प्रकृतिस्त्वां नियोक्ष्यति || 59||","yad ahankāram āśhritya na yotsya iti manyase
mithyaiṣha vyavasāyas te prakṛitis tvāṁ niyokṣhyati"
"स्वभावजेन कौन्तेय निबद्ध: स्वेन कर्मणा |
कर्तुं नेच्छसि यन्मोहात्करिष्यस्यवशोऽपि तत् || 60||","swbhāva-jena kaunteya nibaddhaḥ svena karmaṇā
kartuṁ nechchhasi yan mohāt kariṣhyasy avaśho ’pi tat"
"ईश्वर: सर्वभूतानां हृद्देशेऽर्जुन तिष्ठति |
भ्रामयन्सर्वभूतानि यन्त्रारूढानि मायया || 61||","īśhvaraḥ sarva-bhūtānāṁ hṛid-deśhe ‘rjuna tiṣhṭhati
bhrāmayan sarva-bhūtāni yantrārūḍhāni māyayā"
"तमेव शरणं गच्छ सर्वभावेन भारत |
तत्प्रसादात्परां शान्तिं स्थानं प्राप्स्यसि शाश्वतम् || 62||","tam eva śharaṇaṁ gachchha sarva-bhāvena bhārata
tat-prasādāt parāṁ śhāntiṁ sthānaṁ prāpsyasi śhāśhvatam"
"इति ते ज्ञानमाख्यातं गुह्याद्गुह्यतरं मया |
विमृश्यैतदशेषेण यथेच्छसि तथा कुरु || 63||","iti te jñānam ākhyātaṁ guhyād guhyataraṁ mayā
vimṛiśhyaitad aśheṣheṇa yathechchhasi tathā kuru"
"सर्वगुह्यतमं भूय: शृणु मे परमं वच: |
इष्टोऽसि मे दृढमिति ततो वक्ष्यामि ते हितम् || 64||","sarva-guhyatamaṁ bhūyaḥ śhṛiṇu me paramaṁ vachaḥ
iṣhṭo ‘si me dṛiḍham iti tato vakṣhyāmi te hitam"
"मन्मना भव मद्भक्तो मद्याजी मां नमस्कुरु |
मामेवैष्यसि सत्यं ते प्रतिजाने प्रियोऽसि मे || 65||","man-manā bhava mad-bhakto mad-yājī māṁ namaskuru
mām evaiṣhyasi satyaṁ te pratijāne priyo ‘si me"
"सर्वधर्मान्परित्यज्य मामेकं शरणं व्रज |
अहं त्वां सर्वपापेभ्यो मोक्षयिष्यामि मा शुच: || 66||","sarva-dharmān parityajya mām ekaṁ śharaṇaṁ vraja
ahaṁ tvāṁ sarva-pāpebhyo mokṣhayiṣhyāmi mā śhuchaḥ"
"इदं ते नातपस्काय नाभक्ताय कदाचन |
न चाशुश्रूषवे वाच्यं न च मां योऽभ्यसूयति || 67||","idaṁ te nātapaskyāya nābhaktāya kadāchana
na chāśhuśhruṣhave vāchyaṁ na cha māṁ yo ‘bhyasūtayi"
"य इदं परमं गुह्यं मद्भक्तेष्वभिधास्यति |
भक्तिं मयि परां कृत्वा मामेवैष्यत्यसंशय: || 68||","ya idaṁ paramaṁ guhyaṁ mad-bhakteṣhv abhidhāsyati
bhaktiṁ mayi parāṁ kṛitvā mām evaiṣhyaty asanśhayaḥ"
"न च तस्मान्मनुष्येषु कश्चिन्मे प्रियकृत्तम: |
भविता न च मे तस्मादन्य: प्रियतरो भुवि || 69||","na cha tasmān manuṣhyeṣhu kaśhchin me priya-kṛittamaḥ
bhavitā na cha me tasmād anyaḥ priyataro bhuvi"
"अध्येष्यते च य इमं धर्म्यं संवादमावयो: |
ज्ञानयज्ञेन तेनाहमिष्ट: स्यामिति मे मति: || 70||","adhyeṣhyate cha ya imaṁ dharmyaṁ saṁvādam āvayoḥ
jñāna-yajñena tenāham iṣhṭaḥ syām iti me matiḥ"
"श्रद्धावाननसूयश्च शृणुयादपि यो नर: |
सोऽपि मुक्त: शुभाँल्लोकान्प्राप्नुयात्पुण्यकर्मणाम् || 71||","śhraddhāvān anasūyaśh cha śhṛiṇuyād api yo naraḥ
so ‘pi muktaḥ śhubhāl lokān prāpnuyāt puṇya-karmaṇām"
"कच्चिदेतच्छ्रुतं पार्थ त्वयैकाग्रेण चेतसा |
कच्चिदज्ञानसम्मोह: प्रनष्टस्ते धनञ्जय || 72||","kachchid etach chhrutaṁ pārtha tvayaikāgreṇa chetasā
kachchid ajñāna-sammohaḥ pranaṣhṭas te dhanañjaya"
"अर्जुन उवाच |
नष्टो मोह: स्मृतिर्लब्धा त्वत्प्रसादान्मयाच्युत |
स्थितोऽस्मि गतसन्देह: करिष्ये वचनं तव || 73||","arjuna uvācha
naṣhṭo mohaḥ smṛitir labdhā tvat-prasādān mayāchyuta
sthito ‘smi gata-sandehaḥ kariṣhye vachanaṁ tava"
"सञ्जय उवाच |
इत्यहं वासुदेवस्य पार्थस्य च महात्मन: |
संवादमिममश्रौषमद्भुतं रोमहर्षणम् || 74||","sañjaya uvācha
ity ahaṁ vāsudevasya pārthasya cha mahātmanaḥ
saṁvādam imam aśhrauṣham adbhutaṁ roma-harṣhaṇam"
"व्यासप्रसादाच्छ्रुतवानेतद्गुह्यमहं परम् |
योगं योगेश्वरात्कृष्णात्साक्षात्कथयत: स्वयम् || 75||","vyāsa-prasādāch chhrutavān etad guhyam ahaṁ param
yogaṁ yogeśhvarāt kṛiṣhṇāt sākṣhāt kathayataḥ svayam"
"राजन्संस्मृत्य संस्मृत्य संवादमिममद्भुतम् |
केशवार्जुनयो: पुण्यं हृष्यामि च मुहुर्मुहु: || 76||","rājan sansmṛitya sansmṛitya saṁvādam imam adbhutam
keśhavārjunayoḥ puṇyaṁ hṛiṣhyāmi cha muhur muhuḥ"
"तच्च संस्मृत्य संस्मृत्य रूपमत्यद्भुतं हरे: |
विस्मयो मे महानराजन्हृष्यामि च पुन: पुन: || 77||","tach cha sansmṛitya saṁsmṛitya rūpam aty-adbhutaṁ hareḥ
vismayo ye mahān rājan hṛiṣhyāmi cha punaḥ punaḥ"
"यत्र योगेश्वर: कृष्णो यत्र पार्थो धनुर्धर: |
तत्र श्रीर्विजयो भूतिध्रुवा नीतिर्मतिर्मम || 78||","yatra yogeśhvaraḥ kṛiṣhṇo yatra pārtho dhanur-dharaḥ
tatra śhrīr vijayo bhūtir dhruvā nītir matir mama"
