Sanskrit{hide},Transliteration{hide}
"अवजानन्ति मां मूढा मानुषीं तनुमाश्रितम् |
परं भावमजानन्तो मम भूतमहेश्वरम् || 11||","avajānanti māṁ mūḍhā mānuṣhīṁ tanum āśhritam
paraṁ bhāvam ajānanto mama bhūta-maheśhvaram"
"मोघाशा मोघकर्माणो मोघज्ञाना विचेतस: |
राक्षसीमासुरीं चैव प्रकृतिं मोहिनीं श्रिता: || 12||","moghāśhā mogha-karmāṇo mogha-jñānā vichetasaḥ
rākṣhasīm āsurīṁ chaiva prakṛitiṁ mohinīṁ śhritāḥ"
"महात्मानस्तु मां पार्थ दैवीं प्रकृतिमाश्रिता: |
भजन्त्यनन्यमनसो ज्ञात्वा भूतादिमव्ययम् || 13||","mahātmānas tu māṁ pārtha daivīṁ prakṛitim āśhritāḥ
bhajantyananya-manaso jñātvā bhūtādim avyayam"
"सततं कीर्तयन्तो मां यतन्तश्च दृढव्रता: |
नमस्यन्तश्च मां भक्त्या नित्ययुक्ता उपासते || 14||","satataṁ kīrtayanto māṁ yatantaśh cha dṛiḍha-vratāḥ
namasyantaśh cha māṁ bhaktyā nitya-yuktā upāsate"
"ज्ञानयज्ञेन चाप्यन्ये यजन्तो मामुपासते |
एकत्वेन पृथक्त्वेन बहुधा विश्वतोमुखम् || 15||","jñāna-yajñena chāpyanye yajanto mām upāsate
ekatvena pṛithaktvena bahudhā viśhvato-mukham"
"अहं क्रतुरहं यज्ञ: स्वधाहमहमौषधम् |
मन्त्रोऽहमहमेवाज्यमहमग्निरहं हुतम् || 16||","ahaṁ kratur ahaṁ yajñaḥ svadhāham aham auṣhadham
mantro ’ham aham evājyam aham agnir ahaṁ hutam"
"पिताहमस्य जगतो माता धाता पितामह: |
वेद्यं पवित्रमोङ्कार ऋक्साम यजुरेव च || 17||","pitāham asya jagato mātā dhātā pitāmahaḥ
vedyaṁ pavitram oṁkāra ṛik sāma yajur eva cha"
"गतिर्भर्ता प्रभु: साक्षी निवास: शरणं सुहृत् |
प्रभव: प्रलय: स्थानं निधानं बीजमव्ययम् || 18||","gatir bhartā prabhuḥ sākṣhī nivāsaḥ śharaṇaṁ suhṛit
prabhavaḥ pralayaḥ sthānaṁ nidhānaṁ bījam avyayam"
"तपाम्यहमहं वर्षं निगृह्णम्युत्सृजामि च |
अमृतं चैव मृत्युश्च सदसच्चाहमर्जुन || 19||","tapāmyaham ahaṁ varṣhaṁ nigṛihṇāmyutsṛijāmi cha
amṛitaṁ chaiva mṛityuśh cha sad asach chāham arjuna"
"त्रैविद्या मां सोमपा: पूतपापा
यज्ञैरिष्ट्वा स्वर्गतिं प्रार्थयन्ते |
ते पुण्यमासाद्य सुरेन्द्रलोक
मश्नन्ति दिव्यान्दिवि देवभोगान् || 20||","trai-vidyā māṁ soma-pāḥ pūta-pāpā
yajñair iṣhṭvā svar-gatiṁ prārthayante
te puṇyam āsādya surendra-lokam
aśhnanti divyān divi deva-bhogān"
"ते तं भुक्त्वा स्वर्गलोकं विशालं
क्षीणे पुण्ये मर्त्यलोकं विशन्ति |
एवं त्रयीधर्ममनुप्रपन्ना
गतागतं कामकामा लभन्ते || 21||","te taṁ bhuktvā swarga-lokaṁ viśhālaṁ
kṣhīṇe puṇye martya-lokaṁ viśhanti
evaṁ trayī-dharmam anuprapannā
gatāgataṁ kāma-kāmā labhante"
"अनन्याश्चिन्तयन्तो मां ये जना: पर्युपासते |
तेषां नित्याभियुक्तानां योगक्षेमं वहाम्यहम् || 22||","ananyāśh chintayanto māṁ ye janāḥ paryupāsate
teṣhāṁ nityābhiyuktānāṁ yoga-kṣhemaṁ vahāmyaham"
"येऽप्यन्यदेवता भक्ता यजन्ते श्रद्धयान्विता: |
तेऽपि मामेव कौन्तेय यजन्त्यविधिपूर्वकम् || 23||","ye ’pyanya-devatā-bhaktā yajante śhraddhayānvitāḥ
te ’pi mām eva kaunteya yajantyavidhi-pūrvakam"
"अहं हि सर्वयज्ञानां भोक्ता च प्रभुरेव च |
न तु मामभिजानन्ति तत्त्वेनातश्च्यवन्ति ते || 24||","ahaṁ hi sarva-yajñānāṁ bhoktā cha prabhureva cha
na tu mām abhijānanti tattvenātaśh chyavanti te"
"यान्ति देवव्रता देवान्पितॄ न्यान्ति पितृव्रता: |
भूतानि यान्ति भूतेज्या यान्ति मद्याजिनोऽपि माम् ||25||","yānti deva-vratā devān pitṝīn yānti pitṛi-vratāḥ
bhūtāni yānti bhūtejyā yānti mad-yājino ’pi mām"
"पत्रं पुष्पं फलं तोयं यो मे भक्त्या प्रयच्छति |
तदहं भक्त्युपहृतमश्नामि प्रयतात्मन: || 26||","patraṁ puṣhpaṁ phalaṁ toyaṁ yo me bhaktyā prayachchhati
tadahaṁ bhaktyupahṛitam aśhnāmi prayatātmanaḥ"
"यत्करोषि यदश्नासि यज्जुहोषि ददासि यत् |
यत्तपस्यसि कौन्तेय तत्कुरुष्व मदर्पणम् || 27||","yat karoṣhi yad aśhnāsi yaj juhoṣhi dadāsi yat
yat tapasyasi kaunteya tat kuruṣhva mad-arpaṇam"
"शुभाशुभफलैरेवं मोक्ष्यसे कर्मबन्धनै: |
संन्यासयोगयुक्तात्मा विमुक्तो मामुपैष्यसि || 28||","śhubhāśhubha-phalair evaṁ mokṣhyase karma-bandhanaiḥ
sannyāsa-yoga-yuktātmā vimukto mām upaiṣhyasi"
"समोऽहं सर्वभूतेषु न मे द्वेष्योऽस्ति न प्रिय: |
ये भजन्ति तु मां भक्त्या मयि ते तेषु चाप्यहम् || 29||","samo ’haṁ sarva-bhūteṣhu na me dveṣhyo ’sti na priyaḥ
ye bhajanti tu māṁ bhaktyā mayi te teṣhu chāpyaham"
"अपि चेत्सुदुराचारो भजते मामनन्यभाक् |
साधुरेव स मन्तव्य: सम्यग्व्यवसितो हि स: || 30||","api chet su-durāchāro bhajate mām ananya-bhāk
sādhur eva sa mantavyaḥ samyag vyavasito hi saḥ"
"क्षिप्रं भवति धर्मात्मा शश्वच्छान्तिं निगच्छति |
कौन्तेय प्रतिजानीहि न मे भक्त: प्रणश्यति || 31||","kṣhipraṁ bhavati dharmātmā śhaśhvach-chhāntiṁ nigachchhati
kaunteya pratijānīhi na me bhaktaḥ praṇaśhyati"
"मां हि पार्थ व्यपाश्रित्य येऽपि स्यु: पापयोनय: |
स्त्रियो वैश्यास्तथा शूद्रास्तेऽपि यान्ति परां गतिम् || 32||","māṁ hi pārtha vyapāśhritya ye ’pi syuḥ pāpa-yonayaḥ
striyo vaiśhyās tathā śhūdrās te ’pi yānti parāṁ gatim"
"किं पुनर्ब्राह्मणा: पुण्या भक्ता राजर्षयस्तथा |
अनित्यमसुखं लोकमिमं प्राप्य भजस्व माम् || 33||","kiṁ punar brāhmaṇāḥ puṇyā bhaktā rājarṣhayas tathā
anityam asukhaṁ lokam imaṁ prāpya bhajasva mām"
"मन्मना भव मद्भक्तो मद्याजी मां नमस्कुरु |
मामेवैष्यसि युक्त्वैवमात्मानं मत्परायण: || 34||","man-manā bhava mad-bhakto mad-yājī māṁ namaskuru
mām evaiṣhyasi yuktvaivam ātmānaṁ mat-parāyaṇaḥ"
