Sanskrit{hide},Transliteration{hide}
"न बुद्धिभेदं जनयेदज्ञानां कर्मसङ्गिनाम् |
जोषयेत्सर्वकर्माणि विद्वान्युक्त: समाचरन् || 26||","na buddhi-bhedaṁ janayed ajñānāṁ karma-saṅginām
joṣhayet sarva-karmāṇi vidvān yuktaḥ samācharan"
"प्रकृते: क्रियमाणानि गुणै: कर्माणि सर्वश: |
अहङ्कारविमूढात्मा कर्ताहमिति मन्यते || 27||","prakṛiteḥ kriyamāṇāni guṇaiḥ karmāṇi sarvaśhaḥ
ahankāra-vimūḍhātmā kartāham iti manyate"
"तत्ववित्तु महाबाहो गुणकर्मविभागयो: |
गुणा गुणेषु वर्तन्त इति मत्वा न सज्जते || 28||","tattva-vit tu mahā-bāho guṇa-karma-vibhāgayoḥ
guṇā guṇeṣhu vartanta iti matvā na sajjate"
"प्रकृतेर्गुणसम्मूढा: सज्जन्ते गुणकर्मसु |
तानकृत्स्नविदो मन्दान्कृत्स्नविन्न विचालयेत् || 29||","prakṛiter guṇa-sammūḍhāḥ sajjante guṇa-karmasu
tān akṛitsna-vido mandān kṛitsna-vin na vichālayet"
"मयि सर्वाणि कर्माणि संन्यस्याध्यात्मचेतसा |
निराशीर्निनर्ममो भूत्वा युध्यस्व विगतज्वर: || 30||","mayi sarvāṇi karmāṇi sannyasyādhyātma-chetasā
nirāśhīr nirmamo bhūtvā yudhyasva vigata-jvaraḥ"
"ये मे मतमिदं नित्यमनुतिष्ठन्ति मानवा: |
श्रद्धावन्तोऽनसूयन्तो मुच्यन्ते तेऽपि कर्मभि: || 31||","ye me matam idaṁ nityam anutiṣhṭhanti mānavāḥ
śhraddhāvanto ’nasūyanto muchyante te ’pi karmabhiḥ"
"ये त्वेतदभ्यसूयन्तो नानुतिष्ठन्ति मे मतम् |
सर्वज्ञानविमूढांस्तान्विद्धि नष्टानचेतस: || 32||","ye tvetad abhyasūyanto nānutiṣhṭhanti me matam
sarva-jñāna-vimūḍhāns tān viddhi naṣhṭān achetasaḥ"
"सदृशं चेष्टते स्वस्या: प्रकृतेर्ज्ञानवानपि |
प्रकृतिं यान्ति भूतानि निग्रह: किं करिष्यति || 33||","sadṛiśhaṁ cheṣhṭate svasyāḥ prakṛiter jñānavān api
prakṛitiṁ yānti bhūtāni nigrahaḥ kiṁ kariṣhyati"
"इन्द्रियस्येन्द्रियस्यार्थे रागद्वेषौ व्यवस्थितौ |
तयोर्न वशमागच्छेत्तौ ह्यस्य परिपन्थिनौ || 34||","indriyasyendriyasyārthe rāga-dveṣhau vyavasthitau
tayor na vaśham āgachchhet tau hyasya paripanthinau"
"श्रेयान्स्वधर्मो विगुण: परधर्मात्स्वनुष्ठितात् |
स्वधर्मे निधनं श्रेय: परधर्मो भयावह: || 35||","śhreyān swa-dharmo viguṇaḥ para-dharmāt sv-anuṣhṭhitāt
swa-dharme nidhanaṁ śhreyaḥ para-dharmo bhayāvahaḥ"
"अर्जुन उवाच |
अथ केन प्रयुक्तोऽयं पापं चरति पूरुष: |
अनिच्छन्नपि वार्ष्णेय बलादिव नियोजित: || 36||","arjuna uvācha
atha kena prayukto ’yaṁ pāpaṁ charati pūruṣhaḥ
anichchhann api vārṣhṇeya balād iva niyojitaḥ"
"श्रीभगवानुवाच |
काम एष क्रोध एष रजोगुणसमुद्भव: ||
महाशनो महापाप्मा विद्ध्येनमिह वैरिणम् || 37||","śhrī bhagavān uvācha
kāma eṣha krodha eṣha rajo-guṇa-samudbhavaḥ
mahāśhano mahā-pāpmā viddhyenam iha vairiṇam"
"धूमेनाव्रियते वह्निर्यथादर्शो मलेन च |
यथोल्बेनावृतो गर्भस्तथा तेनेदमावृतम् || 38||","dhūmenāvriyate vahnir yathādarśho malena cha
yatholbenāvṛito garbhas tathā tenedam āvṛitam"
"आवृतं ज्ञानमेतेन ज्ञानिनो नित्यवैरिणा |
कामरूपेण कौन्तेय दुष्पूरेणानलेन च || 39||","āvṛitaṁ jñānam etena jñānino nitya-vairiṇā
kāma-rūpeṇa kaunteya duṣhpūreṇānalena cha"
"इन्द्रियाणि मनो बुद्धिरस्याधिष्ठानमुच्यते |
एतैर्विमोहयत्येष ज्ञानमावृत्य देहिनम् || 40||","indriyāṇi mano buddhir asyādhiṣhṭhānam uchyate
etair vimohayatyeṣha jñānam āvṛitya dehinam"
"तस्मात्त्वमिन्द्रियाण्यादौ नियम्य भरतर्षभ |
पाप्मानं प्रजहि ह्येनं ज्ञानविज्ञाननाशनम् || 41||","tasmāt tvam indriyāṇyādau niyamya bharatarṣhabha
pāpmānaṁ prajahi hyenaṁ jñāna-vijñāna-nāśhanam"
"इन्द्रियाणि पराण्याहुरिन्द्रियेभ्य: परं मन: |
मनसस्तु परा बुद्धिर्यो बुद्धे: परतस्तु स: || 42||","indriyāṇi parāṇyāhur indriyebhyaḥ paraṁ manaḥ
manasas tu parā buddhir yo buddheḥ paratas tu saḥ"
"एवं बुद्धे: परं बुद्ध्वा संस्तभ्यात्मानमात्मना |
जहि शत्रुं महाबाहो कामरूपं दुरासदम् || 43||","evaṁ buddheḥ paraṁ buddhvā sanstabhyātmānam ātmanā
jahi śhatruṁ mahā-bāho kāma-rūpaṁ durāsadam"
