Sanskrit{hide},Transliteration{hide}
"यत्रोपरमते चित्तं निरुद्धं योगसेवया |
यत्र चैवात्मनात्मानं पश्यन्नात्मनि तुष्यति || 20||","yatroparamate chittaṁ niruddhaṁ yoga-sevayā
yatra chaivātmanātmānaṁ paśhyann ātmani tuṣhyati"
"सुखमात्यन्तिकं यत्तद्बुद्धिग्राह्यमतीन्द्रियम् |
वेत्ति यत्र न चैवायं स्थितश्चलति तत्त्वत: || 21||","sukham ātyantikaṁ yat tad buddhi-grāhyam atīndriyam
vetti yatra na chaivāyaṁ sthitaśh chalati tattvataḥ"
"यं लब्ध्वा चापरं लाभं मन्यते नाधिकं तत: |
यस्मिन्स्थितो न दु:खेन गुरुणापि विचाल्यते || 22||","yaṁ labdhvā chāparaṁ lābhaṁ manyate nādhikaṁ tataḥ
yasmin sthito na duḥkhena guruṇāpi vichālyate"
"तं विद्याद् दु:खसंयोगवियोगं योगसञ्ज्ञितम् |
स निश्चयेन योक्तव्यो योगोऽनिर्विण्णचेतसा || 23||","taṁ vidyād duḥkha-sanyoga-viyogaṁ yogasaṅjñitam
sa niśhchayena yoktavyo yogo ’nirviṇṇa-chetasā"
"सङ्कल्पप्रभवान्कामांस्त्यक्त्वा सर्वानशेषत: |
मनसैवेन्द्रियग्रामं विनियम्य समन्तत: || 24||","saṅkalpa-prabhavān kāmāns tyaktvā sarvān aśheṣhataḥ
manasaivendriya-grāmaṁ viniyamya samantataḥ"
"शनै: शनैरुपरमेद्बुद्ध्या धृतिगृहीतया |
आत्मसंस्थं मन: कृत्वा न किञ्चिदपि चिन्तयेत् || 25||","śhanaiḥ śhanair uparamed buddhyā dhṛiti-gṛihītayā
ātma-sansthaṁ manaḥ kṛitvā na kiñchid api chintayet"
"यतो यतो निश्चरति मनश्चञ्चलमस्थिरम् |
ततस्ततो नियम्यैतदात्मन्येव वशं नयेत् || 26||","yato yato niśhcharati manaśh chañchalam asthiram
tatas tato niyamyaitad ātmanyeva vaśhaṁ nayet"
"प्रशान्तमनसं ह्येनं योगिनं सुखमुत्तमम् |
उपैति शान्तरजसं ब्रह्मभूतमकल्मषम् || 27||","praśhānta-manasaṁ hyenaṁ yoginaṁ sukham uttamam
upaiti śhānta-rajasaṁ brahma-bhūtam akalmaṣham"
"युञ्जन्नेवं सदात्मानं योगी विगतकल्मष: |
सुखेन ब्रह्मसंस्पर्शमत्यन्तं सुखमश्नुते || 28||","yuñjann evaṁ sadātmānaṁ yogī vigata-kalmaṣhaḥ
sukhena brahma-sansparśham atyantaṁ sukham aśhnute"
"सर्वभूतस्थमात्मानं सर्वभूतानि चात्मनि |
ईक्षते योगयुक्तात्मा सर्वत्र समदर्शन: || 29||","sarva-bhūta-stham ātmānaṁ sarva-bhūtāni chātmani
īkṣhate yoga-yuktātmā sarvatra sama-darśhanaḥ"
"यो मां पश्यति सर्वत्र सर्वं च मयि पश्यति |
तस्याहं न प्रणश्यामि स च मे न प्रणश्यति || 30||","yo māṁ paśhyati sarvatra sarvaṁ cha mayi paśhyati
tasyāhaṁ na praṇaśhyāmi sa cha me na praṇaśhyati"
"सर्वभूतस्थितं यो मां भजत्येकत्वमास्थित: |
सर्वथा वर्तमानोऽपि स योगी मयि वर्तते || 31||","sarva-bhūta-sthitaṁ yo māṁ bhajatyekatvam āsthitaḥ
sarvathā vartamāno ’pi sa yogī mayi vartate"
"आत्मौपम्येन सर्वत्र समं पश्यति योऽर्जुन |
सुखं वा यदि वा दु:खं स योगी परमो मत: || 32||","ātmaupamyena sarvatra samaṁ paśhyati yo ’rjuna
sukhaṁ vā yadi vā duḥkhaṁ sa yogī paramo mataḥ"
"अर्जुन उवाच |
योऽयं योगस्त्वया प्रोक्त: साम्येन मधुसूदन |
एतस्याहं न पश्यामि चञ्चलत्वात्स्थितिं स्थिराम् || 33||","arjuna uvācha
yo ’yaṁ yogas tvayā proktaḥ sāmyena madhusūdana
etasyāhaṁ na paśhyāmi chañchalatvāt sthitiṁ sthirām"
"चञ्चलं हि मन: कृष्ण प्रमाथि बलवद्दृढम् |
तस्याहं निग्रहं मन्ये वायोरिव सुदुष्करम् || 34||","chañchalaṁ hi manaḥ kṛiṣhṇa pramāthi balavad dṛiḍham
tasyāhaṁ nigrahaṁ manye vāyor iva su-duṣhkaram"
"श्रीभगवानुवाच |
असंशयं महाबाहो मनो दुर्निग्रहं चलम् |
अभ्यासेन तु कौन्तेय वैराग्येण च गृह्यते || 35||","śhrī bhagavān uvācha
asanśhayaṁ mahā-bāho mano durnigrahaṁ chalam
abhyāsena tu kaunteya vairāgyeṇa cha gṛihyate"
"असंयतात्मना योगो दुष्प्राप इति मे मति: |
वश्यात्मना तु यतता शक्योऽवाप्तुमुपायत: || 36||","asaṅyatātmanā yogo duṣhprāpa iti me matiḥ
vaśhyātmanā tu yatatā śhakyo ’vāptum upāyataḥ"
"अर्जुन उवाच |
अयति: श्रद्धयोपेतो योगाच्चलितमानस: |
अप्राप्य योगसंसिद्धिं कां गतिं कृष्ण गच्छति || 37||","arjuna uvācha
ayatiḥ śhraddhayopeto yogāch chalita-mānasaḥ
aprāpya yoga-sansiddhiṁ kāṅ gatiṁ kṛiṣhṇa gachchhati"
"कच्चिन्नोभयविभ्रष्टश्छिन्नाभ्रमिव नश्यति |
अप्रतिष्ठो महाबाहो विमूढो ब्रह्मण: पथि || 38||","kachchin nobhaya-vibhraṣhṭaśh chhinnābhram iva naśhyati
apratiṣhṭho mahā-bāho vimūḍho brahmaṇaḥ pathi"
"एतन्मे संशयं कृष्ण छेत्तुमर्हस्यशेषत: |
त्वदन्य: संशयस्यास्य छेत्ता न ह्युपपद्यते || 39||","etan me sanśhayaṁ kṛiṣhṇa chhettum arhasyaśheṣhataḥ
tvad-anyaḥ sanśhayasyāsya chhettā na hyupapadyate"
"श्रीभगवानुवाच |
पार्थ नैवेह नामुत्र विनाशस्तस्य विद्यते |
न हि कल्याणकृत्कश्चिद्दुर्गतिं तात गच्छति || 40||","śhrī bhagavān uvācha
pārtha naiveha nāmutra vināśhas tasya vidyate
na hi kalyāṇa-kṛit kaśhchid durgatiṁ tāta gachchhati"
"प्राप्य पुण्यकृतां लोकानुषित्वा शाश्वती: समा: |
शुचीनां श्रीमतां गेहे योगभ्रष्टोऽभिजायते || 41||","prāpya puṇya-kṛitāṁ lokān uṣhitvā śhāśhvatīḥ samāḥ
śhuchīnāṁ śhrīmatāṁ gehe yoga-bhraṣhṭo ’bhijāyate"
"अथवा योगिनामेव कुले भवति धीमताम् |
एतद्धि दुर्लभतरं लोके जन्म यदीदृशम् || 42||","atha vā yoginām eva kule bhavati dhīmatām
etad dhi durlabhataraṁ loke janma yad īdṛiśham"
"तत्र तं बुद्धिसंयोगं लभते पौर्वदेहिकम् |
यतते च ततो भूय: संसिद्धौ कुरुनन्दन || 43||","tatra taṁ buddhi-sanyogaṁ labhate paurva-dehikam
yatate cha tato bhūyaḥ sansiddhau kuru-nandana"
"पूर्वाभ्यासेन तेनैव ह्रियते ह्यवशोऽपि स: |
जिज्ञासुरपि योगस्य शब्दब्रह्मातिवर्तते || 44||","pūrvābhyāsena tenaiva hriyate hyavaśho ’pi saḥ
jijñāsur api yogasya śhabda-brahmātivartate"
"प्रयत्नाद्यतमानस्तु योगी संशुद्धकिल्बिष: |
अनेकजन्मसंसिद्धस्ततो याति परां गतिम् || 45||","prayatnād yatamānas tu yogī sanśhuddha-kilbiṣhaḥ
aneka-janma-sansiddhas tato yāti parāṁ gatim"
"तपस्विभ्योऽधिकोयोगी
ज्ञानिभ्योऽपिमतोऽधिक:|
कर्मिभ्यश्चाधिकोयोगी
तस्माद्योगीभवार्जुन|| 46||","tapasvibhyo ’dhiko yogī
jñānibhyo ’pi mato ’dhikaḥ
karmibhyaśh chādhiko yogī
tasmād yogī bhavārjuna"
"योगिनामपि सर्वेषां मद्गतेनान्तरात्मना |
श्रद्धावान्भजते यो मां स मे युक्ततमो मत: || 47||","yoginām api sarveṣhāṁ mad-gatenāntar-ātmanā
śhraddhāvān bhajate yo māṁ sa me yuktatamo mataḥ"
