Sanskrit{hide},Transliteration{hide}
"तेषामेवानुकम्पार्थमहमज्ञानजं तम: |
नाशयाम्यात्मभावस्थो ज्ञानदीपेन भास्वता || 11||","teṣhām evānukampārtham aham ajñāna-jaṁ tamaḥ
nāśhayāmyātma-bhāva-stho jñāna-dīpena bhāsvatā"
"अर्जुन उवाच |
परं ब्रह्म परं धाम पवित्रं परमं भवान् |
पुरुषं शाश्वतं दिव्यमादिदेवमजं विभुम् || 12||","arjuna uvācha
paraṁ brahma paraṁ dhāma pavitraṁ paramaṁ bhavān
puruṣhaṁ śhāśhvataṁ divyam ādi-devam ajaṁ vibhum"
"आहुस्त्वामृषय: सर्वे देवर्षिर्नारदस्तथा |
असितो देवलो व्यास: स्वयं चैव ब्रवीषि मे || 13||","āhus tvām ṛiṣhayaḥ sarve devarṣhir nāradas tathā
asito devalo vyāsaḥ svayaṁ chaiva bravīṣhi me"
"सर्वमेतदृतं मन्ये यन्मां वदसि केशव |
न हि ते भगवन्व्यक्तिं विदुर्देवा न दानवा: || 14||","sarvam etad ṛitaṁ manye yan māṁ vadasi keśhava
na hi te bhagavan vyaktiṁ vidur devā na dānavāḥ"
"स्वयमेवात्मनात्मानं वेत्थ त्वं पुरुषोत्तम |
भूतभावन भूतेश देवदेव जगत्पते || 15||","swayam evātmanātmānaṁ vettha tvaṁ puruṣhottama
bhūta-bhāvana bhūteśha deva-deva jagat-pate"
"वक्तुमर्हस्यशेषेण दिव्या ह्यात्मविभूतय: |
याभिर्विभूतिभिर्लोकानिमांस्त्वं व्याप्य तिष्ठसि || 16||","vaktum arhasyaśheṣheṇa divyā hyātma-vibhūtayaḥ
yābhir vibhūtibhir lokān imāṁs tvaṁ vyāpya tiṣhṭhasi"
"कथं विद्यामहं योगिंस्त्वां सदा परिचिन्तयन् |
केषु केषु च भावेषु चिन्त्योऽसि भगवन्मया || 17||","kathaṁ vidyām ahaṁ yogins tvāṁ sadā parichintayan
keṣhu keṣhu cha bhāveṣhu chintyo ’si bhagavan mayā"
"विस्तरेणात्मनो योगं विभूतिं च जनार्दन |
भूय: कथय तृप्तिर्हि शृण्वतो नास्ति मेऽमृतम् || 18||","vistareṇātmano yogaṁ vibhūtiṁ cha janārdana
bhūyaḥ kathaya tṛiptir hi śhṛiṇvato nāsti me ’mṛitam"
"श्रीभगवानुवाच |
हन्त ते कथयिष्यामि दिव्या ह्यात्मविभूतय: |
प्राधान्यत: कुरुश्रेष्ठ नास्त्यन्तो विस्तरस्य मे ||19||","śhrī bhagavān uvācha
hanta te kathayiṣhyāmi divyā hyātma-vibhūtayaḥ
prādhānyataḥ kuru-śhreṣhṭha nāstyanto vistarasya me"
"अहमात्मा गुडाकेश सर्वभूताशयस्थित: |
अहमादिश्च मध्यं च भूतानामन्त एव च || 20||","aham ātmā guḍākeśha sarva-bhūtāśhaya-sthitaḥ
aham ādiśh cha madhyaṁ cha bhūtānām anta eva cha"
"आदित्यानामहं विष्णुर्ज्योतिषां रविरंशुमान् |
मरीचिर्मरुतामस्मि नक्षत्राणामहं शशी || 21||","ādityānām ahaṁ viṣhṇur jyotiṣhāṁ ravir anśhumān
marīchir marutām asmi nakṣhatrāṇām ahaṁ śhaśhī"
"वेदानां सामवेदोऽस्मि देवानामस्मि वासव: |
इन्द्रियाणां मनश्चास्मि भूतानामस्मि चेतना || 22||","vedānāṁ sāma-vedo ’smi devānām asmi vāsavaḥ
indriyāṇāṁ manaśh chāsmi bhūtānām asmi chetanā"
"रुद्राणां शङ्करश्चास्मि वित्तेशो यक्षरक्षसाम् |
वसूनां पावकश्चास्मि मेरु: शिखरिणामहम् || 23||","rudrāṇāṁ śhaṅkaraśh chāsmi vitteśho yakṣha-rakṣhasām
vasūnāṁ pāvakaśh chāsmi meruḥ śhikhariṇām aham"
"पुरोधसां च मुख्यं मां विद्धि पार्थ बृहस्पतिम् |
सेनानीनामहं स्कन्द: सरसामस्मि सागर: || 24||","purodhasāṁ cha mukhyaṁ māṁ viddhi pārtha bṛihaspatim
senānīnām ahaṁ skandaḥ sarasām asmi sāgaraḥ"
"महर्षीणां भृगुरहं गिरामस्म्येकमक्षरम् |
यज्ञानां जपयज्ञोऽस्मि स्थावराणां हिमालय: || 25||","maharṣhīṇāṁ bhṛigur ahaṁ girām asmyekam akṣharam
yajñānāṁ japa-yajño ’smi sthāvarāṇāṁ himālayaḥ"
"अश्वत्थ: सर्ववृक्षाणां देवर्षीणां च नारद: |
गन्धर्वाणां चित्ररथ: सिद्धानां कपिलो मुनि: || 26||","aśhvatthaḥ sarva-vṛikṣhāṇāṁ devarṣhīṇāṁ cha nāradaḥ
gandharvāṇāṁ chitrarathaḥ siddhānāṁ kapilo muniḥ"
"उच्चै:श्रवसमश्वानां विद्धि माममृतोद्भवम् |
ऐरावतं गजेन्द्राणां नराणां च नराधिपम् || 27||","uchchaiḥśhravasam aśhvānāṁ viddhi mām amṛitodbhavam
airāvataṁ gajendrāṇāṁ narāṇāṁ cha narādhipam"
"आयुधानामहं वज्रं धेनूनामस्मि कामधुक् |
प्रजनश्चास्मि कन्दर्प: सर्पाणामस्मि वासुकि: || 28||","āyudhānām ahaṁ vajraṁ dhenūnām asmi kāmadhuk
prajanaśh chāsmi kandarpaḥ sarpāṇām asmi vāsukiḥ"
"अनन्तश्चास्मि नागानां वरुणो यादसामहम् |
पितृणामर्यमा चास्मि यम: संयमतामहम् || 29||","anantaśh chāsmi nāgānāṁ varuṇo yādasām aham
pitṝīṇām aryamā chāsmi yamaḥ sanyamatām aham"
"प्रह्लादश्चास्मि दैत्यानां काल: कलयतामहम् |
मृगाणां च मृगेन्द्रोऽहं वैनतेयश्च पक्षिणाम् || 30||","prahlādaśh chāsmi daityānāṁ kālaḥ kalayatām aham
mṛigāṇāṁ cha mṛigendro ’haṁ vainateyaśh cha pakṣhiṇām"
"पवन: पवतामस्मि राम: शस्त्रभृतामहम् |
झषाणां मकरश्चास्मि स्रोतसामस्मि जाह्नवी || 31||","pavanaḥ pavatām asmi rāmaḥ śhastra-bhṛitām aham
jhaṣhāṇāṁ makaraśh chāsmi srotasām asmi jāhnavī"
"सर्गाणामादिरन्तश्च मध्यं चैवाहमर्जुन |
अध्यात्मविद्या विद्यानां वाद: प्रवदतामहम् || 32||","sargāṇām ādir antaśh cha madhyaṁ chaivāham arjuna
adhyātma-vidyā vidyānāṁ vādaḥ pravadatām aham"
"अक्षराणामकारोऽस्मि द्वन्द्व: सामासिकस्य च |
अहमेवाक्षय: कालो धाताहं विश्वतोमुख: || 33||","akṣharāṇām a-kāro ’smi dvandvaḥ sāmāsikasya cha
aham evākṣhayaḥ kālo dhātāhaṁ viśhvato-mukhaḥ"
"मृत्यु: सर्वहरश्चाहमुद्भवश्च भविष्यताम् |
कीर्ति: श्रीर्वाक्च नारीणां स्मृतिर्मेधा धृति: क्षमा || 34||","mṛityuḥ sarva-haraśh chāham udbhavaśh cha bhaviṣhyatām
kīrtiḥ śhrīr vāk cha nārīṇāṁ smṛitir medhā dhṛitiḥ kṣhamā"
"बृहत्साम तथा साम्नां गायत्री छन्दसामहम् |
मासानां मार्गशीर्षोऽहमृतूनां कुसुमाकर: || 35||","bṛihat-sāma tathā sāmnāṁ gāyatrī chhandasām aham
māsānāṁ mārga-śhīrṣho ’ham ṛitūnāṁ kusumākaraḥ"
"द्यूतं छलयतामस्मि तेजस्तेजस्विनामहम् |
जयोऽस्मि व्यवसायोऽस्मि सत्त्वं सत्त्ववतामहम् || 36||","dyūtaṁ chhalayatām asmi tejas tejasvinām aham
jayo ’smi vyavasāyo ’smi sattvaṁ sattvavatām aham"
"वृष्णीनां वासुदेवोऽस्मि पाण्डवानां धनञ्जय: |
मुनीनामप्यहं व्यास: कवीनामुशना कवि: || 37||","vṛiṣhṇīnāṁ vāsudevo ’smi pāṇḍavānāṁ dhanañjayaḥ
munīnām apyahaṁ vyāsaḥ kavīnām uśhanā kaviḥ"
"दण्डो दमयतामस्मि नीतिरस्मि जिगीषताम् |
मौनं चैवास्मि गुह्यानां ज्ञानं ज्ञानवतामहम् || 38||","daṇḍo damayatām asmi nītir asmi jigīṣhatām
maunaṁ chaivāsmi guhyānāṁ jñānaṁ jñānavatām aham"
"यच्चापि सर्वभूतानां बीजं तदहमर्जुन |
न तदस्ति विना यत्स्यान्मया भूतं चराचरम् || 39||","yach chāpi sarva-bhūtānāṁ bījaṁ tad aham arjuna
na tad asti vinā yat syān mayā bhūtaṁ charācharam"
"नान्तोऽस्ति मम दिव्यानां विभूतीनां परन्तप |
एष तूद्देशत: प्रोक्तो विभूतेर्विस्तरो मया || 40||","nānto ’sti mama divyānāṁ vibhūtīnāṁ parantapa
eṣha tūddeśhataḥ prokto vibhūter vistaro mayā"
"यद्यद्विभूतिमत्सत्त्वं श्रीमदूर्जितमेव वा |
तत्देवावगच्छ त्वं मम तेजोंऽशसम्भवम् || 41||","yad yad vibhūtimat sattvaṁ śhrīmad ūrjitam eva vā
tat tad evāvagachchha tvaṁ mama tejo ’nśha-sambhavam"
"अथवा बहुनैतेन किं ज्ञातेन तवार्जुन |
विष्टभ्याहमिदं कृत्स्नमेकांशेन स्थितो जगत् || 42||","atha vā bahunaitena kiṁ jñātena tavārjuna
viṣhṭabhyāham idaṁ kṛitsnam ekānśhena sthito jagat"
