Verse Number,Translation,Commentary
32,sarganamadirantashcha madhyam chaivahamarjuna adhyatmavidya vidyanam vadah pravadatamaham,[Commentary:]33) Kutastha - two - Still - Brahman is the place of emergence - Face in all directions.
33,aksharanamakarohsmi dvandvah samasikasya cha ahamevakshayah kalo dhataham vishvatomukhah,"[Commentary:]34) Death - the slayer of all - has come about from Brahman and will come about - the acts, beauty and speech of woman, and memory, intelligence, resolve, forgiveness - [My] Form."
34,mrityuh sarvaharashchahamudbhavashcha bhavishyatam kartih shrirvak cha narinam smritirmedha dhritihkshama,[Commentary:]35) Enormous Resonance of Omkar - Omkar Kriya - Muladhar and Sahasrar becoming the same - the feeling of eternal spring.
35,brihat sama tatha samnam gayatri cchandasamaham masanam margashirshohhamritunam kusumakarah,[Commentary:]36) Cleverness - fiery energy - victory - work - Truth - [are] Me.
36,dyutam cchalayatamasmi tejastejasvinamaham jayohsmi vyavasayohsmi sattvam sattvavatamaham,[Commentary:]37) Desire - the knower of Brahman - speaker - Supreme Person.
37,vrishninam vasudevohsmi pandavanam dhananjayah muninamapyaham vyasah kavinamushanah kavih,[Commentary:]38) Sentence [justice] - morality - mute - witnessing Kutastha - and the awareness of Self.
38,dando damayatamasmi nitirasmi jigishatam mounam chaivasmi guhyanam jnanam jnanavatamaham,[Commentary:]39) I am the Seed of all - there is nothing other than Me.
39,yacchapi sarvabhutanam bijam tadahamarjuna na tadasti vina yat syanmayabhutam characharam,[Commentary:]40) There is no end to My Divine Manifestations.  I have told you about only these.
40,nantohsti mama divyanam vibhutinam paramtapa esha tuddeshatah prokto vibhutervistaro maya,[Commentary:]41) These are of Shambhavi Mudra’s Power - know that.
41,yad yad vibhutimatsattvam shrimadurjitameva va tattadevavagaccha tvam mama tejohmshasambhavam,[Commentary:]42) No need arises to say very much; the atom of dust enters the atom of water - water’s into fire - fire’s into air - air’s into space - space’s into Brahman - know that the world is in one fragment of the Particle of Brahman.ity srimadbhagavadgitasupanishatsu brahmavidyayam yogashastre srikrishnarjunasamvade vibhutiyogonama dashamohdhyayahThus ends the Tenth Chapter.
