Verse Number,Translation,Commentary
17,pitamahasya jagato mata dhata pitamahah vedyam pavitramomkar rik sama yajureva cha,"[Commentary:]18) I am the Way - I am the Lord of life maintenance - I have become a single person in My small part - It is in Me that everyone resides - I am the one that everyone is to remember - meaning, everyone should meditate upon Me - when the body is beautifully proper, there is revelation - It from Me that everyone is manifesting completely - meaning, arising is from My Mind and complete dissolution is in That Itself - “nidhanam” = the place for everyone to be in their Tranquil True Self - the place of emergence for all - meaning, the Seed Brahman.  That has no destruction."
18,gatirbharta prabhuh sakshi nivasah sharanam suhrit prabhavah pralayah sthanam nidhanam bijamavyayam,"[Commentary:]19) [Not] by desire - meaning not doing it continuously in the mind, creation happens - when persons come upon this kind of ability - then the sight is upon Immortality.  That is Itself Brahman!!! Dying is My form - because there is no liberation unless there is dying while being alive.  I am the good, and I am the bad as well."
19,tapamyahamaham varsham nigrihnamyutsrijami cha amritam chaiva mrityushcha sadasacchahamarjuna,"[Commentary:]20) In this body - the form of Omkar - the three “vidyas” [wisdoms or sciences] - knowing - the Form is Mine.  The tongue-knot, heart-knot - Muladhar knot - piercing [breaking or cutting] and the vision of the full moon - that is also My Form - the place where if one goes, one is purified - this yajna is [true] yajna - going here is the Path of Truth - in that sanctity - performing the good karma of oneself, the sense - meaning the eye, who [which] is premier among all - it is He who is Kutastha - becoming oneself, witnesses the star in Himself, by which many kinds of Divine Revelations and enjoyment of Bliss are happening in this body."
20,traividya mam somapah putapapa yajnairishtva svargatim prarthayante te punyamasadya surendraloka mashnanti divyandivi devabhogan,"[Commentary:]21) After the rewards of good are used up, they again return from the heavenly plane to the earthly plane - in this way, practicing the give-and-take dharma of religion, material wealth and physical pleasure, whatever is desired by whoever, they acquire such."
21,te tam bhuktva svargalokam vishalam kshine punye martalokam vishanti evam trayidharmamanuprapanna gatagatam kamakama labhante,[Commentary:]22) Whoever remains in Atman without putting attention in other directions - remaining lodged every day - that which will bring about beneficence from their samadhi - I make that arise spontaneously within.
22,ananyashchintayanto mam ye janah paryupasate tesham nityabhiyuktanam yogakshemam vahamyaham,"[Commentary:]23) Whoever meditates reverently upon other gods besides Atman - without completely stilling oneself - it is upon Me that he meditates - because the attention of his mind is for a while upon that god itself - but does not completely still his mind and remain - “vidhi” - meaning, perfectly remaining in intelligence is called “vidhi.”"
23,yehpyanyadevata bhakta yajante shraddhayanvitah tehpi mameva kaunteya yajantyavidhipurvakam,[Commentary:]24) I am the enjoyer of all yajnas - “yajna” meaning karma [actions].  It is I who am truly manifesting - those who do not perform Kriya - meaning - not being in the five elements and not abiding in the sixth chakra - they cannot completely know Me.
24,aham hi sarvayajnanam bhokta cha prabhureva cha na tu mamabhijananti tatvenatashchyavanti te,"[Commentary:]25) If one meditates upon gods, one attains gods - if one meditates upon the subtle plane, one attains the subtle plane - if one meditates upon the phenomenal plane, one attains the phenomenal plane - if one meditates upon Me, one attains Me."
25,yanti devavrata devan pitrinyanti pitavratah bhutani yantibhutejya yanti madyajinohpimam,"[Commentary:]26) The leaf of the “bel” tree - flowers, fruits, water - whosoever offers such to Me with faith in Guru’s words, I receive all of that - but offering while completely in samadhi - knowing the false as true - as when trying to get rid of an ailment one says, “say it is not there,” and again, “say it is not there” - but the one who is saying such is saying so knowing that it is false, but with the intention of making it true - in that way, knowing all of the works of this world (worship, almanacs)* to be false, they call it true and do such.[*Translator’s note:  The parentheses and the text within them are in the original.]"
26,patram pushpam phalam toyam yo me bhaktya prayacchati tadaham bhaktyupahritamashnami prayatatmanah,"[Commentary:]27) Whatever you are consuming, whatever you are giving and the rites that you are performing, offer all of it to Me - meaning, Brahman is Itself doing the acts of Brahman - I am not doing it - this is what is known as offering [“arpan”].  Not knowing all of the time that I am that Brahman - meaning, if Knowledge of this type which comes about spontaneously from continuous performance of Kriya is not there - then offering of this type does not happen - who - offers to whom - Brahman offers to Brahman Itself - meaning, Eternal Stillness Manifested."
27,yat karoshi yadashnasi yajjuhoshi dadasi yat yattapasyasi kaunteya tat kurushva madarpanam,"[Commentary:]28) Doing so in this way, one becomes liberated from the results of good and bad - meaning - one is no longer in the bondage of performing actions with the desire for results - not desiring any thing when attention falls upon it, being in samadhi - remaining lodged - being completely liberated - meaning, being Still, worships Me - meaning, abides on top of the head."
28,shubhashubhaphalairevam mokshase karmabandhanaih sannyasayogayuktatma vimukto mamupaishyasi,"[Commentary:]29) I preside in all phenomena equally - the way that the thread is the same throughout the garlanded bunch - neither do I hate anything, nor do I love anything - one who meditates upon Me with devotion - meaning, performs Kriya - I also meditate upon him - meaning, abiding within him, I also perform Kriya."
29,samohham sarbhuteshu na me dveshyohsti na priyah ye bhajanti tu mam bhaktya mayi te teshu chapyaham,"[Commentary:]30) Not abiding in the Infinite Brahman - one who performs evil practices - if he abides in Atman with one pointed mind - he should be regarded as a sadhu - thoroughly persevering - meaning, even if he performs acts with the craving for results."
30,api chet suduracharo bhajate mamanyabhak sadhureva sa mantavyah samyagvyavasito hi sah,"[Commentary:]31) He will quickly become “dharmatma” - meaning, will perform Kriya - and residing in the par avastha of Kriya, will attain Peace.  I am telling you with My promise that whoever has faith in the words of Guru and always performs Kriya properly - he will never perish."
31,kshipram bhavati dharmatma shashvacchantim nigacchati kaunteya pratijanihi na me bhaktah pranashyati,"[Commentary:]32) Taking refuge in Atman - no matter from what imperfect source - women - vaishyas - sudras - they also attain the Supreme Way - meaning, Tranquil Stillness happens after Kriya."
32,mam hi partha vyapashritya yehpi syuh papayonayah striyo vaishyastatha shudrastehpi yanti param gatim,"[Commentary:]33) Brahmins, benevolent ones, good king-sages - what is there to be said about them?  This moving world is temporary - not even in one thing is there any happiness - except in the contemplation of the Self and Kriya - obtaining these, perform Kriya and go on."
33,kim punarbrahmanah punya bhakta rajarshaystatha anityamasukham lokamimam prapya bhajasva mam,"[Commentary:]34) Having faith in the words of Guru, remain in Atman Itself - perform Kriya - perform the Kriya of Omkar - remaining lodged - you will be Mine if you go on performing Kriya.ity srimadbhagavadgitasupanishatsu brahmavidyayam yogashastre srikrishnarjunasamvade rajavidyarajaguhyayogonama navamohdhyayahThus ends the Ninth Chapter."
