Verse Number,Translation,Commentary
17,shraddhaya paraya taptam tapastatrividham naraih aphalankhikshabhiryuktaih sattvikam parichakshate,"[Commentary:]18) Good karma [acts] for the sake of honor, and worshipping with pride - one who does tapasya like this - he is rajasic."
18,satkaramanapujartham tapo dambhena chaiva yat kriyate tadiha proktam rajasamchelamadhruvam,"[Commentary:]19) One who does karma [rites] by torturing oneself (fasting etc.)* - for the sake of others - these are known as tamasic rites.[*Translator’s note:  The parentheses -( )- and the text within them are in the original.  The bracketed -[ ]- comment is the translator’s, used for the purposes of clarification.]"
19,mudhagrahenatmano yatpidaya kriyate tapah parasyotsadanartham va tattamasasamudahritam,"[Commentary:]20) By which one will get no benefit to oneself, giving upon having examined place, time and recipient is called sattvic charity - like giving Kriya."
20,datavyamiti yaddanam diyatehnupakarine deshe kale cha patre cha taddanam sattivikam smritam,"[Commentary:]21) Giving for one’s own benefit in return, and with the desire for its fruits - given at the time with afflictions - that is called rajas charity - like giving to a prostitute."
21,yatri pratyupakarartham phalamuddishya va punah diyate cha pariklishtam taddanam rajasam smritam,"[Commentary:]22) Giving without examining place and time, to inappropriate recipients and with evil action - that is tamas charity - like giving money to kill someone."
22,adeshakale yaddanamapatrebhyashcha diyate asatkritamavajnatam tattamasamudahritam,"[Commentary:]23) OM tatsat - the three abodes of Brahman: (1) Omkar - the form of this body; (2) tat - Kutastha; (3)* sat - Brahman - meaning, one who will abide in Brahman; he will first perform Kriya in the body, which is called “yajna.”  Charity [offering] - offering mind after performing Kriya - meaning Stillness - residing in TapoBrahman.  It is upon doing Kriya that one is “brahmin” - it is when Stillness happens upon the performance of Kriya that one is able to know; that knowing is called “Veda” - merging oneself in Brahman is called “yajna” - meaning, the Stillness after Kriya.[*Translator’s note:  All of the parentheses -( )- and the numbers -1, 2, 3- within them are in the original.  The bracketed - [ ] - comment is the translator’s, used for the purposes of clarification.]"
23,OM tatsaditi nirdesho brahmanastrividhih smritah brahmanastena vedashcha yajnashcha vihitah pura,"[Commentary:]24) Thus, if you perform Self-Kriya via this very body, you will see that oneself has spontaneously become Still after Kriya, and oneself has surrendered to Brahman, and has established Itself as the Form of Its True Self in Kutastha Brahman - meaning, the par avastha of Kriya - those who are of Brahman, abide constantly and everywhere in this type of karma [action/work]."
24,tasmadomityudahrita yajnadanatapahkriyah pravartante vidhanoktah satatam brahmavadinam,"[Commentary:]25) Entering Kutastha, performs Kriya without the desire for results - abiding in Brahman - charity and many types of events by the persons longing for liberation - perform Kriya."
25,tadityanabhisandhaya phalam yajnatapahkriyah danakriyashcha vividhah kriyante mokshakangkshibhih,"[Commentary:]26) In the Truth Essence, simply remains locked in Brahman alone - stays at the sadhana of Kriya ceaselessly - it is they who become merged in Brahman from the continuous practice of Kriya.  Completely residing in the par avastha of Kriya, no karma remains at all in the state of Peace; thus, nothing at all engages the mind except Brahman."
26,sadbhave sadhubhave cha sadityetatprayujyate prashaste karmani tatha sacchabdhah partha ujyate,"[Commentary:]27) Only Brahman is the intended at the time of performing Kriya, at the time of abiding in Kutastha and at the time of giving Kriya.  In this kind of Still abidance in Brahman always and everywhere - the one who is -  [and] remains - it is He Who is Brahman Itself; or any action that he does, seeing that Brahman Itself and intending Him verily; Brahman Himself keeps one in the Still Intelligence - meaning, the par avastha of Kriya."
27,yajne tapasi dane cha sthitih saditi chochyate karma chaiva tadarthiyam sadityevabhidhiyate,"[Commentary:]28) Performing oblation (Kriya of Omkar)* without abiding in Brahman, giving (giving Kriya),** performing tapasya - meaning, abiding in Kutastha - it is non-truth [asat] when doing such without abiding in Brahman; there is no beneficence for that person in either this world or the next.[* and **Translator’s note:  The parentheses -( )- and the text within them are in the original.  The bracketed -[ ]- comment is the translator’s, used for the purposes of clarification.ity srimadbhagavadgitasupanishatsu brahmavidyayam yogashastre srikrishnarjunasamvade shraddhatrayavibhagayogonama saptadashohdhyayahThus ends the Seventeenth Chapter."
