Verse Number,Translation,Commentary
11,sarvadvareshu dehehsmin prakasha upajayate jnanam yada tada vidyadvivriddham sattvamityuta,"[Commentary:]12) The preliminary state of the condition in which one’s heart goes in the direction of one’s desire-filled, thoroughly attachment-filled attention on some sense-object is called “lobha” [greed].  “Pravritti” - to completely keep mind on that thing constantly and always, becoming like that thing is called “pravritti” [engagement]; thoroughly eyeing something with attachment and suddenly taking action for it is called “arambha” [starting]; performing action with the craving for its fruits is called “karma.”  Not stopping desire in all ways - meaning, “I lost at this door; I’ll go to another door” - meaning, the lowest court of justice, small court of justice, superior court of justice etc. - these are all acts of rajoguna, the acts from the expansion of rajoguna."
12,lobhahpravrittirarambhah karmanamashamah spriha rajasyetani jayante vivriddhe bharatarshabha,"[Commentary:]13) Putting attachment-filled attention in directions other than Atman, residing in tamoguna, and pravritti - when the heart, filled with attachment, completely goes in that direction - meaning becoming that itself - being thoroughly drunk with that, entering that and being enraptured with that - these are all acts from the expansion of tamoguna."
13,aprakashohpravrittishcha pramado moha eva cha tamasyetani jayante vivriddhe kurunandana,"[Commentary:]14) True expansion in sattva guna will occur when one abides in the par avastha of Kriya and merge there - then, that which is called “supreme” - meaning, Kutastha Brahman of the Cosmos, traveling to the Plane of Brahman - residing there - where there is no impurity of any kind - meaning, residing in the Pure Brahman."
14,yada sattve pravriddhe tu pralayam yati dehabhrit tadottamavidam lokanamalan pratipadyate,"[Commentary:]15) When one goes and becomes thoroughly merged in rajoguna, then one performs actions with the craving for results - and when one becomes thoroughly merged in tamoguna, then one attains a state which is like that of an ignorant person - like an idiot!!!!  Awakened idiot (Brahman)* - is wanton in Brahman.  That is - he knows everything, yet he does not know.  Unconscious idiot (Brahman)** - is wanton with prostitutes - “does not know anything at all, yet says I know everything.”***[* and ** Translator’s note:  The parentheses and the text within them are in the original.] [***Translator’s note:  The quotation marks [in the positions seen] and the text within them are in the original.]"
15,rajasi pralayam gatva karmasangishu jayate tatha pralinastamasi mudhayonishu jayate,"[Commentary:]16) That act, which mind takes up without the desire for results - that is this Kriya, which is acquired through the teachings of Guru - this virtuous work of Truth, this sattvic karma [action] - its pure fruit is Brahman, which happens in the par avastha of Kriya.  The fruit of rajoguna - meaning, doing action with the desire for results itself causes sorrow - keeping attachment-filled attention elsewhere and residing in tamoguna - who is this “I” - that thing one cannot know - thus, he is unconscious - the result of tamoguna - like when some gentleman goes to a house of ill-repute and he himself forgets who he is."
16,karmanah sukritasyahuh sattvikam nirmalam phalam rajasastu phalam duhkhamajnanam tamasah phalam,"[Commentary:]17) After abiding in sattva guna - meaning, after performing Kriya, the Still Substance of the Knowledge of Brahman is known in the par avastha of Kriya.  Rajoguna - meaning, when one is in ida, then, because of the heart going in the direction of performing action with the craving for results, one desires the attainment of that in every way - this is what is known as yoga - staying in pingala causes one to be thoroughly maddened, intending to kill one person, kills another - being mesmerized towards that thing - oneself not knowing OneSelf - thus, unconsciousness happens in tamoguna."
17,sattvat sanjayate jnanam rajaso lobha eva cha pramadamohou tamaso bhavatohjnanameva cha,"[Commentary:]18) Continuously performing Kriya, goes to the top of the head - intoxication happens immediately upon going there - he enjoys that Bliss always - fighting and boasting is done in the middle region by strong-arming - which is the work of rajoguna - and base acts, residing below and traveling in the underworld, which is the work of tamoguna - which is extremely bad."
18,urdhvam gacchati sattvastha madhye tishthanti rajasah jaghanyagunavrittistha adho gacchanti tamasah,"[Commentary:]19) In the par avastha of Kriya - when ida, pingala, sushumna - who look in other directions - by which one’s attention is being constantly kept in that Atman - then, one goes beyond the three gunas, resides in ParaBrahman, and attains My Essence - meaning, becoming One, he automatically and spontaneously moves beyond intellect and goes to the Supreme Intelligence-Brahman."
19,nanyam gunebhyah kartaram yada drashtanupashyati gunabhyashcha param vetti madbhavam sohdhigacchati,"[Commentary:]20) Going beyond these three gunas, that Mahadeva resides in the par avastha of Kriya, who has risen from this body - meaning, Kutastha Himself has come - attaining the Supremely Tranquil Substance, becoming liberated from birth, death, old age and disease - [He enjoys] the Ambrosial Substance - meaning, He enjoys Immortality.Arjuna said:"
20,gunanetanatitya trindehi dehasamudbhavan janmamrityujaraduhkhairvimuktohmritamashnute,"[Commentary:]21) The energy of the body is saying - what are the signs of these three gunas?  And in what way can one be beyond them?  And in what way are these three gunas?  And in what way are people residing in these?  O Lord!  You are the One truly manifesting in this body - meaning, the Supreme Person - please speak.Sri Bhagavan said:"
21,kailingaistningunanetanatito bhavati prabho kimacharah katham chaitamstringunanativartate,"[Commentary:]22) It is being experienced via Kutastha - there is a certain kind of Revelatory Light in the par avastha of Kriya, where there is neither day nor night - it is in that Light where the heart goes completely; being imbued with that Essence one is like a thoroughly inebriated drunkard, having turned the heart from all other directions and being enraptured by That Substance; thus, all of the desire to stay in That - neither is that [desire] there, nor is the desire to not stay [in That] there - mounted on top of the head and sitting there, as if: who knows who is sitting there - sitting there like this - these three gunas - meaning, ida, pingala, sushumna - are not actually operating - meaning, in the subtle form in the Brahman Nadi, these gunas are in this kind of oneness in the par avastha.  One who knows this - it is he who goes to My Essence - meaning, however much it is possible, the par avastha of Kriya is being described (which is transmitted via the teaching of Guru - the sign of “ru” is Total Stillness).*[*Translator’s note:  The parentheses and the text within them are in the original.]"
22,prakasham cha pravrittim cha mohameva cha pandava na dveshti sampravrittani na nivrittani kangkshati,"[Commentary:]23) All of the gunas are there just as they are - vayu is still, like an unlit lamp."
23,udasinavadasino gunairyo na vichalyate guna vartanta ityeva yohvatishthati nengate,"[Commentary:]24) Residing in OneSelf - sorrow and pleasure are both verily the same - at that time, gold and a clod of earth, condemnation and praise are both [all] verily the same; the way that a drunkard is the same in both the desirable and the undesirable; seeing from the Supreme Intelligence [which is] beyond intellect."
24,samaduhkasukhah svasthah samaloshtrashmakanchanah tulyapriyapriyo dhirastulyanindatmasamstutih,"[Commentary:]25) Honor, disgrace, enemy, friend, loss - all of these are the same as they are for a drunkard.  Even before the beginning of these, he is sitting there having renounced these - does not even want to begin - meaning, does not want to perform any karma in the par avastha of Kriya; it is this that is called “gunatita” [beyond the gunas]."
25,manapamanayostulyastulyo mitraripakshayoh sarvarambha parityagi gunatita sa uchyate,"[Commentary:]26) “Mamcha” - to Me - meaning, one who performs Kriya - not putting attachment-filled attention in other directions (mind)* - meaning, being “Sati” - keeping singular focus towards Kutastha, abiding in Atman, not looking with attachment on other things - one who performs Kriya with dharana, dhyan, samadhi and faith in the teachings of Guru - which is transmitted via the teachings of Guru - abiding in that par avastha of Kriya, going beyond the three gunas, being Still in Equipoise at all times of the day and night, one knows My Essence - meaning, “I have become the One Brahman” or “I am going to [become]” - this is realized - OM.[*Translator’s note:  The parentheses and the text within them are in the original.]"
26,mamcha yohvyabhicharena bhaktiyogena sevate sa gunan samatityaitan brahmabhuyaya kalpate,"[Commentary:]27) When, from the continuous performance of Kriya, there is True Stillness in that Brahman, then one attains Immortality, and Nectar falls - meaning, one becomes the One Brahman - then of course, One is the Immortal Indestructible - because, when all becomes Brahman, that which will be destroyed is also Brahman; if it [all] is One Substance without end, how can there be destruction?  If one always stays in that state - meaning, resides in that state in all parts of the day and night - he also becomes Brahman - this is what is known as “dharma” - performing Kriya without the desire for results is called “dharma,” which is transmitted via the teachings of Guru - residing where, there is one Happiness - meaning, one eternally resides in that One State of Supreme Bliss; which is experienced in the par avastha of Kriya by all those who perform Kriya, more or less - and it is for this Happiness that everyone is slaving for others, and murdering while “mahasaya, mahasaya” [respected sir] is said!!  But that rare Mahasaya - about whom Ashtavakra has spoken - meaning, the one who is always, constantly and totally lodged in Kutastha by Divine perception and with the Power of Self, and who does not see anything other than That Substance - it is he who is “Mahat” [great] or “Mahasaya” - that is who is a great person - whatever is given, there is happiness for a little while after having that; but the Happiness which has no end - no one at all wishes to attain that kind of Happiness - all people of all kinds must desire this Happiness!!!ity srimadbhagavadgitasupanishatsu brahmavidyayam yogashastre srikrishnarjunasamvade gunatrayavibhagayogonama chaturdashohdhyayahThus ends the Fourteenth Chapter."
