Verse Number,Translation,Commentary
12,jneyam yattam pravakshyami yajjnatvahmritamashnute anadimatparam brahma na sattannasaduchyate,"[Commentary:]13) It is in that state that one can go anywhere one wishes - as intoxication remains in the subtle body throughout the eight sections of time [throughout the day and night], whatever is wished - one can see that within and have - meaning, one sees that in front of the eye - one can go to inaccessible places and see - one can experience everything - one can taste everything - one can know what amount of what is in what substance (mixed)* - because then he becomes Brahman Itself - Brahman is hidden in all things - although one is sitting in one place.[*Translator’s note:  The parentheses and the text within is in the original.]"
13,sarvatah panipadam tatsarvatohkshishiromukham sarvatah shrutimalloke sarvamavritya tishthati,"[Commentary:]14) The qualities of all senses manifested in form - like: sight in the eyes, sound in the ears, ability to smell in the nose, taste in the tongue, feeling in the touch - He is in all these qualities [functions] - this itself is His Form - the experience of this is known by yogis through practice, one by one, through the teachings of Guru.  That, through which if one sees, hears, smells, eats, touches is devoid [of those qualities] - completely - meaning, one does not put attachment-filled attention on anything at all - He is maintaining and nurturing all - meaning, He is eating His own food.  It is He Who is feeding, and He Who is eating as well - devoid of attachment-filled qualities - meaning, that happens when breath is still, beyond the three gunas; and He is the enjoyer of all gunas."
14,sarvendriya gunabhasam sarvendriya vivarjitam asaktam sarvabhucchaiva nirgunam gunabhoktri cha,"[Commentary:]15) The outside and inside of all phenomena, which the Kriyanvita persons are seeing - in the inanimate and animate - which is unveiled when there is the Knowledge of Brahman - thus, one can see all - inside the house and outside.  Extremely subtle; the Atom of Brahman is subtle; which is why one cannot know it very well very easily - You are both far away and within as well."
15,bahirantashcha bhutanamacharam charameva cha sukshmatvattadavijnyeam durastham chantike cha tat,"[Commentary:]16) In all things and phenomena, there is but one Substance, Brahman - and at the same time, It is existing separately also - He is manifesting - the Sustainer is He; the Destroyer is He; and He is the Creator as well."
16,avibhaktam cha bhuteshu vibhaktamiva cha sthitam bhutabhartri cha tajjneyam grasishnu prabhavishnu cha,"[Commentary:]17) The Light of all light - meaning, there is no other light like Him - after, it is His Darkness; Brahman - Kutastha Manifest; this is what is called Knowledge; it is He Who is the thing to be known - it is by knowing This that one can know - residing Tranquilly in the hearts of all."
17,jyotishamapi tajjyotistamasah paramuchyate jnanam jneyam jnanagamyam hridisarvasyadhishthitam,"[Commentary:]18) I have spoken all about this body itself and the thing that is to be known.  One who is My devotee - meaning, one who has faith in the teachings of Guru - upon knowing this, remains lodged in the par avastha of Kriya."
18,iti kshetram tatha jnanam jneyamchoktam samasatah madbhakta etadvijnaya madbhavayopapadyate,"[Commentary:]19) The body and the Person who is the knower of the field - meaning Kutastha - both of these two are without beginning - ida, pingala, sushumna - by this action - remain looking elsewhere with attachment-filled attention - which happens from abiding in the quintelemental body."
19,prakritim purushamchaiva viddhyanadi ubhavapi vikaramshcha gunamshchaiva viddhi prakritisambhavan,"[Commentary:]20) The five elements [and] mind, intellect and ego - residing in this, one can see the cause behind duty-bound karma.  Performing karma upon the arising of such cause, the doer feels his sense of ego etc. and becomes attached to all sensory matters - meaning, becomes engaged in the performing of action with the desire for results.  Maheshvara is the One Who is Tranquilly residing in this body in the Form of Kutastha - Who can be seen clearly and perfectly after Kutastha, upon devotedly performing Kriya - He is devoid of pleasure and sorrow - not abiding in Him - meaning, when oneself does not abide in the Self - upon acquiring by putting attachment-filled attention elsewhere, one thinks of himself as being happy.  There is sorrow in not having, but the root phenomenal cause of these (of pleasure and sorrow)* is that Supreme Person Himself.  Because if He is not there, then who experiences all of these things?  Therefore, the cause of the experiencing of pleasure and sorrow is He.[*Translator’s note:  The parentheses and the text within them is in the original.]"
20,karyakaranakatritve hetuh prakritiruchyate purushah sarvaduhkhanam bhoktrive heturuchyate,"[Commentary:]21) Purusha becomes Prakriti-ized in particular ways; the three gunas which are born of Prakriti - meaning, ida, pingala, sushumna - partaking in them, mounted on the machine of the three gunas, putting attachment-filled attention in other directions, He experiences [partakes] in that way.  That Prakriti’s qualities are what is everything - whoever is performing whatever kinds of actions with the desire for results, they are experiencing [partaking] through [birth in] good and bad yonis."
21,purushah prakritistho hi bhunkte prakritijan gunan karanam gunasangohsya sadasadyonijanmasu,"[Commentary:]22) That Maheshvara is Himself Guru; that country which cannot be found can be seen through the teachings of Guru - it is when Stillness occurs in that Particle of Brahman that one can see the Infinite, Cosmos-pervading, Universal Form of Brahman.  It is He who is the Lord of Sustenance for all - meaning, the Lord of Sustenance for oneself is the Self Itself - even after knowing this, like fools, people say, “Oh God, oh God! How can I can carry on in this samsara,” and uselessly pass through time in this way.  People think, “I am eating from having earned it.”  But one is obviously and clearly seeing - which people do not see even after looking - that a dead person does not eat - He is residing in me, and thus it is He who is eating; and that the One who is eating is also the One who is eating all things in all places, having taken the form of jiva - there is a bug in the teeth of even the exemplary [even seers do not see/no set precedents show perfection]; He is the One Brahman in all phenomena and in jivas, and is spoken about as Maheshvara, Jaganmay, Jagannath, Brahmamay in all scriptures.  If one abides in Him, one becomes He Himself - that, which even though known in the par avastha of Kriya, cannot be found by anyone - therefore: Avyakta [undefinable, unspeakable].  Only - after 1728 pranayams, yogis are on the way of dhyan.  It is He Who is the Kutastha after Self.  It is in this very body that one can see One Supreme Person after Kutastha, via knowing Kriya through the teachings of Guru (in this body).*[*Translator’s note:  The parentheses and the text within them are in the original.][A reminder to the readers:  all bracketed - [ ] - statements are from the translator, unless otherwise noted, and are used for the purposes of clarification, whereas all statements within parentheses - ( ), unless otherwise noted, including the parentheses themselves, are in the original commentaries.]"
22,upadrashtanumanta cha bharta bhokta maheshvarah paramatmeti chapyukto dehehsmin purushah parah,"[Commentary:]23) One who knows this Supreme Person in this way - meaning, he is witnessing that in the five elements, [in the] mind, intellect, ego, [and in] the superior, mediocre and inferior qualities - that the Atom of Brahman-Being is in all - even if he does not abide all of the time in that Purusha, rebirth does not happen for him, and even if it has happened, it has not happened, because he has become That Brahman-Being."
23,ya evam vetti purusham prakritimcha gunaih saha sarvatha vartamanohpi na sa bhuyohbhijayate,"[Commentary:]24) After the performance of 1728 pranayams, one can see the Pure Atom of Brahman-Self.  Some, upon the continued performance of innumerable pranayams, can spontaneously and naturally see Atman; other people become disengaged with everything else, and not putting mind on attachment-filled directions elsewhere, simply by abiding in the Self, see the Atman automatically - that which is called Samkhya yoga - that is also the purpose of this Kriya; other people, devoid of the craving for results, completely engaged in dharana, dhyan, samadhi, perform this Kriya (which is transmitted via Guru)* and automatically and naturally see Atman.[*Translator’s note:  The parentheses and the text within them are in the original.]"
24,dhyanenatmani pashyanti kechidatmanamatmana anye samkhyena yogena karmayogena chapare,[Commentary:]
25,anye tvevamajanantah shrutvanyebhya upasate tehpi chatitarantyeva mrityum shrutiparayanah,
25,"25) Listening to all this - meaning, listening about appropriate action - they take some particular thing which they steady in the mind and sit; they too, not having received anything else, simply listen to the Omkar Sound and stay in repose; they also cross over - meaning, the Tranquil Stillness from the performance of Kriya is experienced.","[Commentary:]26) All that has happened which you see - immobile and mobile - in all of these is Sat-Brahman; and He is also the manifested form of all - the field, in the Form of Prakriti; and He is also in all as the knower of the field - the form of jiva - the Supreme Person, Brahman-Being, All-pervading One - He Is.  Thus, upon seeing that One Purusha, abiding single-mindedly in that One Purusha, the One is Itself One - meaning, in Brahman is Brahman.  Then, nothing else remains to be known or acquired."
26,yavat samjayate kinchitsatvam sthavarajangamam kshetrakshetrajnasamyogattadviddhi bharatarshabha,"[Commentary:]27) In this way, when all phenomena become one and the same, and there is Still, locked abidance in all phenomena - in the Heart of that One Brahman Parameshvara - meaning, in Kutastha - at the end of the complete extinction of destructible matter, one who is witnessing ParaBrahman; that That has no destruction - the one who is seeing this is verily the one who is seeing."
27,samam sarveshu bhuteshu tishthantam parameshvaram vinashyatsvavinashyantam yah pashyati sa pashyati,"[Commentary:]28) In this way (as the same),* one who sees Brahman established in everything everywhere - he, with Self by the Self - not ruining - meaning, not attending in other directions - performs Kriya, which is transmitted via the teaching of Guru; after that, he attains “Paragati” [the Way which is Beyond] (meaning, the Stillness after Kriya).**[* and **Translator’s note:  The parentheses - ( ) - and the text within them are in the original.  The bracketed - [ ] - statement in the commentary to sloka 13:28, is the translator’s, provided for the purposes of clarification.]"
28,samam pashyan hi sarvatra samavasthitamishvaram na hinastyatmanatmanam tato yati param gatim,"[Commentary:]29) Via the gunas of Prakriti, does all karma [work], but keeping attention on Atman - thus, he is “akarta” [non-doer] - always resides in Brahman."
29,prakrityaiva cha karmani kriyamanani sarvashah yah pashyati tathatmanamakartaram sa pashyati,"[Commentary:]30) When in the Knowledge of Brahman all separate and different phenomena become one, and [it is known] that all are residing within that One Brahman-Atom - thus, all of this extensive samsara then becomes Brahman.  In One Atom is All, All is in One Atom; then there is nothing other than Brahman."
30,yada bhutaprithagbhavamekasthamanupashyati tata eva cha vistaram brahma sampadyate tada,"[Commentary:]31) Therefore, in One is all, in all is One; then where is Its beginning?  Then, where are the gunas even?  Because gunas have all become Brahman - they have merged in Brahman in the place after Kriya - in the par avastha of Atman, Stillness has been attained - That which is Infinite even though Settled; where is any destruction for That?  He - meaning, the one to whom this type of Knowledge has happened - even while residing in the body, is not doing anything - anything is Brahman - doing is also Brahman!!  Therefore, he is not doing anything - if there were another substance, then he could become enmeshed; all is Brahman; thus he is “nirlipta” [non-enmeshed, non-engulfed]."
31,anaditvannirgunatvat paramatmayamavyayah sharirasthohpi kaunteya na karoti na lipyate,"[Commentary:]32) In the way that space moves in subtle form throughout all in the immense Universe - meaning, stillness - its function is stillness and movement both!!  In the path of the subtle is Stillness, in the path of the physical is movement!!!  But subtleness is functioning as non-enmeshed [nirlipta].  In that way, the microcosm, in atomic form, is in all bodies - Brahman is pervading but in Stillness.  In that way, the Self in the body - which is the microcosmic Brahman - is residing in all places.  Movement is happening, yet there is Stillness!!  As soon as there is Stillness there is Nirlipta Brahman - That Stillness is the par avastha of Kriya - one who does not have It is residing in the world - meaning, from the time of birth onward, is only living in movement.  The way to stop the movement of the Universe is just this Kriya - which is transmitted via Guru and can be done with ease.  Only having a bit of priority to keeping attention in this direction [is needed] and “one will be pulled along by the current only”* - grab hold of a pillar [post] which is within you.[*Translator’s note:  The quotation marks and text within them is in the original.]"
32,yatha sarvagatam soukshmyadakasham nopalipyate sarvatravasthito dehetathatma nopalipyate,"[Commentary:]33) Just as one sun illuminates the entire earth, in the same way the Embodied One illuminates this body - (Note)* - as long as there is darkness - meaning, oneself’s attention, filled with attachment, is elsewhere, and the Atman’s sun-like illumination via Kutastha is not being revealed.[*Translator’s note:  The parentheses and the text within them is in the original.  The parenthetical is in English in the original.]"
33,yatha prashayatyekah kritsnam lokamimam ravih kshetram kshetri tatha kritsnam prakashayati bharata,"[Commentary:]34) The field and the knower of the field - meaning, the body and the embodied - are known as soon as the Knowledge-Eye Kutastha is revealed - meaning, Yonimudra - mind does not go in other directions and stays only in that Divine Sight - which is transmitted via Guru’s teaching!  The five elements - Muladhar, Svadhisthan, Manipura, Anahata, Vishuddhakhya - these five elements - the Self-linga - intercourse is done by the linga in the linga - when mind is stilled, there will be intelligence - after intelligence is Parabuddhi [Intelligence which is Beyond] - meaning, the Purusha after Prakriti - that is Itself Me-Brahman!!  It functions like - Prakriti, in the Mighty Form of Kali - mounted on top of Maheshvara is slaying everyone in Her own maya.  Mahadeva takes Her back in His very own Form.  Once taken, attention is no longer in other directions - the Self remains in the Self - that is the par avastha of Kriya, and beyond all - merging in that - this is what is known as Moksha [liberation].  This itself is the Supreme Thing, this itself is the Supreme Thing.ity srimadbhagavadgitasupanishatsu brahmavidyayam yogashastre srikrishnarjunasamvade kshetrakshetrajnavibhagayogonama trayodashohdhyayahThus ends the Thirteenth Chapter."
