Verse Number,Translation,Commentary
14,prashantatma vigatavibrahmacharivrate sthitah manah samyamya macchitto yukto asita matparah,"[Commentary:]15) Always performing Kriya in this way, extinguishing and immersing all forms - neither am I anything, nor is anything mine - being tranquilly still in this way - stilling all in My Supreme Substance - via intelligence - later you will go beyond intelligence [parabuddhi]."
15,yunjannevam sadatmanam yogi niyatamanasah shantim nirvanaparamam matsamsthamadhigacchati,"[Commentary:]16) If one eats too much, there cannot be yoga; if one does not eat at all, there cannot be yoga -  sleeping too much and staying awake [unhealthily] - there cannot be yoga in this way either."
16,natyashnatastu yogohsti na chaikantamashnatah na chatisvapnashilasya jagrato naiva charjuna,"[Commentary:]17) Remaining in the par avastha of Kriya, eat, enjoy recreation - lie down - make effort - work - yoga does not happen if this is not done; if this is done, then no problems occur in yoga."
17,yuktaharaviharasya yuktacheshtasya karmasu yuktasvapnavabodhasya yogo bhavati duhkhaha,[Commentary:]18) This is called “remaining stuck [locked]” - when consciousness will be completely immersed and dissolved - and in the Atman itself will the self remain stuck - in the par avastha of Kriya - then desire will not go towards any sense-matter; this is called “yukta” [united].
18,yada viniyatam chittamatmanyevavatishthate nisprihah sarvakamebhyo yukta ityuchyate tada,"[Commentary:]19 ) Yogis of the Self perform Kriya - the way a lamp burns with no presence of wind - in the same way, the selves of yogis abide in Stillness."
19,yatha deepo nivatastho nengate sopama smrita yogino yatachittasya yunjato yogamatmanah,"[Commentary:]20) Remaining in the par avastha of Kriya - consciousness having attained the state beyond Knowledge [Vijnana] - where there is no night - sees all - with vayu stilled via Kriya.  Where One, seeing One’s Self, is supremely fulfilled in Oneself."
20,yatroparamate chittam niruddham yogasevaya yatra chaivatmanatmanam pashyannatmani tushyati,"[Commentary:]21) Where there is no end to happiness - that happiness which cannot be grasped by the intellect - and neither by the senses - remaining in the par avastha of Kriya - this Substance is This - !!! It cannot be known by saying this - however, vayu [vital air] remains still - yet is functioning in the five elements - meaning, Muladhar, Svadhisthana, Manipura, Anahata, Vishuddhakhya - because if that were not so, then one would die."
21,sukhamatyantikam yattadbuddhigrahyamatindriyam vetti yatra na chaivayam sthitashchalati tattvatah,"[Commentary:]22) Gaining which, one does not feel [the acquiring] of anything else as gain, meaning Supreme Gain - this is what is called “attainment” [prapti] - this is the reason that all scriptures (“apti” [obtainment] - in truth, apti is prapti)* say that the words of the truly aware should be honored - where, when all eight parts of the day and night are stilled, even when there is tremendous sorrow, that attainment, meaning gain, is not affected - (meaning even if I am terribly distressed, I do not let go of Kriya).**[*Translator’s note:  The parentheses and the text within them except for the bracketed word are in the original.  The bracketed word is the translator’s, for the purposes of clarification.][**Translator’s note:  The parentheses and the text within them are in the original.]"
22,yam labdha chaparam labham manyate nadhikam tatah yasmin sthito na duhkhena gurunapi vichalyate,"[Commentary:]23) This spiritual Knowledge is what is known as knowledge - Kriya is itself Knowledge - with this, yoga in its full form happens while [one is] in numerous types of sorrowful situations, meaning - there is attainment.  Staying completely and properly stuck in this is what is called yoga.  Thus, having faith in the words of Guru, one should confidently perform Kriya, without attachment to other directions."
23,tam vidyadduhkhasamyogagamviyogam yogasamjnitam sa nishchayena yoktavyo yogohnirvinnachetasa,[Commentary:]24) I will do this - renounce this type of desire - renounce this thoroughly and continuously - having silenced and subdued mind and all senses.
24,samkalpaprabhavan kamamstyaktva sarvanasheshatah manasaivendriyagramam viniyamya samantatah,"[Commentary:]25) Ascend upwards gradually and being in stillness, see all forms - dharana - what happens spontaneously in the par avastha of Kriya - that Itself will expand. Being completely still in Atman in the par avastha of Kriya, think of nothing else in the mind - by itself, thought does not happen."
25,shanaih shanairuparamedbuddhya dhritigrihitaya atmasamstham manah kritva na kinchidapi chintayet,[Commentary:]26) Bring the mind back by your power from wherever the mind runs and subdue it in Atman.
26,yato yato nishcharati manashchanchasamasthiram tatastato niyamyaitadatmanyeva vasham nayet,"[Commentary:]27) Day and night - neither am I anything, nor is anything mine - fully remain in par avastha of Kriya - with dharana, dhyan, samadhi, abide in Supreme Happiness - then, in the par avastha of Kriya - I am nothing, nothing is mine - if one stays in this state, attention with attachment will not go in other directions - therefore, “sarvam brahmamayam jagat” [all that is - is Brahman; or, the entire creation is filled with Brahman] - being Brahman - one is sinless - meaning mind will not go to other things."
27,prashantamanasam hyenam yoginam sukhamuttamam upaiti shantarajasam brahmabhutamakalmasham,"[Commentary:]28) In this way, performing Kriya always and continuously, being united in dharana, dhyan and samadhi, giving no attention with attachment to other directions, with the Happiness of “sarvam brahmamayam jagat,” happening by itself while residing in the par avastha of Kriya, in Brahman - immense Happiness is attained."
28,yunjannevam sadatmanam yogi vigatakalmashah sukhena brahmasamsparshamatyantam sukhamashnute,"[Commentary:]29) I am in all phenomena, meaning all (jivas)* phenomena - the Self of all phenomena is seen in this Self (jiva’s),** by performing dharana, dhyan, samadhi and abiding in the par avastha of Kriya.  Then, “sarvam brahmamayam jagat,” - thus all is seen as the same.[*, ** Translator’s note:  The parentheses and the text within are in the original.]"
29,sarvabhutasthamatmanam sarvabhutani chatmani eekshyate yogayuktatma sarvatra samadarshanah,"[Commentary:]30) Whoever sees Me in this way in everything - seeing that all is Me, neither does he “end” Me [in himself] - meaning, does not see in anything other than Me - I also see him - meaning other than him, I do not see anything - [thus] nor do I “end” him."
30,yo mam pashyati sarvatra sarvancha mayi pashyati tasyaham na pranashyami sa cha me na pranashayti,"[Commentary:]31) Whosoever does it in this way - seeing Me in all things - making all one, meaning attaining the Tranquil State in the par avastha of Kriya - he, even while remaining in the midst of all things, resides in Me."
31,sarvabhutasthitam yo mam bhajatyekatvamasthitah sarvatha vartamanohpi sa yogi mayi vartate,[Commentary:]32) If one sees all as oneself - pleasure and sorrow - he is the supreme yogi.Arjuna said:
32,atmoupamyena sarvatra samam pashyati yohrjuna sukham va yadi va duhkham sa yogi paramo matah,[Commentary:]33) It is being experienced via the energy of the body:  this yoga about which you spoke - I did not understand this - because my mind is very restless - I could not comprehend with a steady intellect.
33,yohyam yogastvaya proktah samyena madhusudana etasyaham na pashyami chanchalatvatsthitim sthiram,"[Commentary:]34) The mind is very restless, agitated - like the churning of buttermilk - forcefully pulls one to another direction - whatever it thinks, it ends up doing - it is impossible put it out of one’s house - like vayu - impossible to oust from one’s house.Sri Bhagavan said:"
34,chanchalam hi manah krishna pramathi balavaddhridham tasyaham nigraham manye vayoriva sudushkaram,"[Commentary:]35) It is being experienced via Kutastha:  what you are saying is correct - by practice, and stopping meaningless desires, one can capture it (mind).*[*Translator’s note:  The parentheses and the text within them are in the original.]"
35,asamshayam mahabaho mano durnigrahacham chalam abhyasena tu kaunteya vairagyena cha grihyate,[Commentary:]36) One whose mind does not become disciplined - yoga does not happen for him - happens with great pain.  Through continuous discipline it becomes possible to subjugate the mind.Arjuna said:
36,asamyatatmana yogo dushprapa ity me matih vashyatmana tu yatata shakyohvaptumupayatah,"[Commentary:]37) It is being experienced via the energy of the body:  if one is not able to steady the mind - in yoga, meaning in dharana, dhyan, samadhi - no attainment in anything - and dies - what will be his destiny?"
37,ayatih shraddhayopeto yogacchalitamanasah aprapya yogasamsiddhim kam gatim krishna gacchati,[Commentary:]38) Moving like the fragment of a cloud - he does not abide in Brahman and remains ignorant - what is his destiny?
38,kacchinnobhayavibhrashtashchhinnabhramiva nashyati apratishtho mahabaho vimudho brahmanah pathi,"[Commentary:]39) Please resolve these concerns; later, resolve other concerns.Sri Bhagavan said:"
39,etanme samshayam krishna chettumarhasyasheshatah tvadanya samshayasyasya chetta nahyupapadyate,"[Commentary:]40) It is being experienced via Kutastha:  there never demise for him; if one performs good karma, condemnation never comes upon him."
40,partha naiveha namutra vinashastasya vidyate nahi kalyanakrit kashchiddurgatim tata gacchati,"[Commentary:]41) Fallen yogis, having strayed from yoga, take birth in houses of sanctified souls, of brahmins, of beneficent ones."
41,prapya punyakritamlokanushitva shashvatih samah shuchinam srimatam gehe yogabhrashtohbhijayate,[Commentary:]42) Or they take birth in the houses of yogis - this type of birth is extremely precious.
42,athava yoginameva kule bhavati dhimatam etaddhi durlabhataram loke janma yadidrisham,"[Commentary:]43) After that, according to the samskaras [tendencies] carried over from the previous life, he becomes careful and disciplined in the new life; thereafter, continuing to do such, attains full realization [or, perfection]."
43,tatra tam buddhi samyogam labhate paurvadehikam yatate cha tato bhuyah samsiddhou kurunandana,"[Commentary:]44) Gripped by the practice done previously, he continues to perform Kriya.  “What is Brahman?”  He asks this - and via the Word [Shabda] - via the teachings of Guru - attains."
44,purvabhyasena tenaiva kriyate hyavashohpi sah jijnasurapi yogasya shabdabrahmativartate,"[Commentary:]45) Becoming more and more submerged like this, not looking at anything other than Brahman, after many births, the yogi becomes fully realized [or, perfected] - the Supreme Destiny, meaning Stillness after Kriya happens."
45,prayatnad yatamanastu yogi samshuddha kilvishah anekajanmasamsiddhastato yati paraam gatim,"[Commentary:]46) Abiding in the par avastha of Kriya is better than remaining in Kutastha - abiding in the par avastha of Kriya is better than staying in Yonimudra - abiding in the par avastha of Kriya is better than performing Kriya - therefore, become a yogi."
46,tapasvibhyohdhiko yogi jnanibhyopimatohdhikah karmibhyashchadhiko yogi tasmadyogi bhavarjuna,[Commentary:]47) Abiding in the par avastha of Kriya - one whose mind is always in Brahman - he will come to know Me - it is by knowing Me that all senses will be subdued.ity srimadbhagavadgitasupanishatsu brahmavidyayam yogashastre srikrishnarjunasamvade abhyasayoga* nama shastohdhyayah[*Translator’s note:  This chapter is also known as “dhyanayoga.”]Thus ends the Sixth Chapter.
